SUM149_DMSO_12H_R	SUM149R_DMSO_12H_R	LOG2_FOLD_CHANGE	P_VALUE
MKI67	33.83745	28.7168	-0.236725856400031	0.342036100568144
MKI67IP	67.9421	98.371	0.533927257691599	0.0682574812850699
MKKS	77.54455	98.5608	0.345988577100109	0.0536687409380647
MKL1	9.831945	6.523475	-0.591836164608124	0.0279172879659105
MKL2	6.0465	6.523225	0.109485107110828	0.539000741175679
MKLN1	6.82475	6.063405	-0.170648009842197	0.19254555018158
MKNK1	15.30535	9.410455	-0.701699651785618	0.0116215048041829
MKNK2	48.62395	43.81265	-0.150319618008907	0.285867845185477
MKRN1	12.23005	16.10545	0.397118669378855	0.02772824475325
MKRN2	31.14905	35.41885	0.185329206728156	0.0228610025025967
MKRN3	3.470525	0.5844935	-2.5698950353564	7.1654018082176e-05
MKS1	6.09529	5.985675	-0.0261809146577778	0.693242302262463
MLANA	0.981069	0.6262135	-0.647699996201731	0.217682896528004
MLEC	38.8575	50.79875	0.386599912865681	0.0466642259168858
MLF1	3.93855	3.711325	-0.0857302478025246	0.474194025303773
MLF1IP	51.6481	55.87025	0.113364998818739	0.105114699035125
MLF2	217.255	191.379	-0.182956848510686	0.175320650337945
MLH1	22.6459	23.51105	0.054089094439039	0.40171459116746
MLH3	5.534385	5.055865	-0.130465066978166	0.16671699607097
MLK7-AS1	3.06817	2.4536	-0.322478349637696	0.0559435832163434
MLKL	9.01728	12.9748	0.524948075081106	0.00262102483365512
MLL	5.43437	5.591925	0.0412322160933119	0.872369531843485
MLL2	9.386335	9.225505	-0.024934065519823	0.938002910927542
MLL3	2.902525	3.718905	0.357569401202779	0.424267219583324
MLL4	9.244265	8.97078	-0.0433251858698317	0.704719108406777
MLL5	6.98063	6.473135	-0.108892652944586	0.555022607386948
MLLT1	21.45115	30.5	0.507754249737467	0.032367610939102
MLLT10	13.78195	14.4563	0.0689183221616957	0.418676536147551
MLLT10P1	1.318375	1.22459	-0.106461983237652	0.698945076732453
MLLT11	13.81645	5.18186	-1.41484503374149	0.00254241844879085
MLLT3	2.934125	5.29324	0.851220734260313	0.000134827744908183
MLLT4	17.1449	19.22495	0.165200356469707	0.197460676499975
MLLT6	18.4802	21.4342	0.213934201436369	0.130567290856895
MLPH	6.85814	3.75669	-0.868355284827999	0.0765878159575698
MLST8	44.22325	44.56035	0.0109555105972851	0.881254303595838
MLX	28.83785	41.4671	0.524003547196253	0.00695145312916909
MLXIP	11.20795	12.9404	0.207359788226251	0.25651941102807
MLYCD	3.39626	4.167895	0.295372024526868	0.0110612194827031
MMAB	8.73802	9.991995	0.193466347124995	0.241412424945457
MMACHC	10.6779	7.458145	-0.517739192010076	0.00229396434653687
MMADHC	132.4165	131.3275	-0.0119138545557852	0.772814379338002
MMD	7.762825	8.713555	0.166679672146637	0.10374698326729
MME	2.172545	2.18124	0.00576245729082143	0.673645624746016
MMEL1	1.74849	0.989315	-0.821607688556115	0.00323327581795113
MMGT1	20.8684	18.92685	-0.140885668989797	0.126719774374666
MMP11	0.8843975	1.470865	0.733897986098277	0.0347525537565224
MMP14	3.756565	1.34597	-1.48076781106788	0.0111079389158707
MMP15	12.5712	22.76925	0.856964400457473	0.0207446070155589
MMP17	10.16498	6.17036	-0.720180807898142	0.0409148408520823
MMP19	1.26329	1.45182	0.200676734509932	0.313395172206085
MMP2	2.081005	1.442535	-0.528674108241036	0.0173755593378581
MMP24	0.9526665	1.553775	0.705734440888467	0.142055967468337
MMP25	1.23469	0.478447	-1.36771783834383	0.0803234989949875
MMP7	2.234895	2.296175	0.0390255471383893	0.745123942990274
MMP9	1.59763	0.5444235	-1.55313208168589	0.0561721926371814
MMS19	28.18305	28.03875	-0.00740571634260413	0.743265036211044
MMS22L	8.71942	9.605725	0.139662333858863	0.288341539017692
MNAT1	50.94245	54.60005	0.100033926779617	0.150989461616401
MND1	38.2462	43.9387	0.200175771725359	0.0602919947410956
MNF1	43.88335	29.3845	-0.578618313515024	0.0775123587792805
MNS1	4.967035	7.47	0.588723330314552	0.14661618588778
MNT	8.18203	7.03408	-0.218097083864487	0.196762291145141
MNX1	0.8971525	1.27312	0.504943265569765	0.0948682875397554
MOAP1	12.63355	9.684105	-0.383569463285071	0.154169683451989
MOB1A	94.107	88.1235	-0.0947752438500849	0.169201367657231
MOB1B	6.525425	5.32446	-0.293436650813947	0.0355924560498996
MOB2	16.5928	20.33715	0.293560158914534	0.207492095730721
MOB3A	7.71342	6.67438	-0.208736841135626	0.183436941037583
MOB3C	6.752655	4.10533	-0.717956655379592	0.00268713485051039
MOB4	20.16565	17.1382	-0.234684315662012	0.119544181000752
MOCOS	65.5106	76.6796	0.227114449118435	0.111082013917126
MOCS2	34.11245	33.7147	-0.0169206145441592	0.867889506757612
MOCS3	8.935265	9.70175	0.118734486843435	0.24627743575297
MOGS	51.52405	43.3238	-0.250086210018144	0.183537255994053
MOK	4.88878	5.61947	0.200959585076041	0.303077186584098
MON1A	6.607335	10.1421	0.618216006310324	0.0248124963971181
MON1B	12.2728	12.2286	-0.00520518745709999	0.934039796797192
MON2	3.657655	3.81827	0.0620001205711261	0.626187875599268
MORC2	16.2703	15.92385	-0.0310516657344593	0.631331753476193
MORC2-AS1	3.06323	2.24102	-0.450898170276217	0.0142875745168752
MORC3	5.24607	5.78587	0.141296850317817	0.170065652505024
MORC4	4.32833	6.05302	0.483844620781595	0.0844735722099423
MORF4L1	253.471	380.8605	0.587441974378491	0.0199892325925397
MORF4L2	126.81	154.3165	0.283223809393157	0.020304969063962
MORN1	1.396165	0.671229	-1.05659249767292	0.0984185052315369
MORN2	13.83035	13.70155	-0.0134985581725028	0.888558709089346
MORN4	7.434295	4.728695	-0.652753845648116	0.0206925278318886
MOSPD1	7.38086	6.47278	-0.189403455740254	0.0527767032285796
MOSPD2	9.55149	8.238965	-0.21326269250574	0.135007772420718
MOSPD3	4.98938	4.153225	-0.264628520186505	0.120053267581619
MOV10	28.7844	10.36385	-1.4737271000322	5.06461279136723e-05
MOXD1	1.13993	2.79925	1.29609510410194	0.00652647548136807
MPC1	33.1132	24.40885	-0.440002111421058	0.0754428781509295
MPC2	14.9469	11.7792	-0.343604739300224	0.0959217026162993
MPDU1	50.2281	73.86385	0.556373759396033	0.0405011995571046
MPDZ	9.54392	4.549335	-1.06892627550916	0.0250957184439964
MPG	50.81675	36.876	-0.462621937596784	0.0738326230864905
MPHOSPH10	34.47825	34.86175	0.0159584421579801	0.829998365853481
MPHOSPH6	23.597	31.96435	0.437860302220949	0.0897742599027608
MPHOSPH8	11.05865	11.3594	0.0387113568200627	0.602450292533899
MPHOSPH9	6.450965	6.24696	-0.0463606972714587	0.817170162139043
MPI	32.17495	34.502	0.100742087467937	0.361434908611415
MPL	0.717254	0.423773	-0.759192436978576	0.0711466585917842
MPLKIP	66.9298	59.8246	-0.161909857610194	0.171467305962112
MPND	7.269025	6.485225	-0.164605238745199	0.121441126135923
MPP1	8.48491	7.371095	-0.203020404833052	0.187626820472846
MPP3	4.062625	4.51216	0.151406023266081	0.320961818077294
MPP5	8.450395	8.20136	-0.0431556132681107	0.59017030321471
MPP6	9.664375	10.157095	0.0717394995120009	0.402311298897835
MPP7	5.618265	8.09575	0.527040065207599	0.0777951712839249
MPPE1	8.933755	6.384835	-0.484617353015971	0.0181116141948641
MPRIP	28.2227	41.194	0.545578207075606	0.00753517998488914
MPST	34.3738	36.0283	0.0678212301451641	0.4914485453321
MPV17	31.5521	31.31755	-0.0107646755397421	0.917156112654717
MPV17L2	20.89	26.4736	0.341741899972666	0.0352722938400492
MPZL1	25.5822	24.155	-0.0828184846556346	0.335411950449102
MPZL2	8.95075	12.4913	0.480843150887595	0.0655431615382961
MPZL3	3.16591	2.81974	-0.16705810129104	0.313830489763766
MR1	1.495985	0.656644	-1.18791238013743	0.0458543564337746
MRC2	4.361095	0.5061215	-3.10713475140948	7.4049385559207e-05
MRE11A	9.14931	9.33155	0.0284537912975706	0.715064636554368
MREG	8.322045	8.39726	0.0129805682163963	0.731710670087024
MRFAP1	180.2065	179.833	-0.00299326485604516	0.975892735697106
MRFAP1L1	45.83385	45.37415	-0.014542858656547	0.800510293308814
MRGBP	76.5718	62.9646	-0.282272228085745	0.180935511395823
MRGPRX3	3.904135	3.07899	-0.342545758535497	0.194998591495494
MRI1	15.17585	15.1965	0.00196176174611594	0.98240588626595
MRM1	12.03175	22.82115	0.923524997925908	0.0272895407989442
MROH1	14.9248	5.54604	-1.42818167200977	0.0305160763228732
MROH6	9.952455	4.7129	-1.07843737313143	0.0472202587401244
MRP63	23.84885	17.09395	-0.480433893039619	0.00602853072534329
MRPL1	37.7777	38.2069	0.0162983366909083	0.905503106711522
MRPL10	34.376	45.31435	0.398566308344222	0.0475136623714774
MRPL11	77.9811	70.49155	-0.145674177129063	0.291704060238243
MRPL12	372.8445	366.3105	-0.0255070044772825	0.790827861032055
MRPL13	101.8875	83.0391	-0.295114353703021	0.0852626324094472
MRPL14	129.701	112.6055	-0.203912308054612	0.224228890778515
MRPL15	42.2112	46.6998	0.145790527859229	0.368011352756573
MRPL16	75.3651	69.8845	-0.108924087055166	0.187213362300257
MRPL17	29.31	34.8826	0.251114608420837	0.0672520746618662
MRPL18	133.132	163.8335	0.299373000123926	0.120091024709628
MRPL19	24.53295	25.2269	0.0402422087860374	0.421565701604784
MRPL2	46.9339	28.03255	-0.743527360862888	0.0769955198128905
MRPL20	122.2835	92.12875	-0.408506406926397	0.181904874870162
MRPL21	128.6	136.9165	0.0904056756155769	0.456627929198849
MRPL22	10.33532	12.8513	0.314331247745953	0.135496461854175
MRPL23	105.5265	107.771	0.0303636802795739	0.597931358202438
MRPL24	58.24275	61.00565	0.0668643874698876	0.644240368712881
MRPL27	57.0985	102.54835	0.844779528049079	0.0927689659536789
MRPL28	69.32655	70.35975	0.0213423893428409	0.754804776345128
MRPL3	123.535	132.876	0.105160704423211	0.148864815126983
MRPL30	28.66665	36.61795	0.353177706000555	0.00440999868921927
MRPL32	80.0287	91.517	0.193522286171737	0.0628177845073329
MRPL33	93.4349	115.509	0.3059718308625	0.238816724167773
MRPL34	70.2083	85.10315	0.277570937176784	0.109699159786942
MRPL35	41.5718	52.6378	0.340493976843129	0.229851342559652
MRPL36	34.41195	53.14585	0.627047393756604	0.0804400281524231
MRPL37	159.097	141.3255	-0.170884830701265	0.324030399920982
MRPL38	45.73755	34.8223	-0.393367592101857	0.0779303960331153
MRPL39	54.84615	53.0667	-0.0475835159817087	0.69815249476275
MRPL4	103.06785	139.538	0.437063678358589	0.0775658687567947
MRPL40	136.7795	163.012	0.253126150537116	0.179889251928291
MRPL41	165.4735	180.3855	0.124483181534118	0.414985762557587
MRPL42	22.90095	36.75315	0.682460457349441	0.00217954023623399
MRPL43	51.62275	38.2347	-0.433124443069316	0.0631722979327116
MRPL44	26.60505	24.3458	-0.128027206673532	0.157522793434677
MRPL45	29.02115	51.61465	0.830675920720272	0.0632363050453766
MRPL45P2	0.939656	1.316915	0.486957629874041	0.158318330664335
MRPL46	50.91845	91.9307	0.852358222879182	0.0268485409228825
MRPL47	80.42515	100.6379	0.323455096338363	0.166454975352354
MRPL48	43.05255	52.0716	0.274398046092342	0.15540420147995
MRPL49	59.42665	56.3561	-0.0765382790509661	0.310452591174164
MRPL50	71.30025	78.2103	0.133451482313749	0.355157984544095
MRPL51	322.021	380.517	0.240806135018694	0.220148375348724
MRPL52	43.5013	41.4376	-0.0701180685033258	0.654551563312414
MRPL53	55.1117	53.0945	-0.0537962082691973	0.716901382363729
MRPL54	47.94125	68.88045	0.522827042274952	0.128618682181506
MRPL55	129.4035	95.7875	-0.433967332991152	0.149558418058563
MRPL9	60.18655	63.92275	0.0868883540529098	0.302739906405385
MRPS10	47.0967	35.57005	-0.404962973388211	0.0942002256321387
MRPS11	35.64725	51.8961	0.541835339359331	0.0809083438910121
MRPS12	79.2571	91.6907	0.21023523126136	0.177713550354728
MRPS14	10.87295	9.27387	-0.22950001057856	0.244117472013307
MRPS15	226.921	146.0795	-0.635436394437179	0.0701973810123212
MRPS16	66.6881	51.96435	-0.35990714045078	0.0410781681001297
MRPS17	125.7785	149.1885	0.246250996005276	0.232876108110895
MRPS18A	42.73715	36.7005	-0.21969098443688	0.0515076427474084
MRPS18B	101.211	61.57475	-0.716955325834409	0.045718581015221
MRPS18C	27.92	23.93775	-0.222011387277518	0.184680261448634
MRPS2	129.74	136.4135	0.0723630820995432	0.248941691199672
MRPS21	128.203	108.872	-0.235797056490599	0.0439058613140633
MRPS22	82.13125	79.21265	-0.0522004130381305	0.522796804435237
MRPS23	63.48355	79.57805	0.325987741379737	0.191515243794645
MRPS24	147.1565	134.466	-0.13010983794599	0.452386662117157
MRPS25	21.0262	28.7257	0.450153909680846	0.00251285396949428
MRPS26	126.789	129.6395	0.0320757764061353	0.761744751674138
MRPS27	42.88325	61.3991	0.517803260736649	0.038802658015545
MRPS28	75.66045	72.1078	-0.0693840308061826	0.723667227201841
MRPS30	21.37385	29.7773	0.478366146993546	0.00564968225462076
MRPS31	29.98255	25.05675	-0.258923787739019	0.283588627220386
MRPS31P5	1.65655	1.321635	-0.325857950916306	0.213009933062382
MRPS33	39.6523	58.3033	0.556172992367919	0.149811454784706
MRPS34	166.005	186.4455	0.167527281432537	0.283282111213567
MRPS35	55.85075	77.87795	0.479638253868702	0.05164699972138
MRPS36	18.1489	26.5991	0.5514953224023	0.0797405259769861
MRPS5	48.30775	65.80025	0.445838406488275	0.110954418442595
MRPS6	54.89385	54.82175	-0.00189614471272219	0.979997160429336
MRPS7	53.98635	50.2475	-0.103542861296876	0.293828170068582
MRPS9	37.7559	50.89575	0.430843082853739	0.104426924540778
MRRF	45.06375	62.1149	0.462972007729346	0.0305093423316103
MRS2	35.28935	26.09525	-0.435445633681043	0.0275180275396282
MRTO4	63.01675	63.80325	0.0178945623247529	0.854686704064343
MSANTD2	4.023385	4.867985	0.274914925721437	0.196474864841007
MSANTD3	35.756	40.9761	0.19659732666221	0.230039020540423
MSANTD3-TMEFF1	2.098485	3.314445	0.659419162081201	0.0689644822773451
MSANTD4	6.981385	10.62355	0.605680763803355	0.0336862005890347
MSC	1.84665	0.1806265	-3.35382898124651	0.00243169355223751
MSH2	60.1535	46.9765	-0.356709453428635	0.0543836698611285
MSH3	7.86683	10.20605	0.375570301878278	0.0174956902687417
MSH5	7.40943	3.99162	-0.892388178272742	0.0248654005850425
MSH5-SAPCD1	3.114125	1.77626	-0.809984083320541	0.0397484883680829
MSH6	62.9325	53.5674	-0.232449981564669	0.0301330089209298
MSI2	9.660725	9.107215	-0.0851215186360289	0.135630957916721
MSL1	19.28335	29.396	0.608264151129624	0.0382507685148931
MSL2	10.99535	12.38635	0.171857589580662	0.0401706385125935
MSL3	32.5049	20.6732	-0.652895495276127	0.0408374982324729
MSL3P1	12.54415	10.83335	-0.211535279128359	0.0526690582453912
MSLN	40.43465	76.6075	0.92189351765323	0.0117331847827991
MSMO1	56.8156	55.60605	-0.0310452501613611	0.796873376518285
MSMP	7.562415	12.73775	0.752191535131187	0.241660578614793
MSN	169.063	153.6475	-0.137936662667233	0.0479646696710117
MSRA	6.42969	4.25388	-0.595969845263731	0.0650823936267885
MSRB1	20.61515	12.24715	-0.751258895845601	0.0655544212931149
MSRB2	9.590235	12.03715	0.32785577721845	0.163248725718734
MSRB3	0.7145945	1.196775	0.743955228385732	0.0784955111651667
MSS51	0.6516575	0.5163235	-0.335838645330225	0.532647464177087
MST1	1.46196	1.072895	-0.446394946797714	0.00583764535500733
MST1P2	1.589045	1.21945	-0.381929374962405	0.292287072616933
MST1R	22.91165	27.23745	0.249510283806276	0.0259408651519444
MST4	31.54805	30.1997	-0.0630166162243862	0.133906999698568
MSTO1	4.70114	3.69211	-0.348565108430181	0.0796620836032422
MSX1	0.836232	1.560335	0.899880648332488	0.204019156924795
MT1E	158.4445	59.61625	-1.41020004663941	0.0144763468929474
MT1F	24.9286	25.05855	0.00750107349221998	0.944430118466816
MT1X	94.9767	158.9455	0.742886636846452	0.0208876266369644
MT2A	2283.71	1148.255	-0.991936394060708	0.0156692579913686
MTA1	35.9579	28.08825	-0.356342025446542	0.0477726769606309
MTA2	81.14235	74.76605	-0.118071770325105	0.091982558331966
MTA3	27.0938	17.66945	-0.616705617172502	0.0925034968516966
MTBP	7.26955	5.698345	-0.351323090455001	0.00305227342411147
MTCH1	72.92775	45.19815	-0.690204161020009	0.00766481673950728
MTCH2	74.2203	90.7033	0.289341207906531	0.101975018320477
MTCP1	9.184185	4.87096	-0.914945567066565	0.00108162446835426
MTDH	43.41185	42.87965	-0.0177957744648222	0.236083206181516
MTERF	7.09131	9.290215	0.389659819073248	9.27616919628849e-05
MTERFD1	47.4903	36.45575	-0.381486487603591	0.0551794770077726
MTERFD2	8.418755	7.31642	-0.202469001857104	0.295778391179204
MTERFD3	5.57887	5.30193	-0.0734553109906577	0.31219621638527
MTF1	5.0967	4.22037	-0.27219395077371	0.0839419071025336
MTF2	11.90675	8.981105	-0.406814812402771	0.0725837929175177
MTFMT	10.78743	12.05435	0.160202661659321	0.366737258049713
MTFP1	43.1612	37.48885	-0.20327340577317	0.0691718929222055
MTFR1	20.00595	16.97915	-0.236664900576705	0.140346337712163
MTFR1L	16.7458	10.80375	-0.632267138591794	0.0827060217953552
MTFR2	15.6339	22.277	0.5108772459187	0.00197337802210763
MTG1	15.44705	14.9898	-0.0433502113933865	0.67561441009428
MTHFD1	43.49465	48.8053	0.166199870280026	0.0769214652684976
MTHFD1L	38.5367	33.82565	-0.188115377548636	0.0283621680081907
MTHFD2	122.509	137.903	0.170766102933666	0.125988371638266
MTHFD2L	4.77945	5.817345	0.283516258136778	0.0263413635035538
MTHFR	1.50227	1.38849	-0.113627342061355	0.328824844346998
MTHFS	12.07865	16.9875	0.492014333675903	0.110887246806193
MTHFSD	6.641385	6.73386	0.0199495934121857	0.79629826438084
MTIF2	44.3481	39.7657	-0.157347729580782	0.0897860174878366
MTIF3	12.50385	13.54035	0.114892654594681	0.401612430490021
MTL5	5.03077	2.288165	-1.1365881441924	0.044725113887722
MTM1	10.031385	7.55408	-0.409192840263263	0.00733387023908029
MTMR1	14.04045	14.9198	0.0876390212607864	0.317934184569226
MTMR10	9.69053	13.0572	0.43019807936401	0.0168964718452714
MTMR11	4.09437	2.511185	-0.705273165264637	0.0123080254758045
MTMR12	4.493925	8.313005	0.887394031977655	0.00144899858757744
MTMR14	6.76676	7.238325	0.097190665332746	0.1391213092871
MTMR2	17.41125	17.72255	0.025566418637135	0.671151783065215
MTMR3	3.99357	4.14229	0.0527495578547125	0.346988590393631
MTMR4	11.9252	11.79415	-0.0159420143417708	0.790738588347295
MTMR6	13.20755	12.3064	-0.10195408060447	0.144993413183547
MTMR7	0.9229335	1.108505	0.264316671188716	0.124504102877727
MTMR9	2.52616	2.558205	0.0181858598876551	0.862650920720721
MTMR9LP	1.58705	0.561668	-1.49855806550978	0.0577388678550349
MTO1	16.2213	21.3118	0.393763004659429	0.00578971305964436
MTOR	26.1498	17.7613	-0.558062731932746	0.106355233727463
MTOR-AS1	2.658545	1.697385	-0.647323053129172	0.0396388822573012
MTPAP	7.895195	7.46689	-0.0804674211822789	0.261473755758366
MTPN	32.0319	40.57635	0.341129719557357	0.0348857881280897
MTR	17.4846	15.00875	-0.220280964016942	0.264302970808396
MTRF1	4.269955	3.79854	-0.168775852295267	0.20687258353142
MTRF1L	22.3677	30.6816	0.455956802966749	0.0235663118174807
MTRNR2L1	381.826	303.5485	-0.33098830068045	0.0660404709100013
MTRNR2L10	60.2921	44.51645	-0.437630431550855	0.0733309133177843
MTRNR2L2	1390.68	1153.77	-0.269434832785032	0.0296233415421458
MTRNR2L4	129.8325	100.0912	-0.375336429353894	0.0642296508959886
MTRNR2L6	29.28365	26.0682	-0.167804417840006	0.33385840593129
MTRNR2L8	807.182	625.777	-0.367245368690277	0.0939745682345913
MTRR	10.8225	19.9502	0.882369408933037	0.000727239367911747
MTSS1L	13.6314	14.61095	0.100116244453267	0.385355519307377
MTUS1	5.14101	7.882975	0.616688380853894	0.0116748657846671
MTX1	28.5507	27.8111	-0.0378653096275793	0.799922704541074
MTX2	38.58525	41.95035	0.120633394175125	0.32505530270948
MTX3	6.18399	6.943445	0.167113649293932	0.223401259244768
MUC1	10.9943	11.51095	0.0662511525150117	0.56919176177772
MUC6	0.147116	0.94804	2.68799377170608	0.169361104648249
MUL1	38.87115	34.9063	-0.155212348208215	0.0907239922589397
MUM1	14.67595	15.4342	0.0726768112219929	0.418835009508671
MUS81	15.9561	13.6805	-0.221987110875981	0.0870731116911177
MUT	9.713725	7.711145	-0.333079546973836	0.0847682298649827
MUTYH	29.75585	14.0638	-1.08118687083815	0.0413951986234565
MVB12A	18.838	20.46965	0.119840630191723	0.601326650972919
MVB12B	2.78333	1.366435	-1.02639513520953	0.00537669271532278
MVD	32.9313	23.80915	-0.46794334855612	0.111248334895804
MVK	14.56865	16.1415	0.147907455198896	0.276281462651619
MVP	26.35755	28.97285	0.136485332072868	0.317350202427119
MXD1	2.48942	5.57502	1.16316732690954	0.00607245484851575
MXD3	29.22855	33.06925	0.178112065820237	0.304931971136737
MXD4	2.35937	3.35578	0.508246455958546	0.0245405626577476
MXI1	9.421515	7.5733	-0.315036987872044	0.0444209362033854
MXRA7	22.7457	13.51655	-0.750866873015299	0.036169196623259
MXRA8	2.27331	1.908835	-0.2521020293886	0.275598716642248
MYB	5.39268	6.77674	0.329588994010012	0.0350899708308711
MYBBP1A	67.866	56.48015	-0.264945063529103	0.058545596601897
MYBL1	3.977065	4.464065	0.166653892672142	0.0579414939802727
MYBL2	104.794	83.90785	-0.320678424021427	0.0740880486646259
MYC	102.6915	155.085	0.594742382419271	0.00532919031610204
MYCBP	23.85695	16.4183	-0.53910485909764	0.056646486149115
MYCBP2	5.699675	5.969795	0.0668017328556232	0.778316504480601
MYCBP2-AS1	1.649015	2.340045	0.504931751598606	0.0729520441182203
MYCL1	0.246174	0.7978785	1.69649067358825	0.0558484727806374
MYD88	17.55535	28.7995	0.714133005228081	0.00497713704129658
MYEF2	2.98514	8.519435	1.51295916160819	0.00545840927333673
MYEOV2	79.39495	84.2331	0.0853400159198964	0.377501345262899
MYH10	20.14545	13.2189	-0.607851902972036	0.0730132928045405
MYH14	4.58988	10.073735	1.13407034428405	0.00952429179257853
MYH15	2.68971	1.0350645	-1.37772996021294	0.0020777736627174
MYH16	1.44788	0.9192	-0.655491334007517	0.265738973164665
MYH3	1.45463	1.45098	-0.00362460183514204	0.959627671034718
MYH9	83.25305	98.38725	0.240968242172079	0.148521472467167
MYL12A	216.3625	271.5425	0.32772754401227	0.0639144905254521
MYL12B	406.8345	455.9355	0.16438771807644	0.167140555508717
MYL5	15.00295	8.31574	-0.851329646151175	0.0674765573716576
MYL6	456.6285	486.325	0.0908998498904356	0.458179645401102
MYL6B	45.5504	32.8222	-0.472791780309397	0.111466634860486
MYL9	1.888025	1.020253	-0.887950915285604	0.168079632936784
MYLIP	8.487465	5.24959	-0.69312896932079	0.0420609860274233
MYLK	0.5037695	1.0469855	1.05540577818106	0.028685494755293
MYLK-AS1	2.560505	1.354325	-0.918854389507808	0.213023619353575
MYNN	5.47222	6.677995	0.287288781067719	0.0228407999975316
MYO10	4.77482	9.301405	0.962002307491966	0.0915823973353447
MYO18A	22.9524	19.5742	-0.22969167022604	0.126970325861001
MYO19	27.9423	35.8995	0.361512973221496	0.0054861323785575
MYO1B	20.1681	14.20415	-0.505762675842362	0.0120407465753159
MYO1C	80.7028	54.39905	-0.569037271835531	0.00765750051366615
MYO1D	6.893675	12.3642	0.842823706101204	0.0934155099942626
MYO1E	9.552265	11.4386	0.259995722046286	0.195266435352532
MYO5A	2.30561	4.342035	0.913222857220928	0.116695180369782
MYO5B	14.84325	19.2054	0.371705000408675	0.136327543447036
MYO5C	4.61851	7.00794	0.601562931213865	0.0843290954879788
MYO6	11.46315	11.6047	0.0177056852904922	0.712776046310801
MYO7B	3.507	1.777595	-0.980310766742391	0.059889715769816
MYO9A	1.851245	2.60912	0.495067459893843	0.206621965184594
MYO9B	10.84015	9.20362	-0.236111396281427	0.175938789866799
MYOF	31.41905	27.89575	-0.171594219398902	0.299657216509785
MYPN	1.35191	0.573234	-1.23780302378465	0.00172342144228392
MYPOP	4.480485	3.531055	-0.343555615640809	0.245476410235742
MYSM1	6.476195	4.531625	-0.51511794570978	0.0212005488126948
MYZAP	3.09872	6.554415	1.08079462254954	0.0128510364014427
MZF1	2.392265	2.9233	0.28922068048408	0.112380425117113
MZT1	21.6602	18.71775	-0.21063954051509	0.279643802972099
MZT2A	48.4978	50.6117	0.0615516299685248	0.733728995131658
MZT2B	71.5369	64.1047	-0.158257465940177	0.318638070255381
N4BP1	5.55046	6.78027	0.288735383443287	0.0876913434698342
N4BP2	1.645715	1.48064	-0.152493606651086	0.302141974157531
N4BP2L2	15.46815	14.1692	-0.126542354630077	0.036339843919022
N6AMT1	5.87832	7.84312	0.41602377628885	0.115470621523811
N6AMT2	10.35212	9.69775	-0.0942042781760422	0.306344074614278
NAA10	164.497	138.5745	-0.247399471023747	0.182751764806034
NAA15	38.6166	41.52435	0.104736437445751	0.125420374163441
NAA16	5.06548	6.193995	0.290171234526501	0.0126296823914607
NAA20	116.119	155.984	0.425793999926629	0.0699252967893238
NAA25	18.17965	23.8091	0.389188662188026	0.0651617907691314
NAA30	13.54825	14.66715	0.114482051986509	0.225005581247466
NAA35	30.6874	31.1544	0.0217895142542903	0.747340133818119
NAA38	3.39258	3.913805	0.206189041386582	0.192264404093498
NAA40	20.0415	16.4184	-0.28767694967911	0.0335109123765983
NAA50	89.28695	91.52865	0.0357740724272037	0.516501608058287
NAA60	16.71755	18.4008	0.138405058553093	0.272207425339577
NAAA	11.5612	9.243555	-0.322771437928377	0.0277846919790181
NAB1	11.30795	15.5753	0.46192254247276	0.00924339953806146
NAB2	16.16285	13.58765	-0.25038564947236	0.120299006482453
NABP1	5.337195	7.298295	0.451477743749969	0.140835985507293
NABP2	36.4297	50.33685	0.466499823283214	0.0829430578163335
NACA	540.353	721.8495	0.417795883532459	0.186398532075302
NACC1	43.57625	57.2955	0.394879784718019	0.0567039410991319
NACC2	5.651145	5.16232	-0.130523633623662	0.30698003256974
NADK	22.1869	17.8438	-0.314285222204249	0.046989970074545
NADKD1	6.23316	10.118905	0.699017528591117	0.0793377264910887
NADSYN1	19.0426	21.7675	0.192945251469191	0.075342487555742
NAE1	138.665	104.7895	-0.404109522650102	0.00951255454037639
NAF1	22.8385	21.9389	-0.0579767077597628	0.320022944981005
NAGA	4.525445	6.332635	0.484746264323777	0.018228401243483
NAGK	11.782	13.84145	0.232410626352331	0.060108134995759
NAGLU	6.139505	7.856885	0.355835101631514	0.0401092581623317
NAGPA	5.117445	6.384985	0.319259538770141	0.13915896788272
NAIF1	4.242655	3.50302	-0.276368142729769	0.0807804460044271
NAIP	0.6519065	0.5803275	-0.167797764518238	0.198482615435305
NAMPT	33.0915	62.8985	0.926564923346636	0.00529737484141741
NANOS1	2.70993	2.1603	-0.327023913125912	0.113193384839214
NANP	6.1341	5.481535	-0.162271736889244	0.259261011746918
NANS	58.98075	80.1242	0.441993879370419	0.162730280187343
NAP1L1	83.37025	115.1925	0.466442221716847	0.0112725979926628
NAP1L3	0.485224	0.02845255	-4.0920210484108	0.0417273848330552
NAP1L4	74.89445	96.2349	0.361701375690095	0.000920047875620575
NAP1L5	3.63804	3.62082	-0.00684494678433825	0.950797508039059
NAPA	34.63265	44.78805	0.370981071909919	0.0492583791361201
NAPA-AS1	3.64906	1.48721	-1.29491649667741	0.0247139066362408
NAPB	4.94228	4.371955	-0.176898195845025	0.182329350223399
