SUM149_DMSO_12H_R	SUM149_JQ1_12H_R	SUM149R_DMSO_12H_R	SUM149R_JQ1_12H_R
KDM4D	1.513305	0.7359725	0.594674	0.4774845
KDM5A	12.09725	16.29525	13.65455	16.0868
KDM5B	12.11085	23.21755	8.012995	8.830635
KDM5B-AS1	3.77186	11.6406	1.0388095	1.321645
KDM5C	31.9043	34.37295	28.363	29.6999
KDM6A	7.026885	8.112325	5.26418	5.436865
KDM6B	7.30551	9.67274	8.289745	6.562355
KDM8	1.721355	2.143435	1.819355	2.321105
KDSR	24.6477	19.30445	39.613	28.2102
KEAP1	26.84125	12.0682	46.45555	30.8471
KHDC1	6.013395	5.717385	4.51145	5.78708
KHDC1L	2.77218	3.08463	1.449	0.9906155
KHDRBS1	77.58245	66.8189	62.24195	62.91485
KHDRBS3	1.88529	6.058905	6.2739	11.85225
KHK	9.079095	6.791655	12.4926	15.891
KHNYN	12.6867	20.821	12.45995	17.34575
KHSRP	78.95135	65.43785	93.3582	90.24305
KIAA0020	51.96285	32.45185	59.3554	37.12575
KIAA0040	3.295525	2.78058	2.95913	2.11533
KIAA0100	53.87155	52.86525	64.19915	67.974
KIAA0101	43.98625	28.6979	69.1066	62.7433
KIAA0141	9.711395	14.8294	8.92057	13.0894
KIAA0146	18.5945	16.17715	18.2414	19.3892
KIAA0195	9.774745	3.062785	4.340785	2.03776
KIAA0196	19.13885	15.196	20.9099	17.4923
KIAA0226	5.36609	8.69872	5.130355	7.00733
KIAA0232	5.25742	6.034535	3.959575	4.381065
KIAA0247	2.69812	4.81676	2.63122	4.53825
KIAA0317	14.397	16.1955	12.86325	14.90415
KIAA0319	0.640784	0.6860915	1.14686	0.706191
KIAA0319L	12.14975	24.32765	8.370705	14.21295
KIAA0355	5.237215	5.452985	5.066225	6.13598
KIAA0368	36.494	21.5273	37.05695	22.91185
KIAA0391	20.0687	9.74462	18.06565	11.2451
KIAA0430	4.816595	8.18782	5.002555	7.36325
KIAA0513	0.2970635	1.61289	0.275686	0.985068
KIAA0556	3.374255	6.86821	3.95037	6.4113
KIAA0586	8.91308	9.54851	8.763875	9.487895
KIAA0753	11.9085	6.28271	11.9865	7.81741
KIAA0754	2.87563	2.578555	1.899015	2.75412
KIAA0895	3.05478	1.74116	3.753345	3.04486
KIAA0895L	11.03725	9.85048	8.95171	7.762955
KIAA0907	14.51595	15.98665	16.06855	15.5932
KIAA0922	4.738425	7.172	3.62163	5.423825
KIAA0930	13.5469	10.7272	12.77675	15.11935
KIAA0947	4.683545	5.378235	9.805275	10.230225
KIAA1009	2.04852	1.752615	2.115005	1.86608
KIAA1033	11.4478	19.7884	14.69015	25.159
KIAA1107	1.38711	1.081785	0.6311275	0.5356385
KIAA1109	3.07932	4.1787	2.87764	2.849215
KIAA1143	9.8254	5.858155	11.1079	10.15165
KIAA1147	3.92923	1.76574	6.00915	3.02503
KIAA1161	1.882435	2.9391	2.13029	3.09906
KIAA1191	32.2161	50.30725	31.29945	41.9141
KIAA1199	2.62362	1.40274	0.631165	0.606372
KIAA1217	1.400815	4.295	1.304835	1.716165
KIAA1244	2.39018	3.062625	3.696785	4.613175
KIAA1257	0.64311	0.4671715	1.305045	1.03801
KIAA1279	19.28385	19.00085	16.00765	18.8322
KIAA1328	1.21947	1.215665	1.778085	2.272515
KIAA1407	1.177565	0.54441	0.5994955	0.3810085
KIAA1429	24.30215	17.2938	20.77425	18.41445
KIAA1430	43.75085	13.93345	49.07915	28.0807
KIAA1432	17.069	33.2778	13.49515	22.99705
KIAA1467	4.50223	2.866435	4.88492	4.0259
KIAA1468	10.34945	17.6804	10.6891	14.5024
KIAA1522	33.2956	33.77885	15.415	13.25945
KIAA1524	28.63595	20.4588	20.89635	22.3527
KIAA1549	2.584515	1.983875	3.018265	2.64082
KIAA1551	4.73309	4.83495	6.01973	6.041655
KIAA1586	5.317195	5.609615	4.208535	5.0131
KIAA1598	7.507825	8.78637	6.074735	7.35631
KIAA1609	6.757555	5.478785	7.777975	6.43756
KIAA1656	0.866624	0.9835235	0.544936	0.6783425
KIAA1671	5.254025	4.883515	7.080995	6.67558
KIAA1704	15.69935	15.04855	14.55915	14.4929
KIAA1715	6.56192	9.21295	6.120065	9.34259
KIAA1731	5.365865	4.092595	4.543735	4.93031
KIAA1737	7.049505	4.03413	5.103155	3.77464
KIAA1804	22.35825	15.5934	21.9821	17.1534
KIAA1841	4.240065	2.616755	3.38823	3.159955
KIAA1919	2.77996	5.17819	3.429615	5.52529
KIAA1958	2.581895	3.83991	4.09044	5.925015
KIAA1967	54.143	64.13425	45.4342	52.98065
KIAA1984	0.832625	1.741655	0.784103	1.275105
KIAA1984-AS1	1.73055	2.581465	1.73406	3.030535
KIAA2013	55.68345	60.27415	35.0256	35.99235
KIAA2018	2.23505	2.123915	1.70542	1.261585
KIAA2026	6.063405	6.770205	6.383895	6.12917
KIDINS220	9.579785	22.69215	10.51924	22.98055
KIF11	27.68295	27.5427	16.96995	23.2438
KIF13A	9.158835	7.0106	6.13525	6.089345
KIF13B	3.75454	4.962745	2.603305	3.05933
KIF14	12.5427	15.2286	9.48217	13.93915
KIF15	6.98638	8.15373	6.931265	10.3327
KIF16B	3.95859	3.727455	3.190345	3.005865
KIF18A	9.88995	12.7902	9.98895	13.7602
KIF18B	30.3231	21.20755	24.42815	27.25005
KIF1B	14.7916	22.31495	10.34599	13.63695
KIF1C	37.31125	21.55325	43.4602	33.3209
KIF20A	49.9547	59.1561	43.45185	58.41765
KIF20B	15.2148	14.44745	12.14605	15.1121
KIF21A	13.61185	16.6713	15.2077	16.86515
KIF22	75.91975	47.9475	79.38495	74.66705
KIF23	37.1512	35.57055	48.6165	57.92765
KIF24	1.373975	0.7746475	2.196025	2.22982
KIF26A	1.591265	0.7490645	1.02566	0.5237815
KIF27	2.298655	2.87295	2.61054	3.621065
KIF2A	15.4418	8.64732	13.3294	10.00806
KIF2C	67.96375	68.6959	35.3929	48.23
KIF3A	5.523965	8.204525	6.123715	9.69458
KIF3B	11.67585	16.7962	15.8911	20.27295
KIF3C	2.77462	2.44053	2.09124	2.220805
KIF4A	25.7614	32.01685	22.11855	32.56705
KIF5B	45.7865	55.7584	44.9326	54.46425
KIF5C	0.6386355	1.700895	1.206795	2.514705
KIF7	1.84668	1.806945	1.107985	1.602125
KIF9	1.33621	1.33044	1.72742	1.72176
KIFAP3	10.74865	11.75375	10.390665	8.60939
KIFC1	43.114	41.48215	23.72225	28.4141
KIFC2	9.87366	14.2584	5.238495	8.636295
KIFC3	20.46335	9.068005	43.60665	29.88945
KIN	3.343415	3.861755	4.488035	4.13591
KIRREL	11.39465	3.19974	10.071345	6.141735
KITLG	1.92197	3.441255	4.17778	7.35958
KLC1	36.9173	59.1496	38.9906	56.18355
KLC2	44.63585	38.54825	33.06865	33.02065
KLC3	2.19445	3.376175	2.377765	3.76341
KLC4	7.239935	9.90524	2.72082	2.79147
KLF10	21.08415	27.58115	23.53895	27.1019
KLF11	2.794565	0.674965	1.62479	0.654603
KLF12	2.05153	2.209185	1.77825	1.669385
KLF13	11.8292	7.68383	27.40785	23.76035
KLF16	16.08125	11.26955	16.22775	14.59115
KLF2	0.4054535	1.454615	0.5352185	1.447405
KLF3	5.485825	6.50415	7.305675	6.42009
KLF4	4.221575	7.72667	7.16587	8.85593
KLF5	13.2203	18.046	24.78315	23.6497
KLF6	10.22128	22.2678	21.1419	22.85855
KLF7	4.41787	5.38311	5.3793	5.847555
KLF9	5.30068	3.16044	6.077955	4.158245
KLHDC10	9.099285	8.253255	9.89698	11.01845
KLHDC2	24.9086	35.62085	25.6434	31.6558
KLHDC3	44.2088	35.1391	21.89885	19.5976
KLHDC4	24.1081	19.2101	16.17845	14.3351
KLHDC7B	3.822695	0.3955145	13.22865	6.611725
KLHDC9	1.1165535	0.501121	0.5630425	0.226097
KLHL11	3.974975	4.496405	4.742145	4.588945
KLHL12	14.0043	32.7379	14.14665	24.4233
KLHL15	5.6416	8.61357	4.828035	7.038225
KLHL17	11.50425	5.01213	4.46713	3.126135
KLHL18	10.1773	11.0438	12.18285	11.6681
KLHL2	15.35115	16.23135	16.6253	18.1178
KLHL20	4.348155	7.610625	4.333705	7.789715
KLHL21	13.216	22.01545	14.33755	16.85835
KLHL22	3.5787	4.45258	2.212455	3.45544
KLHL23	7.735795	0.630091	10.55015	4.04542
KLHL24	2.050775	3.5535	2.928365	4.098615
KLHL25	3.17417	3.57892	5.025525	6.442425
KLHL26	3.102905	2.662485	2.5529	3.415355
KLHL28	1.97318	4.210385	2.094295	3.32192
KLHL29	2.15981	4.203845	2.636295	5.27218
KLHL35	3.1325	0.583452	1.234295	0.364037
KLHL36	8.22537	7.376395	7.98738	6.920335
KLHL42	6.838275	4.2721	9.84936	7.211925
KLHL5	12.745	6.79513	11.75185	8.984625
KLHL7	14.3062	22.45685	16.6462	25.6391
KLHL7-AS1	1.051135	1.59295	0.8352935	1.584445
KLHL8	7.21837	7.37386	6.966505	8.17168
KLHL9	15.5504	12.68365	15.49445	13.17625
KLK14	1.1940875	0.958434	1.5244	1.023655
KLLN	0.62996	1.119275	0.437267	0.697139
KLRAP1	1.384755	0.625445	1.726195	1.177045
KLRD1	0.9903465	1.246995	0.7976785	0.630003
KLRG1	1.0212855	0.751215	0.9521205	0.753792
KLRG2	2.46947	0.7767345	3.004055	1.952315
KNSTRN	101.661	78.08095	141.3545	129.4075
KNTC1	14.52815	6.01127	15.08065	11.16375
KPNA1	18.9735	30.7916	20.2569	28.6081
KPNA2	148	204.884	188.449	272.7385
KPNA3	27.97405	19.13095	24.7856	21.929
KPNA4	18.43805	30.84395	21.1178	27.36235
KPNA5	3.750575	3.08031	4.190275	3.32319
KPNA6	23.63935	23.68645	17.2328	18.0019
KPNB1	165.625	125.241	209.4595	166.528
KPTN	5.929695	8.36015	8.843025	11.435
KRAS	22.23585	17.72095	25.3017	20.86
KRBA1	3.627175	1.21636	2.558065	1.566895
KRBA2	2.956865	3.926485	1.42791	1.86111
KRBOX4	5.57184	5.755985	4.44108	3.610165
KRCC1	16.83635	29.1632	13.5011	20.2832
KREMEN1	1.525625	1.707385	0.7227265	0.983984
KREMEN2	10.77875	4.692765	6.87374	3.82918
KRI1	14.6023	14.908	21.1303	20.3682
KRIT1	7.97891	6.797525	10.8426	9.60138
KRR1	28.6352	18.8248	42.13805	32.8305
KRT10	7.641185	6.04466	13.15405	11.88305
KRT14	1.320045	0.7180395	15.0976	9.9147
KRT15	3.29616	3.05707	11.02845	2.72718
KRT16	9.33797	12.2691	118.726	69.88375
KRT17	52.906	55.9943	161.5915	175.1445
KRT18	609.264	847.993	825.785	1000.746
KRT19	391.3285	477.8645	498.824	423.2935
KRT34	0.694045	0.0712684	1.32536	0.34306
KRT5	78.86205	176.8835	525.88	719.249
KRT6A	121.52	153.3205	516.279	578.831
KRT6B	53.1822	66.25475	136.272	145.673
KRT6C	0.825971	1.036235	3.52184	4.25517
KRT7	1060.195	1177.265	1282.665	1690.47
KRT8	745.2325	1330.145	986.552	1250.625
KRT80	25.48885	13.511	54.8777	33.0633
KRT81	1991.23	2042.07	1883.23	1802.99
KRT85	9.663265	8.588575	8.73729	4.132067
KRT86	3.56471	3.554175	3.52433	4.005215
KRT9	1.083025	0.234504	5.186905	1.675415
KRTCAP2	125.536	106.2205	91.0375	80.1608
KRTCAP3	41.4241	19.28455	33.558	20.46835
KSR1	1.57446	1.54365	1.49925	1.87532
KTI12	16.14555	14.7126	13.95655	12.1504
KTN1	99.65665	97.48815	103.8155	105.009
KTN1-AS1	2.421915	1.455595	2.10336	2.007325
KXD1	40.4903	36.06125	45.84495	43.1421
KYNU	157.4285	52.018	162.6795	82.9938
L1CAM	113.434	88.91495	58.4527	61.98245
L2HGDH	8.85267	11.2024	8.89357	13.414
L3HYPDH	14.9011	15.7489	17.101	16.3223
L3MBTL1	0.4511135	0.9803695	0.4666355	0.5373335
L3MBTL2	13.13085	5.88594	14.6235	8.000095
L3MBTL3	8.42044	0.810338	6.83914	1.878705
LACC1	1.913335	2.339275	2.281585	2.430785
LACE1	3.477985	1.07893	3.79005	1.690955
LACTB	5.259585	7.80142	6.077445	7.98902
LACTB2	28.0079	22.16545	18.88965	17.3305
LAD1	62.5423	12.1675	45.7502	14.4548
LAG3	0.326465	1.82588	0.422696	1.553545
LAGE3	15.7123	18.1622	8.94843	12.3553
LAMA1	0.393698	0.1554845	1.52261	0.6112915
LAMA3	122.376	307.227	221.953	364.723
LAMA4	8.40515	3.776145	8.56691	6.56082
LAMA5	21.749	26.15015	14.849	19.935
LAMB1	25.69385	11.31895	20.7286	12.38005
LAMB2	20.8416	24.22405	19.7848	21.0963
LAMB3	186.1645	555.632	343.357	556.1675
LAMC1	28.93265	29.66565	26.42595	27.89735
LAMC2	97.40735	79.8642	135.3	114.1725
LAMP1	88.90555	98.3404	92.1043	100.1833
LAMP2	17.5005	21.3895	21.8808	26.3734
LAMP3	0.4793475	1.11638	1.006392	2.16275
LAMTOR1	81.7106	73.903	91.91195	77.85365
LAMTOR2	41.51935	43.3711	29.83875	32.7916
LAMTOR3	5.630005	7.233815	7.530465	7.448265
LAMTOR4	50.8633	37.58655	53.39435	42.4318
LAMTOR5	112.439	109.968	99.83895	92.50625
LANCL1	17.68895	16.63835	15.09625	17.27005
LANCL2	12.3848	10.1528	15.48885	13.9612
LAP3	36.82095	41.32685	41.3859	52.19345
LAPTM4A	59.54625	73.15635	96.3568	105.408
LAPTM4B	120.9365	91.0522	114.714	95.5289
LARGE	0.4848295	0.906072	0.9798515	1.59894
LARP1	56.8574	34.02245	70.78255	53.9504
LARP1B	10.59515	11.67115	10.91775	13.03505
LARP4	18.33885	15.2894	25.0551	21.6952
LARP4B	12.85675	11.48765	17.5015	17.8318
LARP6	33.96805	35.91175	33.29815	34.72945
LARP7	25.74575	19.1731	32.47585	27.04145
LARS	37.30115	22.1805	50.7625	32.4644
LARS2	13.9306	5.31545	18.5033	12.3575
LAS1L	51.04185	33.97125	54.7098	47.3711
LASP1	81.95885	93.00625	82.256	92.83505
LAT	1.67989	1.518175	1.751405	2.14335
LATS1	8.6119	8.709015	9.07669	9.86269
LATS2	3.95698	4.52679	5.246675	5.04924
LBH	1.116395	0.6527425	2.00686	1.88582
LBR	105.967	85.57135	74.09475	76.65785
LBX2	2.36985	1.050025	1.38194	0.928043
LBX2-AS1	4.46566	3.124545	2.886555	2.566425
LCA5	0.971085	1.68028	0.6025945	1.27726
LCA5L	0.455639	1.25274	0.2205665	0.8379105
LCAT	2.335	2.8309	1.45947	2.300895
LCLAT1	5.10214	2.747205	6.558665	5.482385
LCMT1	29.7897	30.88655	35.69565	37.098
LCMT2	9.894885	13.91375	12.57605	18.98365
LCN2	171.8455	167.6585	514.855	577.721
LCOR	2.421305	4.106395	1.40697	1.76653
LCORL	7.16126	6.493125	6.18836	6.74475
LCP1	1.81821	1.216515	3.81963	2.01261
LCTL	4.587485	2.456925	8.12679	7.52126
LDB1	22.2171	18.10125	13.09075	11.55375
LDHA	372.542	560.8235	348.031	466.5525
LDHB	1511.39	1217.685	1709.855	1446.765
LDLR	20.67645	32.99835	33.88425	31.153
LDLRAD3	18.3761	15.3057	25.04525	25.1651
LDLRAP1	41.9413	55.014	17.05605	23.5257
LDOC1	56.8083	52.7594	37.5133	39.355
LDOC1L	9.48826	3.18416	11.1773	5.43587
LEAP2	1.60432	1.263655	3.865065	4.02127
LEF1	2.616595	0.337169	2.55867	1.036726
LEF1-AS1	1.22403	0.1343805	0.683166	0.3870075
LEKR1	0.847984	1.0774055	0.3571015	0.5685525
LEMD1	0.8924275	1.38438	0.1513395	0.2911945
LEMD2	35.04195	32.06775	20.73245	19.6879
LEMD3	10.075705	9.573195	12.03865	12.3816
LENG1	6.330765	14.7383	6.45374	14.08535
LENG8	23.0839	38.7156	14.91915	19.72755
LENG9	3.349085	3.100165	2.50302	1.90182
LEO1	20.75825	19.24975	32.0458	28.95705
LEPR	7.05229	11.85385	3.182515	5.6794
LEPRE1	17.81395	30.35155	6.508895	11.0849
LEPREL1	6.12982	7.033685	17.27795	13.0095
LEPREL4	21.8446	14.9287	28.6258	21.36275
LEPROT	14.31065	13.3734	12.95165	11.8136
LEPROTL1	21.14115	13.4936	21.31615	18.27715
LETM1	38.5029	32.1863	25.18245	26.19755
LETM2	3.366515	0.8571875	4.35834	0.958528
LETMD1	21.4676	15.15085	23.0442	17.96775
LFNG	2.42789	4.439315	1.51137	2.01343
LGALS1	584.348	977.2305	388.2245	587.6905
LGALS3	146.8885	194.7805	181.3315	207.2055
LGALS3BP	8.082045	5.01501	1.874015	1.757235
LGALS8	21.46615	27.96755	16.2822	18.1346
LGALSL	4.966495	1.61732	4.9746	1.91215
LGMN	16.09155	47.79345	17.06075	36.5027
LGR4	7.626885	12.01195	10.6766	12.4217
LHFP	2.50187	1.73268	1.627335	2.24415
LHFPL2	6.208735	3.88813	9.195955	5.992735
LHPP	1.738315	2.904235	1.0564535	1.474465
LHX1	1.966105	1.287795	2.375185	1.705985
LHX4	2.13058	1.156125	1.83899	1.065395
LIAS	11.98955	8.27449	9.346045	8.44511
LIF	5.16915	0.7430585	7.79876	0.645593
LIG1	24.66325	20.1653	22.95915	23.5863
LIG3	12.6349	5.40877	18.083	11.7562
LIG4	6.250665	6.43996	5.755025	5.3834
LIMA1	9.030615	17.6281	17.69545	25.1181
LIMCH1	5.57006	1.600585	8.601415	5.301305
LIMD1	5.846505	4.708145	5.976845	4.48368
LIMD1-AS1	8.106985	6.1966	8.343715	5.698375
LIMD2	1.242535	0.8766165	0.694302	0.97161
LIME1	12.1787	14.11675	13.4033	14.8032
LIMK1	19.17405	13.44085	16.87585	12.64295
LIMK2	7.782085	5.736895	8.253085	6.59658
LIMS1	8.49714	6.497065	11.63915	8.79663
LIN37	6.30226	9.683355	6.71535	8.399275
LIN52	3.94205	3.630425	4.32566	4.267695
LIN54	4.311415	3.41963	3.67493	3.7978
LIN7B	2.99281	2.27532	1.406225	2.36929
LIN7C	6.48421	11.3309	9.1545	12.37285
LIN9	19.4224	6.068655	17.34575	9.049975
LINC-ROR	3.57684	13.30015	2.906595	12.28525
LINC00052	5.62115	46.7767	1.400095	7.28437
LINC00085	2.31752	1.949355	0.969014	0.5613285
LINC00094	5.90964	5.861985	4.48728	4.484295
LINC00114	0.973101	0.734843	1.256665	1.049485
LINC00115	2.513435	2.153035	1.6622	1.5685
LINC00116	4.87793	4.51886	5.47788	6.208855
LINC00152	16.3976	9.951485	25.0681	12.6584
LINC00174	4.768665	3.27293	2.48252	1.5539
LINC00202-1	0.224784	0.950112	0.489583	1.19046
LINC00235	3.070815	3.515625	1.68475	2.61716
LINC00239	2.54765	3.43601	1.57945	0.883786
LINC00240	0.9983755	1.02592	0.638637	0.954676
LINC00263	9.75199	8.3687	6.00357	5.03538
LINC00265	2.04132	1.69407	1.31534	1.048302
LINC00266-1	1.225671	0.8552525	0.412985	0.436383
LINC00273	1.37849	4.232815	2.033275	4.602785
LINC00294	4.339265	3.743115	6.22206	5.42661
LINC00310	0.304638	0.8174355	0.404068	0.5147665
LINC00311	0.8158025	1.000274	0.655126	0.6000565
LINC00313	4.033175	0.966902	3.8048	1.199955
LINC00319	1.388045	0.483812	1.11128	0.586586
LINC00338	4.136895	2.364915	3.568015	2.05252
LINC00339	21.3862	20.49495	13.93785	15.89415
LINC00439	0.22271605	1.264815	0.4108805	0.5848185
LINC00460	45.5589	13.071	54.5339	15.96595
LINC00467	26.95645	26.72715	11.75545	15.564
LINC00471	2.53305	1.428755	0.9246645	1.0091615
LINC00472	1.545505	2.93218	2.7144	3.017185
LINC00473	34.86035	14.16355	14.3311	9.01784
LINC00476	6.5531	9.798785	4.31448	5.864525
LINC00493	122.7185	81.79625	117.5985	90.78195
LINC00514	2.665945	1.46836	1.052646	0.77422
LINC00525	1.147815	0.3271545	0.8783365	0.1363125
LINC00526	1.1880305	2.21937	1.817775	2.58792
LINC00547	0.557672	1.0193265	0.616196	0.494841
LINC00565	1.735105	0.279026	3.04098	0.859149
LINC00568	1.32443	2.153555	0.6403625	1.2143905
LINC00578	0.395578	0.9577505	0.4231815	0.7064535
LINC00601	2.696365	1.274905	1.9692	0.9434515
LINC00602	9.37709	3.384975	3.70458	2.836885
LINC00630	1.24719	0.89572	1.20797	1.26377
LINC00634	0.909876	0.8925715	0.5077585	0.5863955
LINC00638	1.48549	2.10415	2.46842	2.427455
LINC00641	4.28281	3.724275	4.64583	4.1042
LINC00649	0.531011	1.0631295	0.3999955	0.4200075
LINC00652	1.067986	1.510155	0.9393915	0.8420775
LINC00657	47.68295	76.02035	53.4655	74.0804
LINC00659	2.196915	3.510585	2.73438	3.15904
LINC00662	3.74314	5.388415	3.97266	4.67626
LINC00663	0.932244	1.30603	0.91808	1.070575
LINC00665	27.09415	18.6282	4.76825	2.858385
LINC00667	3.772345	3.534755	4.524435	4.430515
LINC00669	1.943865	1.16639	2.123105	1.83873
LINC00670	1.011745	1.0110965	0.858461	0.854476
LINC00673	11.0528	8.033485	8.41887	4.18345
LINC00674	3.030315	2.650035	2.74062	2.47566
LINC00689	3.691075	0.606797	2.89607	2.18057
LINC00704	4.019265	0.364312	2.135745	0.2131185
LINC00707	6.19995	3.11145	7.8819	4.436305
LINC00842	1.243505	0.1926275	1.0871665	0.2831635
LINC00847	6.234245	4.83944	5.218915	4.113595
LINC00857	1.074865	0.91057	1.97337	1.98944
LINS	5.57378	7.41829	6.380325	7.145735
LIPA	27.6181	32.83835	21.86175	27.73215
LIPG	8.047165	15.70255	12.36895	14.61745
LIPH	1.0756965	1.018225	0.495819	0.3136025
LIPT1	2.6531	3.679965	2.64967	3.13426
LIPT2	7.58865	13.0503	5.92304	9.25614
LITAF	30.05525	25.02725	24.82745	23.20175
LIX1L	4.35613	7.2797	2.54936	4.7783
LLGL1	16.6862	14.70445	12.323	13.2402
LLGL2	24.91505	37.98935	18.49205	29.27
LLPH	36.74845	42.3597	50.1247	55.23595
LMAN1	75.1958	52.7522	87.32535	77.2652
LMAN2	60.03915	65.49385	61.49535	69.3048
LMAN2L	10.19615	6.94511	17.5322	13.34675
LMBR1	10.5191	11.45845	14.8089	16.69065
LMBR1L	2.467425	4.422595	2.065875	3.96746
LMBRD1	14.4371	10.7396	12.2845	9.723595
LMBRD2	1.20068	1.77664	2.0378	3.64325
LMF2	32.72915	32.02155	28.23165	33.50245
LMLN	3.5828	4.780285	2.481755	3.32126
LMNA	162.6065	286.7505	140.463	178.9895
LMNB1	77.45685	30.4191	71.30195	45.1768
LMNB2	102.12255	63.01765	121.745	109.8955
LMO4	7.244015	12.1756	7.901825	10.75545
LMO7	11.0747	4.52802	8.44352	4.707145
LMTK2	4.86526	6.82195	7.5183	10.7815
LMTK3	1.739395	2.808765	1.28432	1.335485
LMX1B	0.9887955	1.414205	0.5826935	0.834395
LNP1	4.02532	3.311845	2.88317	2.46399
LNX2	4.071625	5.574075	4.650205	6.358945
LOC100009676	4.607205	7.365275	3.50187	4.510225
LOC100127888	9.47774	7.773925	10.10057	11.76985
LOC100128076	0.1734042	0.802323	0.02658895	0.0914905
LOC100128252	5.85408	6.24037	0.795841	1.257295
LOC100128288	1.344215	2.51773	0.956523	1.475895
LOC100128338	14.44035	4.941365	13.11555	3.624495
LOC100128361	2.05033	1.72224	1.46119	1.70326
LOC100128398	1.31833	1.108855	0.8435885	0.6044415
LOC100128531	1.774055	2.067725	1.66967	1.4197
LOC100128573	0.765392	1.93813	1.05016	0.696511
LOC100128675	0.6876745	1.0197115	0.6034645	0.694977
LOC100128770	1.16207	2.190475	0.9111785	1.041365
LOC100128822	2.584225	4.02776	2.179265	3.179365
LOC100128881	22.1342	9.966765	15.2529	9.842265
LOC100129034	16.1014	12.07915	18.6789	14.9621
LOC100129046	2.99688	2.00928	2.68302	2.57973
LOC100129148	24.28255	19.11695	30.6915	25.6889
LOC100129250	2.92804	3.21179	3.601745	3.41198
LOC100129269	4.287755	6.36456	3.997165	3.989955
LOC100129361	7.5172	7.19821	8.027015	7.99331
LOC100129480	1.27235	1.723655	1.167497	1.182845
LOC100129518	1.093015	1.07038	0.6061875	0.468031
LOC100129794	1.91582	2.103725	1.181495	1.50462
LOC100129917	5.696745	9.971375	2.682185	3.87735
LOC100129931	15.7388	11.84385	20.6805	15.6762
LOC100129961	0.7712915	2.161565	0.8639205	1.844395
LOC100130015	5.389095	6.23216	5.94453	4.33046
LOC100130093	3.595755	2.96524	1.717415	1.302095
LOC100130275	2.402985	5.02332	1.121146	1.393505
LOC100130451	2.067925	3.06407	1.724965	1.585835
LOC100130557	1.90909	2.691165	1.350195	1.38672
LOC100130581	1.850085	2.09132	1.25423	1.04775
LOC100130744	1.24445	1.742145	1.30058	1.66448
LOC100130776	17.7521	5.96415	17.5265	9.89343
LOC100130855	1.319305	1.0967825	1.404045	1.36028
LOC100130899	2.799665	2.24603	1.723015	1.311965
LOC100130987	1.95986	3.943145	1.0701625	2.131265
LOC100130992	1.143335	0.193743	0.574858	0.232845
LOC100131067	2.27873	2.805805	2.25156	3.00077
LOC100131089	7.165975	4.826605	5.471965	3.938225
LOC100131094	2.695835	2.320815	4.1179	3.36156
LOC100131257	1.180775	1.98703	0.9481455	0.9335095
LOC100131289	6.974535	2.13669	2.915965	1.44695
LOC100131564	2.06433	1.44844	0.8741545	0.7015025
LOC100131626	4.60528	6.781505	3.69328	7.0186
LOC100131655	1.300285	2.089435	0.902398	1.338325
LOC100131691	1.559045	2.90692	2.190365	2.43801
LOC100132077	3.02311	3.34194	2.774635	2.57478
LOC100132111	5.606855	5.112125	3.33499	2.59368
LOC100132215	1.69419	1.60677	1.90799	1.5366
LOC100132247	0.91416	1.39461	0.914851	0.966866
LOC100132273	1.063305	3.162165	1.070022	2.555565
LOC100132352	11.58645	14.7056	11.08685	12.1387
LOC100132707	1.45005	0.7445175	1.30893	1.27465
LOC100132832	2.02217	2.72641	1.60241	2.14784
LOC100132891	1.388505	0.489502	0.03737555	0.0426101
LOC100133091	3.79081	5.102425	5.657965	5.36707
LOC100133315	1.536275	0.7930305	1.038525	0.777338
LOC100133669	1.49847	0.3528015	0.721628	0.308885
LOC100133957	20.8495	22.94535	24.6829	26.86815
LOC100133985	1.87785	1.77363	1.677385	1.268765
LOC100134229	0.331348	0.997946	0.5400705	1.39493
LOC100134259	2.23704	1.465175	2.30418	0.7802535
LOC100134868	1.27966	4.40144	1.628965	3.16515
LOC100144603	3.85046	9.66169	2.37754	5.19614
LOC100188947	1.410825	5.392755	1.481235	2.912305
LOC100190986	7.669825	10.7988	7.56381	8.19232
LOC100216545	0.8102665	1.146305	0.9920095	0.984474
LOC100216546	0.4313585	1.222285	0.5376775	0.63705
LOC100268168	1.421145	4.800005	1.515645	1.936405
LOC100270746	4.350085	7.58465	1.43583	2.707795
LOC100270804	1.837495	2.25566	1.475695	1.658155
LOC100271722	2.266935	0.1828265	0.905506	0.173622
LOC100272217	1.823115	3.833495	1.966545	2.94172
LOC100272228	0.5422795	1.203395	0.5360605	0.6404325
LOC100287015	2.985005	2.90441	1.89191	1.748925
LOC100287042	1.639405	0.858824	0.6793635	0.601877
LOC100287177	1.796845	1.466735	2.42907	1.331065
LOC100287314	4.012405	2.82812	5.1591	2.24364
LOC100288069	6.025725	5.408715	3.02328	3.16928
LOC100288123	2.02559	1.85963	1.534975	2.004455
LOC100288181	8.331355	2.37631	5.06979	1.998875
LOC100288198	3.613895	4.575305	4.657035	5.28038
LOC100288432	0.557311	0.8129395	0.8049875	0.7062725
LOC100288637	6.278605	5.10845	5.838345	5.370365
LOC100288748	2.161595	2.72112	1.768425	1.941925
LOC100288778	6.54575	5.34461	6.38935	4.52146
LOC100288842	8.214575	5.864485	7.273635	6.83202
