SUM149R_DMSO_12H_R	SUM149R_JQ1_12H_R	LOG2_FOLD_CHANGE	P_VALUE
MKRN1	16.10545	19.06565	0.243426745897644	0.0816897376545324
MKRN2	35.41885	38.32765	0.113868173675536	0.0517031023080556
MKRN3	0.5844935	0.3666385	-0.672828692561029	0.393285368262528
MKS1	5.985675	3.093185	-0.952420825946494	0.0357175132877455
MLANA	0.6262135	0.7863545	0.328525236316474	0.31666464056763
MLEC	50.79875	57.63665	0.18219348738643	0.0333783409853269
MLF1	3.711325	5.181245	0.481364461292642	0.0885817727204223
MLF1IP	55.87025	56.92285	0.0269276203255609	0.515666589350041
MLF2	191.379	200.284	0.0656146420932423	0.526367205746515
MLH1	23.51105	17.91775	-0.391949486908712	0.00313090313441611
MLH3	5.055865	4.3292	-0.22385749008531	0.105760386881624
MLK7-AS1	2.4536	2.06971	-0.245471434848775	0.116892351342543
MLKL	12.9748	3.385605	-1.93822673202806	0.000787237333112699
MLL	5.591925	5.50136	-0.0235566974569144	0.926277201418524
MLL2	9.225505	7.79437	-0.243195467714527	0.543009845235262
MLL3	3.718905	4.717975	0.343289879370665	0.354285725756915
MLL4	8.97078	8.399725	-0.0948913354025102	0.474699059258821
MLL5	6.473135	4.45791	-0.538097101647037	0.166233708409117
MLLT1	30.5	31.1346	0.029709501716365	0.517082431031415
MLLT10	14.4563	9.773305	-0.564779930412321	0.00786693709592267
MLLT10P1	1.22459	1.48339	0.276599141290627	0.359457804926658
MLLT11	5.18186	1.849735	-1.4861514386601	0.0569154845604605
MLLT3	5.29324	9.59546	0.858200901448674	0.0230803794453083
MLLT4	19.22495	28.4151	0.563677946561312	0.0439887663102051
MLLT6	21.4342	11.84615	-0.855496312429654	0.0476403843156964
MLPH	3.75669	1.0299185	-1.8669318925913	0.00226118294237476
MLST8	44.56035	34.48685	-0.369714204134755	0.029830215736366
MLX	41.4671	35.11405	-0.239918751929886	0.0268094806127267
MLXIP	12.9404	16.32715	0.335390768889542	0.108762562643731
MLYCD	4.167895	5.881965	0.496979266775107	0.00699144828946837
MMAB	9.991995	8.24084	-0.277981354254273	0.202017242353525
MMACHC	7.458145	2.760215	-1.43403619953919	0.0134894348199802
MMADHC	131.3275	109.3235	-0.264565494740539	0.0203923835933347
MMD	8.713555	9.61101	0.14142661172293	0.0950271536757547
MME	2.18124	1.51455	-0.526259310468365	0.0135631550031119
MMEL1	0.989315	0.7960635	-0.313546435754991	0.205937319021141
MMGT1	18.92685	19.33625	0.0308737081096026	0.485074468386729
MMP11	1.470865	2.06667	0.490643203519261	0.218298810540596
MMP14	1.34597	0.5912835	-1.18672433062452	0.0684594336430247
MMP15	22.76925	30.28475	0.41150473092884	0.0182487487562666
MMP17	6.17036	7.678565	0.31548205607851	0.149826397711695
MMP19	1.45182	1.514295	0.0607836885514328	0.662288188463021
MMP2	1.442535	0.9034745	-0.675050535562229	0.0917580233035784
MMP24	1.553775	1.740605	0.163811241405002	0.410587125829071
MMP25	0.478447	0.435024	-0.13726412318455	0.490921602755914
MMP7	2.296175	1.36177	-0.753749543474219	0.0761232205606565
MMP9	0.5444235	0.185225	-1.55545050830487	0.151919302072972
MMS19	28.03875	25.3669	-0.144474810297644	0.0641352985838299
MMS22L	9.605725	6.419105	-0.581522346642722	0.0622828470375223
MNAT1	54.60005	59.416	0.121949211129092	0.00120510221393442
MND1	43.9387	27.4789	-0.677167932645879	0.00277525458583848
MNF1	29.3845	28.47095	-0.0455647171773634	0.800950370687346
MNS1	7.47	6.69743	-0.157500645585248	0.457813810807192
MNT	7.03408	5.54936	-0.342040346079786	0.0850332256658286
MNX1	1.27312	0.7698735	-0.725675091956399	0.0783837010302192
MOAP1	9.684105	11.8671	0.293276795223808	0.192076826579692
MOB1A	88.1235	111.338	0.337347372166944	0.0167616678764472
MOB1B	5.32446	5.99932	0.172163769566244	0.0840201506354469
MOB2	20.33715	25.14085	0.305915909909162	0.159336568435672
MOB3A	6.67438	12.95625	0.956942478780497	0.00823343707205472
MOB3C	4.10533	3.664115	-0.164033411443456	0.082909754410556
MOB4	17.1382	15.6663	-0.129551102792779	0.0493297427278362
MOCOS	76.6796	58.2892	-0.395614209922908	0.0508177446693306
MOCS2	33.7147	49.49285	0.553842360516541	0.0258273544949729
MOCS3	9.70175	8.100985	-0.260147667684466	0.0680239037297201
MOGS	43.3238	43.501	0.0058887763908002	0.87225848885032
MOK	5.61947	3.80103	-0.564043657303861	0.128601212200679
MON1A	10.1421	8.432315	-0.266355737575108	0.142332965285966
MON1B	12.2286	12.2966	0.008000221337694	0.622833968655572
MON2	3.81827	4.401055	0.204930278068	0.206593928361709
MORC2	15.92385	22.63145	0.507139834568215	0.00415446103998084
MORC2-AS1	2.24102	3.14585	0.489294357752508	0.0035275105957562
MORC3	5.78587	8.503645	0.555547461825944	0.0275005557218197
MORC4	6.05302	8.682175	0.520401384274551	0.0401520541114153
MORF4L1	380.8605	325.8525	-0.225043606512788	0.0850868725588827
MORF4L2	154.3165	150.027	-0.040670165135996	0.355098838228209
MORN1	0.671229	0.8423115	0.327548815418881	0.5317063320245
MORN2	13.70155	17.06005	0.31628276637291	0.0452348494503861
MORN4	4.728695	2.226255	-1.08682323970463	0.0193967319327328
MOSPD1	6.47278	10.5608	0.706261750837893	0.0729560815453127
MOSPD2	8.238965	9.21298	0.16120476743851	0.131680920262786
MOSPD3	4.153225	6.20603	0.579438639334448	0.020861875821936
MOV10	10.36385	9.150755	-0.179597354451639	0.0189563217267505
MOXD1	2.79925	3.19349	0.190093593671429	0.346154642948437
MPC1	24.40885	43.1078	0.820544611172816	0.0259596703038213
MPC2	11.7792	15.1478	0.362866718268299	0.0858492851487508
MPDU1	73.86385	77.5468	0.0701987871060812	0.432414065325317
MPDZ	4.549335	2.479995	-0.875318462522252	0.0320403214201076
MPG	36.876	69.04365	0.90482656199709	0.0250693623165852
MPHOSPH10	34.86175	27.6294	-0.33544075916792	0.112172570391686
MPHOSPH6	31.96435	35.79005	0.163094802539772	0.286495858503479
MPHOSPH8	11.3594	13.41165	0.239600104986611	0.122134359441968
MPHOSPH9	6.24696	12.17415	0.96259484945164	0.0656305789848764
MPI	34.502	29.9658	-0.203363103763612	0.172921667504872
MPL	0.423773	0.623247	0.556512361624109	0.1619244635394
MPLKIP	59.8246	62.813	0.0703243296427251	0.364588500045205
MPND	6.485225	10.97545	0.759051558654494	0.0523813887491927
MPP1	7.371095	12.3395	0.743333079896856	0.0266442610603686
MPP3	4.51216	3.485505	-0.372450529040143	0.1208991231207
MPP5	8.20136	9.444465	0.203605908534118	0.0448655912164217
MPP6	10.157095	9.51072	-0.0948613720758812	0.303280956246935
MPP7	8.09575	8.28146	0.0327203938354467	0.620170348970794
MPPE1	6.384835	4.60557	-0.47126961768925	0.0867965300053605
MPRIP	41.194	36.41225	-0.178010329775478	0.0253123697277825
MPST	36.0283	23.38925	-0.623284978664637	0.0171418120589593
MPV17	31.31755	31.5028	0.00850870875496369	0.937647623250879
MPV17L2	26.4736	35.6784	0.430496526585047	0.00824007090930857
MPZL1	24.155	25.93985	0.102848284302975	0.390148562838609
MPZL2	12.4913	9.051545	-0.464687658910237	0.0464073574869157
MPZL3	2.81974	2.97182	0.0757845939517593	0.160940636879045
MR1	0.656644	0.363483	-0.853223533105631	0.0260784952149467
MRC2	0.5061215	0.8873825	0.810072340948109	0.0335333355427674
MRE11A	9.33155	7.742195	-0.269374092444334	0.0338844555365387
MREG	8.39726	8.18215	-0.0374386719359269	0.405958076294685
MRFAP1	179.833	200.927	0.160013657506795	0.270226614535699
MRFAP1L1	45.37415	44.48335	-0.0286051769793717	0.641792362004314
MRGBP	62.9646	53.60955	-0.232050918427141	0.269954208766321
MRGPRX3	3.07899	2.501275	-0.299793499979523	0.329723117458712
MRI1	15.1965	14.1918	-0.0986815023945895	0.391552695138563
MRM1	22.82115	15.7105	-0.538642397175319	0.0316971762632572
MROH1	5.54604	7.34562	0.405426243568567	0.154054636344394
MROH6	4.7129	4.86395	0.045513328311753	0.721737548317507
MRP63	17.09395	18.15975	0.0872585340000672	0.171976774685125
MRPL1	38.2069	33.1088	-0.206618483800708	0.282038998388589
MRPL10	45.31435	57.0958	0.333416633442703	0.0617362828318261
MRPL11	70.49155	48.84435	-0.529258638211406	0.110007374451857
MRPL12	366.3105	274.0255	-0.418756902995639	0.0938885353697216
MRPL13	83.0391	66.16715	-0.327675667391053	0.0525020578515856
MRPL14	112.6055	107.276	-0.069949945224723	0.555906630919911
MRPL15	46.6998	22.6725	-1.04247289166944	0.0752357877153608
MRPL16	69.8845	51.86975	-0.430079092941381	0.0675779484075673
MRPL17	34.8826	36.07015	0.048297846228236	0.462545053838713
MRPL18	163.8335	148.538	-0.141398325200731	0.233187543877251
MRPL19	25.2269	15.79965	-0.675070332447091	0.0363619251630416
MRPL2	28.03255	24.72245	-0.18128126436727	0.37653093388922
MRPL20	92.12875	74.40145	-0.308320700626752	0.304017750497867
MRPL21	136.9165	129.913	-0.0757505141536842	0.510359292333743
MRPL22	12.8513	10.9194	-0.235020720499012	0.176957713052522
MRPL23	107.771	59.1479	-0.865570163995449	0.012484336290567
MRPL24	61.00565	40.11915	-0.604651823105877	0.131602718443564
MRPL27	102.54835	84.3961	-0.281056041396257	0.188335324616931
MRPL28	70.35975	49.4329	-0.50927881146419	0.0682356459370219
MRPL3	132.876	52.9192	-1.32821739213557	0.00596687827009421
MRPL30	36.61795	30.9709	-0.241637718646723	0.0109912651131194
MRPL32	91.517	72.1133	-0.343774397066564	0.0300625735355986
MRPL33	115.509	113.375	-0.0269027143032425	0.76047405996846
MRPL34	85.10315	67.8316	-0.327255009426241	0.0733213251656451
MRPL35	52.6378	46.6792	-0.173319356824999	0.404917712468016
MRPL36	53.14585	54.0291	0.0237796097720463	0.788255673013939
MRPL37	141.3255	127.1445	-0.15255274569309	0.36906045228963
MRPL38	34.8223	38.83955	0.157514989995996	0.212928926934119
MRPL39	53.0667	39.99975	-0.407815853135144	0.143216196881983
MRPL4	139.538	127.337	-0.132006380219666	0.202850618767493
MRPL40	163.012	130.545	-0.320430969133946	0.107841918012363
MRPL41	180.3855	227.323	0.333660285470665	0.132952952979459
MRPL42	36.75315	39.05495	0.0876375093890758	0.114454523765149
MRPL43	38.2347	34.1583	-0.162646378055068	0.284339043056949
MRPL44	24.3458	20.72555	-0.232262520717398	0.132594365577066
MRPL45	51.61465	35.1902	-0.552606896359982	0.0844221746892757
MRPL45P2	1.316915	0.888066	-0.568423425115794	0.11818628044019
MRPL46	91.9307	75.3682	-0.286590788390033	0.0415075166321352
MRPL47	100.6379	75.67205	-0.411341288862164	0.135331529404388
MRPL48	52.0716	47.4229	-0.134912847940377	0.340409418182092
MRPL49	56.3561	61.76885	0.132307694572409	0.150179420951132
MRPL50	78.2103	64.0803	-0.287477715590976	0.175980614922095
MRPL51	380.517	321.7475	-0.242031970446872	0.221978826343327
MRPL52	41.4376	35.50805	-0.222794312966776	0.333405818851314
MRPL53	53.0945	52.27845	-0.0223460541941834	0.876848617207719
MRPL54	68.88045	60.39435	-0.189680978827586	0.317454461257798
MRPL55	95.7875	107.829	0.170835929249254	0.117110448641202
MRPL9	63.92275	47.08825	-0.440962368379697	0.0734605486567874
MRPS10	35.57005	25.7495	-0.466118583836441	0.109681755784889
MRPS11	51.8961	55.3452	0.0928320759168379	0.434205360865684
MRPS12	91.6907	76.74545	-0.256694191537946	0.160325778294469
MRPS14	9.27387	11.4463	0.303637916143502	0.0819685582890351
MRPS15	146.0795	69.0201	-1.08166526325459	0.0677477082871627
MRPS16	51.96435	42.0917	-0.303986427189569	0.0653462398515268
MRPS17	149.1885	126.6195	-0.236636727907617	0.243090622401315
MRPS18A	36.7005	37.22585	0.0205050729180383	0.782091917685651
MRPS18B	61.57475	41.90565	-0.555194094408758	0.068024859913175
MRPS18C	23.93775	18.1286	-0.401020038512012	0.0837262175511194
MRPS2	136.4135	100.819	-0.436218876251092	0.0423388092330279
MRPS21	108.872	100.701	-0.112554955548097	0.176165149447548
MRPS22	79.21265	74.77465	-0.0831815898688716	0.368537673620661
MRPS23	79.57805	70.33605	-0.178106230339532	0.313224419190288
MRPS24	134.466	98.72365	-0.445773790785119	0.192772031156078
MRPS25	28.7257	28.2794	-0.0225905384854057	0.598431878543217
MRPS26	129.6395	113.8985	-0.18675661409672	0.24420795067892
MRPS27	61.3991	48.27885	-0.346826196872464	0.0258435054498929
MRPS28	72.1078	72.49515	0.00772915435984316	0.967854290924041
MRPS30	29.7773	25.7725	-0.208380457040472	0.00733189560066854
MRPS31	25.05675	22.2399	-0.172049000105388	0.459083185682809
MRPS31P5	1.321635	1.62732	0.300174175494564	0.23726972710624
MRPS33	58.3033	60.7462	0.0592166201450163	0.751879259627857
MRPS34	186.4455	140.9145	-0.403933905459419	0.128877706581724
MRPS35	77.87795	55.7387	-0.482535553455034	0.0652857237319564
MRPS36	26.5991	29.10295	0.129787966400412	0.275828145954494
MRPS5	65.80025	42.7472	-0.622263140717097	0.0825354771613711
MRPS6	54.82175	66.85275	0.286238524975441	0.0592827200660628
MRPS7	50.2475	34.29685	-0.550975740721191	0.0519760062043269
MRPS9	50.89575	47.66045	-0.0947526172699681	0.368933002922258
MRRF	62.1149	44.89415	-0.468411916149574	0.00673109186134592
MRS2	26.09525	28.6073	0.132596116900507	0.0988143217490846
MRTO4	63.80325	44.94975	-0.505316821807375	0.0917574723685536
MSANTD2	4.867985	5.326705	0.129918662143355	0.309519698811959
MSANTD3	40.9761	23.10575	-0.826530759517113	0.0498722070806034
MSANTD3-TMEFF1	3.314445	2.24112	-0.564547413411105	0.0543841043801346
MSANTD4	10.62355	8.83695	-0.265645515963035	0.0730921753947461
MSC	0.1806265	0.07238885	-1.31917016611837	0.18649578326956
MSH2	46.9765	47.56505	0.017962665840374	0.471221615772736
MSH3	10.20605	10.046485	-0.0227337859355503	0.331253021215361
MSH5	3.99162	3.786725	-0.0760237299950883	0.818665507195601
MSH5-SAPCD1	1.77626	2.31153	0.380005315008287	0.455825027972638
MSH6	53.5674	46.24125	-0.212174876189955	0.00133563216529785
MSI2	9.107215	3.553175	-1.35790119752454	0.0111619962424677
MSL1	29.396	15.4114	-0.931621931783988	0.0145950100051616
MSL2	12.38635	10.77555	-0.200989609369498	0.107967405168893
MSL3	20.6732	21.38495	0.0488341135721906	0.523364252566173
MSL3P1	10.83335	12.2746	0.180196574359213	0.0875755485430441
MSLN	76.6075	70.97945	-0.11008424587738	0.188832406598914
MSMO1	55.60605	38.61075	-0.526239279924511	0.134679144434625
MSMP	12.73775	14.13145	0.149799043326024	0.637667205956174
MSN	153.6475	132.818	-0.210173613568246	0.114509567007151
MSRA	4.25388	3.208295	-0.406972533632996	0.105687726560766
MSRB1	12.24715	16.78975	0.455134685892812	0.0740316580355468
MSRB2	12.03715	13.9353	0.211250211264548	0.234201288909907
MSRB3	1.196775	1.0705865	-0.160750577887878	0.391050629752248
MSS51	0.5163235	0.8410055	0.703839972873353	0.271554146929144
MST1	1.072895	0.9913265	-0.11407669009988	0.569417338839866
MST1P2	1.21945	0.602137	-1.01806693012431	0.15711647535577
MST1R	27.23745	34.4854	0.340394057877908	0.0055358071197581
MST4	30.1997	29.265	-0.0453579394033848	0.0223365625513563
MSTO1	3.69211	4.114335	0.156213730463062	0.17456163365629
MSX1	1.560335	1.276075	-0.290142680822681	0.479188094385046
MT1E	59.61625	20.7756	-1.52081548665179	0.0446853483315738
MT1F	25.05855	13.32015	-0.911692607391157	0.0328292880103528
MT1X	158.9455	208.9725	0.394780929459484	0.144582359893383
MT2A	1148.255	3083.705	1.4252216919754	0.00541020128556058
MTA1	28.08825	18.6813	-0.588371888879686	0.0206758487194566
MTA2	74.76605	53.7197	-0.476932067367749	0.00887557667112548
MTA3	17.66945	5.056735	-1.80497905296151	0.00233116058545957
MTBP	5.698345	3.67593	-0.632433676747422	0.00864255297242002
MTCH1	45.19815	45.32305	0.00398122704865081	0.936751364112355
MTCH2	90.7033	84.6855	-0.0990400704324348	0.270783272524666
MTCP1	4.87096	4.730125	-0.0423278266599548	0.371541140939535
MTDH	42.87965	35.5306	-0.271231078565374	0.0283495556302445
MTERF	9.290215	11.5355	0.312296648348213	0.0294907427306299
MTERFD1	36.45575	49.75675	0.448745872681012	0.0398801480781708
MTERFD2	7.31642	7.8246	0.096879106618895	0.521042272593687
MTERFD3	5.30193	4.253395	-0.317902782870107	0.0754948410454341
MTF1	4.22037	4.623395	0.131583138960902	0.184931420930819
MTF2	8.981105	8.56749	-0.0680203566095044	0.343660567419672
MTFMT	12.05435	14.7324	0.289438614157856	0.0661022758230773
MTFP1	37.48885	25.86675	-0.535362770956639	0.0275567549170917
MTFR1	16.97915	19.15505	0.173960554234557	0.17871255963972
MTFR1L	10.80375	16.5102	0.611825435547103	0.0451369511809007
MTFR2	22.277	19.1644	-0.217126129964052	0.0827214894844173
MTG1	14.9898	20.49345	0.451181743023698	0.0658710594141065
MTHFD1	48.8053	35.66155	-0.452668415540474	0.024365664686342
MTHFD1L	33.82565	21.64165	-0.644307160430493	0.0202489883428014
MTHFD2	137.903	158.8765	0.204251904015453	0.101961891948402
MTHFD2L	5.817345	4.98209	-0.223609782637931	0.0621014296562629
MTHFR	1.38849	3.61061	1.37872580920712	0.0403691111633627
MTHFS	16.9875	15.7643	-0.107812441164877	0.466684942155595
MTHFSD	6.73386	5.37417	-0.325391768649309	0.0465685888489861
MTIF2	39.7657	29.1029	-0.450361647367021	0.0555190820219854
MTIF3	13.54035	11.22385	-0.2706973976904	0.163376126734807
MTL5	2.288165	0.714996	-1.6781840129129	0.003802051599851
MTM1	7.55408	13.2358	0.809117429485977	0.013317076475863
MTMR1	14.9198	10.036325	-0.571997101885651	0.0527125286445028
MTMR10	13.0572	14.1109	0.111964449678661	0.027591486796976
MTMR11	2.511185	1.181985	-1.08715658935679	0.0507485051618895
MTMR12	8.313005	8.702395	0.0660424227346878	0.207423067727294
MTMR14	7.238325	7.53991	0.0588914168792164	0.211010361349027
MTMR2	17.72255	11.62985	-0.607753710988424	0.0187645328453919
MTMR3	4.14229	6.79008	0.713000012675675	0.00281853361788814
MTMR4	11.79415	7.22487	-0.707027913863632	0.00757175491833404
MTMR6	12.3064	9.745745	-0.336564411287472	0.052901222311044
MTMR7	1.108505	0.935033	-0.245526089747795	0.180011588632974
MTMR9	2.558205	3.29561	0.365413646952164	0.0128594305697059
MTMR9LP	0.561668	0.44562	-0.333903626220549	0.310454623528864
MTO1	21.3118	17.9331	-0.249027547839915	0.067567479168932
MTOR	17.7613	20.62695	0.215793332668472	0.282050039476411
MTOR-AS1	1.697385	2.33666	0.461133994052406	0.134866070326487
MTPAP	7.46689	4.93195	-0.598349304038434	0.0235921916749308
MTPN	40.57635	41.272	0.0245242566844378	0.602850746326826
MTR	15.00875	10.0714	-0.575539584769092	0.142494013358605
MTRF1	3.79854	3.42722	-0.148406209159336	0.0675309545320807
MTRF1L	30.6816	36.76155	0.260823877941559	0.0115626188077308
MTRNR2L1	303.5485	403.48	0.410570118625872	0.0895650156658504
MTRNR2L10	44.51645	63.38315	0.50976081180648	0.120270393774068
MTRNR2L2	1153.77	1508.36	0.386625141007488	0.0056218354408318
MTRNR2L4	100.0912	136.0305	0.442615022514779	0.0142906351480617
MTRNR2L6	26.0682	33.5133	0.362442784635353	0.108894213138578
MTRNR2L8	625.777	856.5495	0.452887987775497	0.0463015867978115
MTRR	19.9502	20.0587	0.0078248987435927	0.714304049154608
MTSS1L	14.61095	10.9679	-0.41376266233563	0.0131441280480353
MTUS1	7.882975	6.503175	-0.277595952066487	0.070346660026469
MTX1	27.8111	19.37995	-0.521095959460063	0.130305040070084
MTX2	41.95035	29.13115	-0.526120192043972	0.0394786089731674
MTX3	6.943445	4.014725	-0.790350465977268	0.053523474535749
MUC1	11.51095	6.681685	-0.784723028901064	0.00168635086551113
MUC6	0.94804	0.826356	-0.198184492275316	0.676560740362257
MUL1	34.9063	40.6363	0.219281606280179	0.0820466305091263
MUM1	15.4342	10.51385	-0.553839648372226	0.00258469691668752
MUS81	13.6805	9.16799	-0.577443583755752	0.056897211551002
MUT	7.711145	7.102455	-0.118627310846533	0.399292303461188
MUTYH	14.0638	13.57565	-0.0509651836105793	0.310045863175229
MVB12A	20.46965	12.1438	-0.753266498802329	0.0485755960899887
MVB12B	1.366435	0.229476	-2.57400165308357	0.0402736726395378
MVD	23.80915	32.5022	0.449021257686446	0.0461427247142241
MVK	16.1415	13.70175	-0.236414484570778	0.177165794629877
MVP	28.97285	28.1854	-0.039753564565272	0.0918117404543662
MXD1	5.57502	7.026675	0.333865191505162	0.00714357897696075
MXD3	33.06925	31.9544	-0.0494757275385111	0.70370862074335
MXD4	3.35578	8.417485	1.32674110725209	0.0487059392843629
MXI1	7.5733	5.151135	-0.556031728661353	0.0433780143583902
MXRA7	13.51655	16.61135	0.297442364201439	0.0516391477206475
MXRA8	1.908835	2.03953	0.0955443269358652	0.622443042239897
MYB	6.77674	2.64143	-1.35927224348249	0.0149329184435447
MYBBP1A	56.48015	39.865	-0.502621251020492	0.0783751957893918
MYBL1	4.464065	8.49654	0.928517425948396	0.00260970726358952
MYBL2	83.90785	80.48135	-0.0601512831148407	0.0156285332930746
MYC	155.085	88.30155	-0.812548486458606	0.00249427720747384
MYCBP	16.4183	16.4882	0.00612915594403164	0.879197937300699
MYCBP2	5.969795	8.088975	0.438275511287899	0.197339827524928
MYCBP2-AS1	2.340045	3.51159	0.585588137398587	0.0970241491806938
MYCL1	0.7978785	1.25763	0.656466561352842	0.0374264943340137
MYD88	28.7995	20.24675	-0.508353418895188	0.0100233996139961
MYEF2	8.519435	11.3517	0.414078707103795	0.0210334216868067
MYEOV2	84.2331	87.5024	0.0549353254080617	0.511120801055248
MYH10	13.2189	13.6831	0.0497929905478389	0.674108777507324
MYH14	10.073735	9.602925	-0.0690528698859316	0.374937896356381
MYH15	1.0350645	0.514123	-1.00953521241268	0.0264394562479244
MYH16	0.9192	0.1716625	-2.42080388370422	0.00599876006960818
MYH3	1.45098	1.56299	0.10728091427366	0.283612093295831
MYH9	98.38725	150.101	0.60939031449141	0.0569615353521141
MYL12A	271.5425	393.2625	0.534314606391371	0.00523386652406661
MYL12B	455.9355	493.6645	0.114701158357288	0.207105763825375
MYL5	8.31574	6.124895	-0.441159539597359	0.00870868275620899
MYL6	486.325	599.4925	0.301820948201902	0.124833697885688
MYL6B	32.8222	22.00375	-0.576922526052361	0.122370256356018
MYL9	1.020253	0.547794	-0.897221583399491	0.265599457087072
MYLIP	5.24959	10.02716	0.933636392334704	0.0118256581386816
MYLK	1.0469855	0.596957	-0.810542541960936	0.0941292473803352
MYLK-AS1	1.354325	1.45597	0.104406642581241	0.85451249351254
MYNN	6.677995	6.16109	-0.11622940280161	0.0463559372436768
MYO10	9.301405	13.0804	0.491886098863563	0.0994707307395484
MYO18A	19.5742	18.69245	-0.0664976715783164	0.515807004740868
MYO19	35.8995	34.38245	-0.062291399653768	0.113154988907234
MYO1B	14.20415	14.6742	0.0469693525852365	0.473710683074863
MYO1C	54.39905	42.035	-0.371990384031519	0.0560612526367228
MYO1D	12.3642	22.3801	0.856047586510903	0.0416046709354251
MYO1E	11.4386	16.549	0.532833554769604	0.0655724070059552
MYO5A	4.342035	4.87644	0.167456950670846	0.395350545236052
MYO5B	19.2054	18.2477	-0.0737973784441073	0.536220974507063
MYO5C	7.00794	4.06127	-0.787059479823122	0.0303149957664684
MYO6	11.6047	12.54195	0.112052446032021	0.0627051016774881
MYO7B	1.777595	0.8554015	-1.0552530216633	0.0156077687640517
MYO9A	2.60912	4.59875	0.817678472338532	0.0784928947274075
MYO9B	9.20362	16.2523	0.820370576763661	0.0518228630056054
MYOF	27.89575	23.7779	-0.230424034166162	0.29003189045127
MYPN	0.573234	0.08139085	-2.81618566191116	0.00628526409511706
MYPOP	3.531055	2.62321	-0.428765986222377	0.246323983994973
MYSM1	4.531625	4.235915	-0.0973548407496654	0.190045102707181
MYZAP	6.554415	4.1388	-0.663254486964516	0.0660993341242582
MZF1	2.9233	5.331935	0.867061301564542	0.0066790423127009
MZT1	18.71775	19.4469	0.0551331721197506	0.695737617452657
MZT2A	50.6117	35.94035	-0.49386647554983	0.0372514604815457
MZT2B	64.1047	51.5526	-0.314384945394957	0.104066739091771
N4BP1	6.78027	7.82575	0.206886298223855	0.0527947015029616
N4BP2	1.48064	0.9581955	-0.627828965898215	0.100159187691669
N4BP2L2	14.1692	10.288175	-0.461771217314376	0.0681625868646056
N6AMT1	7.84312	13.23685	0.755060262945336	0.0576545615526738
N6AMT2	9.69775	9.4929	-0.0308011771124464	0.8227308128007
NAA10	138.5745	131.6455	-0.074003595148931	0.531291073792525
NAA15	41.52435	40.27	-0.0442521129029953	0.402227343409555
NAA16	6.193995	4.89371	-0.339941608209228	0.133949578360368
NAA20	155.984	135.2205	-0.206084165902494	0.187170837350752
NAA25	23.8091	17.0979	-0.477693945639645	0.0572797190615847
NAA30	14.66715	15.53235	0.0826875562556781	0.304093161059885
NAA35	31.1544	32.5706	0.0641343641885702	0.399307758830209
NAA38	3.913805	3.15385	-0.311457831581048	0.129010829769704
NAA40	16.4184	18.42135	0.166065251564782	0.0704391407275937
NAA50	91.52865	73.45435	-0.317375471425233	0.0588231506625837
NAA60	18.4008	16.15405	-0.187872580829843	0.0343978092909239
NAAA	9.243555	8.822955	-0.0671858810147861	0.433317961622907
NAB1	15.5753	10.50815	-0.567751251974676	0.00657371289482969
NAB2	13.58765	13.9721	0.0402529115434178	0.477639481831693
NABP1	7.298295	11.4683	0.6520201782138	0.0401852479821353
NABP2	50.33685	33.5798	-0.584021300098672	0.0450084968745871
NACA	721.8495	527.71	-0.451952755206603	0.142802587659746
NACC1	57.2955	48.34775	-0.244973082526308	0.119796985229855
NACC2	5.16232	3.26522	-0.660839374266507	0.0260745607348265
NADK	17.8438	21.04895	0.238325385038344	0.0982959676945647
NADKD1	10.118905	8.71619	-0.21528362918304	0.196542096958864
NADSYN1	21.7675	27.3808	0.330988875890804	0.0221723006975899
NAE1	104.7895	64.7357	-0.694860720447211	0.00593743632418154
NAF1	21.9389	18.0159	-0.284220467252407	0.0401231397156234
NAGA	6.332635	11.52735	0.864183059804724	0.0221821210528967
NAGK	13.84145	29.6943	1.10119093912133	0.00187197323260936
NAGLU	7.856885	10.5361	0.423311594472806	0.0513605922841449
NAGPA	6.384985	2.368485	-1.4307186955376	0.0120525821733015
NAIF1	3.50302	1.702495	-1.04094866378663	0.0388145114557877
NAIP	0.5803275	0.6891125	0.247872231561405	0.368617274473228
NAMPT	62.8985	41.1007	-0.613862647055999	0.0185800920568103
NANOS1	2.1603	4.52332	1.06615038952887	0.0618154085504746
NANP	5.481535	7.42703	0.438205456630441	0.0487884890713028
NANS	80.1242	140.1485	0.806646351056094	0.050051888196809
NAP1L1	115.1925	97.517	-0.240321139388879	0.0669505678736076
NAP1L3	0.02845255	0.06509565	1.19400318205102	0.389338491174359
NAP1L4	96.2349	104.5635	0.119747244082839	0.0194406049738433
NAP1L5	3.62082	4.71985	0.38242455187405	0.0804043918053597
NAPA	44.78805	53.89025	0.266910424560932	0.0606119575766037
NAPA-AS1	1.48721	1.1071165	-0.425801333613302	0.506191524530963
NAPB	4.371955	3.99191	-0.131199356983285	0.269661082022635
NAPEPLD	3.722985	3.655705	-0.0263101478684772	0.301369991447966
NAPG	16.5874	17.6291	0.0878710560514411	0.116258820470844
NAPRT1	4.07292	4.21659	0.0500132707204044	0.762166362536061
NAPSA	0.8584435	0.7715935	-0.153882193793031	0.214147600840397
NARF	63.3701	97.31505	0.618860646270442	0.00477580996560822
NARFL	16.53445	12.33745	-0.42243081880761	0.0510596641189864
NARG2	5.40631	3.51049	-0.622971820616063	0.00799510654511355
