SUM149_JQ1_12H_R	SUM149R_DMSO_12H_R	LOG2_FOLD_CHANGE	P_VALUE
MAPKAPK3	26.7785	64.3629	1.26515418081689	0.00314552578330076
MAPKAPK5	15.3562	29.15455	0.924899799798633	0.0046372859359016
MAPKAPK5-AS1	7.6773	6.71355	-0.19352318587763	0.42952462263846
MAPKBP1	6.317515	3.002785	-1.07305600329635	0.0250791221183368
MAPRE1	118.9095	125.9635	0.0831417691395948	0.164408029504022
MAPRE2	26.12025	7.18585	-1.86193797971983	0.0194183278359551
MAPRE3	7.992965	3.18538	-1.32726528280778	0.00447926196259949
MARC1	25.26675	56.09065	1.15052019572454	0.0296997285038028
MARC2	19.5728	17.62955	-0.150854506565081	0.14834632130087
MARCH1	0.761314	0.9693975	0.348596753373706	0.330787366779885
MARCH2	8.45329	5.909435	-0.516492742918541	0.149865187802791
MARCH3	0.9109255	0.4193775	-1.11908360654894	0.0390420801419764
MARCH4	0.200697	1.557815	2.95643295806312	0.0307041843390062
MARCH5	16.2174	11.07585	-0.550125122312022	0.0100495051364505
MARCH6	5.737755	7.875895	0.456957510738529	0.00752410938974377
MARCH7	42.1392	31.3085	-0.428608535122135	0.0223965690887312
MARCH8	1.625415	2.730845	0.74853931729572	0.16496469269654
MARCH9	2.995915	8.579995	1.51798011471125	0.00419231782512265
MARCKS	11.04995	11.83075	0.0985016933910593	0.0373890326544766
MARCKSL1	148.9085	14.8895	-3.32205889511681	0.011537984147366
MARCO	0.1410505	2.13574	3.92045234223647	0.00103789295186003
MARK1	0.5464925	0.6330945	0.21221916556912	0.115903874864598
MARK2	30.49845	26.47725	-0.203982635871908	0.125922258132235
MARK3	32.5087	25.5585	-0.347022696225369	0.017172617420916
MARK4	3.048205	2.50787	-0.281497365864637	0.0770648241913837
MARS	47.4934	84.09815	0.824347023435035	0.000604101380408282
MARS2	9.05403	11.12965	0.297776232205816	0.233011111968959
MARVELD1	32.07455	36.8475	0.200137715097547	0.0663339110158632
MARVELD2	4.709595	4.900545	0.0573392022156411	0.672225062157339
MARVELD3	6.639045	11.41385	0.781737872743573	0.00467413370516984
MASP2	1.882665	0.374847	-2.32840254968059	0.0436360433411209
MAST2	24.18405	16.97075	-0.511005542520735	0.0484261377993534
MAST3	1.017359	1.001703	-0.0223740392933053	0.638464367730691
MAST4	3.26799	4.04866	0.309040924010801	0.118986189301707
MASTL	11.03865	23.86015	1.1120393679398	0.00104420000687429
MAT2A	130.5505	193.541	0.568031238219757	0.00107774579572567
MAT2B	35.1995	32.67655	-0.107299264543051	0.208352991834825
MATK	3.71295	14.0061	1.91541750054888	0.0211602528792577
MATN1-AS1	1.7539	0.4875495	-1.84694588815198	0.106905580968484
MATR3	44.0952	99.8924	1.17975330006018	0.0023285402404694
MAU2	7.548525	14.40765	0.932568368899662	0.00406020285194179
MAVS	24.1081	18.10725	-0.41295049750241	0.139956961654958
MAX	22.57125	28.04995	0.313511881722464	0.142469077575971
MAZ	81.0598	205.7655	1.34394258982861	0.0010175927693096
MB	1.233705	0.8691385	-0.505339464085155	0.141656005709722
MB21D1	5.41294	19.67125	1.86160433425339	0.00998313332859564
MB21D2	1.205795	0.9648635	-0.321587889436858	0.111590643018647
MBD1	64.37635	42.97405	-0.583065034127746	0.00640689367586709
MBD2	13.21665	24.9708	0.917885496313679	0.0276474206870652
MBD3	58.998	87.91645	0.575467083795752	0.00993981707708049
MBD4	25.6209	33.2487	0.375976778446148	0.0166982939595697
MBD5	2.58859	2.56895	-0.0109876675949639	0.89428390609728
MBD6	12.3381	9.202295	-0.423054633348462	0.0219769952950771
MBIP	13.0775	10.50305	-0.31627843441795	0.142347601514947
MBLAC1	0.8760785	1.11042	0.34197340618567	0.267298078942948
MBLAC2	4.02645	5.897985	0.550713735000186	0.0542969390962065
MBNL1	33.735	41.4052	0.295565802581219	0.0337938330481264
MBNL2	9.696875	8.434125	-0.201281483053271	0.203623580221396
MBNL3	0.483737	1.462885	1.59652156535322	0.00886663374988424
MBOAT1	1.915375	2.35562	0.298479951075818	0.124284188813562
MBOAT2	11.5043	13.3856	0.218508605371182	0.200035238329906
MBOAT7	31.15515	28.2755	-0.139918127101016	0.00977362568357663
MBP	13.3014	16.0951	0.275043440040103	0.0442761311835677
MBTD1	4.36525	6.917475	0.664181244823071	0.0648226569109669
MBTPS1	40.44525	38.62145	-0.0665679488711793	0.376510716018127
MBTPS2	11.3073	16.6053	0.554389309301687	0.012365499814228
MC1R	1.8136	2.483245	0.453370310409213	0.0555741163367802
MCAM	32.78085	31.34345	-0.0646892764656481	0.290931311116232
MCAT	17.02495	15.1129	-0.171870036795544	0.0851243392307101
MCC	0.936186	0.9766695	0.0610752533739999	0.739636106175248
MCCC1	9.88236	13.0988	0.406507133301373	0.00575234950113484
MCCC2	29.8724	37.1953	0.316307182924952	0.0279839109289183
MCEE	9.47869	6.98461	-0.440508123537978	0.0165093418157597
MCF2	6.25338	14.3087	1.19418451019557	0.00170742966990021
MCF2L2	1.07549	1.710215	0.669183594671833	0.0647202365551707
MCFD2	40.56555	42.60255	0.0706847373420668	0.185282354755655
MCIN	0.9151675	3.603855	1.97743324167587	0.0235702744484065
MCL1	131.002	108.007	-0.278464020102646	0.0389986087325057
MCM10	4.9522	21.43065	2.11353412252852	0.000103265018456575
MCM2	26.10315	95.1515	1.86600248514878	0.000270763679549185
MCM3	40.3854	136.503	1.75702692451098	0.00211169482567244
MCM3AP	23.04645	22.0315	-0.0649768164157825	0.21550967314959
MCM3AP-AS1	0.9154615	0.857728	-0.0939789969921711	0.774256910961892
MCM4	83.2647	117.3705	0.495292944867318	0.0239828703275185
MCM5	17.57895	65.1344	1.88957078769451	0.0215563384625796
MCM6	15.07995	52.5387	1.80074885822316	0.0220347089017874
MCM7	72.0499	201.43	1.48321023413859	0.0359622656000997
MCM8	12.68015	25.34565	0.999166350973125	0.00882809429556372
MCM9	4.37211	6.30031	0.527093117703207	0.00387561289855787
MCMBP	25.76505	43.47135	0.754649506907197	0.0077745151277742
MCOLN1	9.636155	9.371035	-0.0402492022715353	0.256572867689217
MCOLN2	2.391	4.922635	1.04181664157447	0.00395656227468504
MCOLN3	9.83161	10.012655	0.0263249831407288	0.580146899748414
MCPH1	2.141145	7.805925	1.86618710184637	0.00430131206538394
MCRS1	15.3169	34.3766	1.16630252428858	0.00880889025582563
MCTP1	6.83998	13.3174	0.961248435970213	0.012094214901359
MCTP2	9.12407	40.8348	2.16204974153105	0.0253510809053894
MCTS1	3.917655	5.298185	0.435507864748965	0.0401258370912008
MCU	18.45965	11.75375	-0.651254081431626	0.0157113640150577
MDC1	12.0178	13.0303	0.116697481952485	0.492387305699964
MDFI	6.19959	12.2237	0.979436328165676	0.018175181238781
MDFIC	1.526265	8.69379	2.50997977352478	0.000910244228635773
MDH1	182.6795	188.8745	0.0481131900766388	0.571589171271432
MDH2	230.058	244.1715	0.0858971916400109	0.383354869863445
MDK	10.3983	6.64241	-0.64656900348499	0.143067887029568
MDM1	4.480955	6.271245	0.484945644448726	0.0345347164474222
MDM2	4.59769	8.791915	0.935268243031066	0.0372458768417112
MDM4	2.65026	3.55237	0.422647954424438	0.115029978865953
MDN1	7.85482	12.487	0.668776790888845	0.212619188022031
MDP1	10.496925	6.8444	-0.616970781167205	0.294649398223324
ME1	24.2788	26.76175	0.140475342596874	0.15360106084302
ME2	22.68875	36.9132	0.702159681781684	0.00127461252427283
MEA1	91.0411	42.27475	-1.10672176604653	0.0104394412120386
MEAF6	9.412035	9.88826	0.0712099922456778	0.578822636672088
MECOM	0.8285035	0.7123665	-0.217888118756689	0.0348034578252672
MECP2	33.47535	23.29675	-0.522970433104	0.00875034306994805
MECR	16.43995	8.15085	-1.01218348951676	0.00732917130979965
MED1	13.33125	26.27755	0.979018710999256	0.0969298754337158
MED10	19.7141	35.14245	0.833986924983858	0.0748562796808594
MED11	23.70665	19.5304	-0.27957031197036	0.188433356605099
MED12	3.91804	6.60123	0.75260273889175	0.196290712982325
MED13	11.60425	9.68545	-0.260762296967104	0.310727158592314
MED13L	8.672025	9.05392	0.0621736433116648	0.766909771587452
MED14	18.1317	15.5071	-0.225585284671273	0.175881774036982
MED15	28.75865	15.5051	-0.891253123172671	0.00226471465646125
MED16	17.2714	19.5715	0.180369300493792	0.127722947272169
MED17	13.07225	14.44425	0.143987816018956	0.326845019486131
MED18	14.7804	11.18085	-0.402655443348082	0.0884011076264172
MED19	22.85415	11.86885	-0.945276006960144	0.0124353312254397
MED20	27.4541	10.76715	-1.35038518995258	0.00162163373345577
MED21	28.4165	40.596	0.514608711129347	0.026986342641563
MED22	19.8273	22.4834	0.18137198958956	0.135367911837679
MED23	10.52185	6.24669	-0.75222454700054	0.00929946599821503
MED24	6.318295	26.2872	2.05675327751149	0.0108579901121273
MED25	10.6939	10.19385	-0.0690890614812002	0.369760266900159
MED26	6.671855	6.57938	-0.0201362951824144	0.792224814951355
MED27	25.68815	23.86745	-0.106058557468616	0.245364546275542
MED28	26.7818	25.8478	-0.0512114344386737	0.565554666787931
MED29	24.61	13.38745	-0.878363471047376	0.00515346975255609
MED30	25.659	22.57615	-0.184665467225895	0.260398499451498
MED31	13.08385	12.65625	-0.0479371219439798	0.813485375624684
MED4	14.30395	18.0648	0.33676768376725	0.00985525551394946
MED4-AS1	21.1816	24.9136	0.234121934520216	0.0722785742852489
MED6	22.36605	29.733	0.410754546708394	0.00994186144705479
MED7	11.91335	8.61229	-0.468110346945804	0.0395247323469035
MED8	21.1793	20.87425	-0.020930544102316	0.654799205943035
MED9	6.159475	9.19054	0.577342242377168	0.0601457847945648
MEF2A	7.391845	13.23435	0.840280928929403	0.0443982364236702
MEF2B	2.748015	1.358445	-1.01643372343607	0.100271195481352
MEF2BNB	11.1127	9.6836	-0.198593991740952	0.287236681164111
MEF2BNB-MEF2B	1.3046745	0.2573575	-2.34184418550495	0.249907963982691
MEF2D	5.857135	5.05631	-0.212110230052148	0.0864209435479998
MEFV	0.6003575	0.71635	0.254842792674141	0.0514374758081325
MEGF6	1.32472	0.367028	-1.85172542269468	3.53409865244734e-05
MEGF8	7.278965	5.486335	-0.407890610424802	0.116465324191436
MEGF9	2.784375	2.55987	-0.121282980127057	0.505780434754087
MEIG1	1.98893	0.8506525	-1.22535069958886	0.0389128332918993
MEIS1	2.306715	1.22381	-0.914460173818186	0.0028698476813956
MEIS2	1.407965	4.18568	1.5718505490499	0.0622518092177078
MEIS3	0.925579	1.9537	1.07778091423263	0.0100167183685076
MEIS3P1	1.306565	1.80505	0.466259901665284	0.0648509977466154
MELK	12.95785	31.33625	1.27400618085536	0.0046075645828403
MEMO1	23.38885	30.80725	0.397448978427042	0.107573137169102
MEN1	38.04575	34.03835	-0.160574198248226	0.181216247564483
MEPCE	61.1126	40.7655	-0.584121150776912	0.0270441254230427
MESDC1	13.70675	14.50615	0.0817781371682845	0.0822907612394234
MESDC2	25.90525	28.14805	0.119790474360741	0.206749350553175
MESP1	2.59216	8.02354	1.63008412601151	0.00833808543244792
MESP2	0.328199	1.380015	2.07204120020863	0.026540061179207
MET	14.92835	23.85445	0.676203707063868	0.026349291318872
METAP1	31.8384	40.4326	0.344751141620934	0.0558549822634525
METAP1D	0.8603965	6.01114	2.80456505979218	0.0143328698908738
METAP2	50.1138	73.09655	0.544595377926993	0.0464830844498497
METRN	72.17165	50.11515	-0.526185436728376	0.122574664627553
METRNL	47.56745	27.0539	-0.814138104102288	0.028470048936609
METTL1	20.3383	23.06245	0.181346688450879	0.444962548365377
METTL10	2.682075	7.210385	1.42672671402383	0.0348483275707181
METTL12	10.45	4.64593	-1.16946361989864	0.0135276513628247
METTL13	25.4079	30.32495	0.2552281271526	0.0828158879456178
METTL14	11.7835	11.095	-0.0868584525047331	0.300490989339071
METTL15	6.390055	6.841205	0.0984221130392561	0.345887770578683
METTL16	10.58865	19.46845	0.878619362389334	0.0374686735469904
METTL17	46.7022	45.79665	-0.0282484427289506	0.452266780938809
METTL18	3.207135	6.082865	0.923465902778434	0.0972862480508087
METTL21A	12.41855	13.40905	0.110710296130059	0.0802737005170602
METTL21B	1.743925	3.577985	1.03680934291052	0.0553927440571725
METTL21D	7.152915	8.099155	0.179240099078064	0.136100808961119
METTL22	5.89828	7.30426	0.308443809052847	0.0862030446455498
METTL23	34.96905	22.3919	-0.643101653939153	0.00619796056199694
METTL25	1.88992	2.089665	0.144946511696844	0.510522200671494
METTL2A	4.53772	5.95289	0.391622645624645	0.0373369875615874
METTL2B	3.00283	4.33292	0.529016798409605	0.133725694185563
METTL3	26.45255	49.96315	0.917457633199203	0.00836183666341613
METTL4	5.18271	10.51785	1.02106125244049	0.0435154818854123
METTL5	65.6556	109.2965	0.735257228272197	0.0816162767626157
METTL6	7.28058	12.76385	0.809938268416135	0.0405822845451017
METTL7A	3.150835	3.710615	0.235924113357839	0.150882560241258
METTL8	3.418145	4.911465	0.522939819821759	0.0370615063964848
METTL9	28.69415	36.9493	0.364790394522898	0.0150249873269836
MEX3A	0.08456665	0.6851515	3.01826229625204	0.0470317421279549
MEX3C	23.76585	31.317	0.39805601540636	0.115319823540019
MEX3D	5.710345	11.8985	1.05912989359824	0.00196194363977225
MFAP1	30.52015	36.33855	0.251738800814647	0.155868831900047
MFAP2	2.65835	6.07599	1.19258843218427	0.088292661715172
MFAP3	12.84805	12.3642	-0.0553805162826294	0.697504323346123
MFAP3L	1.84365	4.93348	1.42004086094336	0.00175754158034848
MFF	28.15525	33.7053	0.259571505134507	0.0406623626172003
MFGE8	21.0868	10.150645	-1.05476877427814	0.0616108912945919
MFHAS1	4.035925	6.17971	0.614639772312938	0.0400307728660545
MFI2	18.15255	13.50525	-0.426651880392154	0.0260103250097229
MFI2-AS1	1.588505	2.287935	0.526376434774401	0.33344774091833
MFN1	31.30795	26.55615	-0.237483040023977	0.0391787154182253
MFN2	61.12455	55.3667	-0.142733402921593	0.12059158732369
MFSD1	12.61485	26.04145	1.04568672897495	0.0472220062445576
MFSD10	60.54885	35.7916	-0.758478520856565	0.00881981128579059
MFSD11	29.9148	15.86385	-0.915116476266791	0.0339474256355297
MFSD12	93.3578	74.26485	-0.330091027903395	0.0480021696620137
MFSD2A	15.9841	12.5109	-0.353451937304053	0.0736047278008912
MFSD3	20.82505	13.30445	-0.646411088213833	0.00906034752940779
MFSD5	12.37175	18.76115	0.600698677447927	0.108489764587317
MFSD6	8.53942	12.0543	0.497337885257521	0.0750674021432413
MFSD8	3.32992	4.22304	0.342794394654588	0.0137549272860652
MFSD9	5.917905	6.18023	0.0625739924987552	0.390814913268877
MGA	5.5697	4.724125	-0.237552483124804	0.263491470508859
MGAT1	38.0831	22.19735	-0.77876346745425	0.00327841453719203
MGAT2	29.31095	21.60325	-0.440191359881771	0.100248822824188
MGAT4A	1.623825	2.512275	0.629598232616898	0.0572985029946322
MGAT4B	69.77845	96.1901	0.46310686666898	0.0138023503683384
MGAT5	5.65464	9.87135	0.803812221660212	0.0296689647189384
MGAT5B	1.033945	1.53402	0.56915784778763	0.0757887806721751
MGC12916	1.51486	1.2029	-0.332667756429804	0.253591363851878
MGC16142	0.682818	1.504995	1.14018569861079	0.0851926748854374
MGC21881	9.742975	6.743215	-0.530925766784506	0.0758263692711256
MGC2752	10.9617	10.59515	-0.0490675439401609	0.432409086721687
MGC32805	11.594985	2.872185	-2.01328037108233	0.115044445818642
MGC45800	2.45456	3.45916	0.49495731287137	0.0680733378842553
MGC57346	7.035525	11.7672	0.742041084203669	0.0369751558327182
MGC72080	29.103	25.71425	-0.178599801274826	0.0766278915201467
MGEA5	49.33375	24.80395	-0.992005068489377	3.02751383425542e-05
MGLL	3.567575	12.02475	1.75299123556996	0.000998734200701961
MGME1	22.9526	39.44185	0.781069635226105	0.0388217711250314
MGMT	12.76065	14.67105	0.201270308947775	0.364731423571834
MGP	35.74545	169.4615	2.24512602476074	0.0746796549703254
MGRN1	14.99995	14.5827	-0.0406998310510244	0.733115614808536
MGST1	495	802.6215	0.697291277235072	0.111120650621768
MGST2	15.03525	26.2258	0.802637925238594	0.152323487167392
MGST3	33.3715	26.0713	-0.356154012860265	0.0689221746052041
MIA	17.04145	1.2396495	-3.78104392084526	0.0591943404996295
MIA3	21.196	11.66065	-0.862143821516409	0.00179979064676064
MIB1	15.60685	11.33525	-0.461363170932331	0.160371885912093
MIB2	13.4512	5.33714	-1.33359612265735	0.0166856686055291
MICA	47.1774	21.86755	-1.10930431966229	0.000568730473316982
MICAL1	8.53295	5.63277	-0.599200030413866	0.0895764217116969
MICAL2	9.083445	17.3158	0.93077757747891	0.133983829800714
MICAL3	12.74295	8.9605	-0.508048158276905	0.120798755272945
MICALL1	12.37045	30.24745	1.28991553944325	0.00150857134690215
MICALL2	11.70695	1.988345	-2.55772525350517	0.0153555714007711
MICB	11.81505	8.85933	-0.415356232590934	0.0205091831895453
MICU1	22.8461	12.35405	-0.886963832705373	0.00481971072774199
MID1	8.99524	5.743205	-0.64730571550369	0.0337625903703968
MID1IP1	63.02865	38.8638	-0.697580791480585	0.0298903836647165
MID2	1.115265	0.569426	-0.969806278909048	0.101993956378827
MIDN	39.833	19.0404	-1.06490035251303	0.00305721814180136
MIEN1	40.56955	35.1847	-0.205449088143798	0.234409653649141
MIER1	6.742945	5.91527	-0.188934808848145	0.211806839801741
MIER2	6.811705	8.35235	0.294166211995257	0.166554793903575
MIER3	3.39621	4.97449	0.550622954985659	0.0475515656111109
MIF	826.7085	800.321	-0.0467999550028715	0.561595165057298
MIF4GD	12.02565	14.12935	0.232580222727974	0.295330527887644
MIIP	10.76065	13.87685	0.36691489106434	0.0599098323489477
MILR1	2.151925	1.6851	-0.352793588468754	0.290664641254068
MINA	17.59825	18.45945	0.0689275965322257	0.386544405154334
MINK1	32.81785	26.11125	-0.329809202358246	0.0966593092542381
MINOS1	19.6713	20.12095	0.032606119941489	0.866702502778492
MINPP1	20.29465	12.02395	-0.755188544516948	0.0109785976575684
MIOS	8.4847	9.719855	0.196071141782865	0.0402388521583367
MIPEP	16.3262	12.6605	-0.36685465378353	0.00692300589111161
MIPEPP3	1.676755	0.923251	-0.860877078934623	0.213619428885355
MIPOL1	1.0214	1.81335	0.828109446595269	0.000234112216016226
MIR100HG	2.424415	7.932345	1.7101107520706	0.0232204332370692
MIR1182	53.33075	23.6739	-1.17167022414631	0.4085672167794
MIR1229	59.8683	80.44985	0.426297426481967	0.600935363137273
MIR1248	37.8614	16.555435	-1.19342283996159	0.204543985686797
MIR1282	3037.715	3830.435	0.334521718063697	0.609892047370138
MIR1304	361.697	257.6505	-0.489366239784362	0.340031091792619
MIR1306	23.77545	0.712925	-5.05957852458619	0.233980989504878
MIR1307	0.01	0.01	0	1
MIR147B	16.14145	0.077169	-7.70853305700504	0.501326343260281
MIR155HG	0.6773405	0.868221	0.358181057109082	0.420399708687906
MIR17HG	2.92909	5.14726	0.813352135715537	0.194695667267555
MIR186	123.56725	40.1719	-1.6210378222072	0.214501093641127
MIR1914	90.63455	53.4954	-0.760646270840067	0.436852055023571
MIR205HG	8.679365	10.816255	0.317539668435455	0.283268010806775
MIR210HG	4.43055	0.4522405	-3.29232370102704	0.0127372038439899
MIR2110	53.069	0.01	-12.3736536483987	0.499999999999999
MIR22HG	26.1188	4.823535	-2.43692587545019	0.0166031625706405
MIR25	246.174	228.5785	-0.106988687050265	0.847705904284773
MIR3064	5660.01	5008.8	-0.176339595654532	0.210171567088049
MIR3176	37.37645	124.24375	1.73297182567402	0.265775760862541
MIR3198-2	50.152	15.92585	-1.65493686032877	0.617486926568912
MIR324	1295.265	242.105	-2.4195425114408	0.0607761811419546
MIR3605	42.42275	16.2384	-1.38542865666492	0.104865953823269
MIR3648	89.30615	22.14285	-2.01191860591896	0.0442292076396462
MIR3652	347.453	0.01	-15.0845302170897	0.0784805175145094
MIR3653	98.33205	23.88115	-2.04178940867507	0.185682816633089
MIR3655	156.49	355.4435	1.18354978331099	0.409633502868576
MIR3658	0.01	11.91915	10.2190656400503	0.499999999999999
MIR3661	2304.765	2907.61	0.335214115310808	0.0148974840514604
MIR3685	103.2715	318.261	1.62376821232061	0.347151065525422
MIR3687	2083.95	655.563	-1.66851432751034	0.024532421401491
MIR3916	170.986	130.9495	-0.384867653786449	0.445068233583243
MIR3936	28.852	22.19095	-0.378699897940537	0.674188527536544
MIR3942	12.836705	15.3268	0.255781585274297	0.647808686200465
MIR4258	26.319	23.7463	-0.148401935157168	0.847411298705352
MIR4292	311.922	554.771	0.830707064214546	0.135559904484854
MIR4321	0.01	53.1312295	12.3753443829997	0.499439487588845
MIR4442	310.4515	426.2275	0.45725577579289	0.6267609114233
MIR4453	21.35485	7.7738	-1.45787186787485	0.639341337922474
MIR4461	244489	278333.5	0.187045003562478	0.545820174331188
MIR4517	127.90625	356.9715	1.48072213485501	0.0706823125073717
MIR4664	313.359	162.003	-0.951795900002543	0.0578575026496673
MIR4687	59.87835	0.115045	-9.02369237341401	0.00178630114072021
MIR4691	83.3728	94.59355	0.182165026960233	0.889419090770843
MIR4700	115.6671696	2.774785	-5.38145963410453	0.507414093620166
MIR4712	54.6883	73.48925	0.42630101185379	0.600934166996869
MIR4721	258.004	83.7273	-1.62362342522764	0.258363701820994
MIR4737	404.8425	472.7735	0.223788420729983	0.511497983760196
MIR4763	21.12285	0.01	-11.0445887880834	0.302442083194301
MIR4793	12.32765	16.69195	0.437254696864938	0.85428000709582
MIR4800	0.01	0.01133575	0.180879846348689	0.5
MIR497HG	14.42385	6.72956	-1.09987221368734	0.0727415423749951
MIR5001	54.60365	32.4768	-0.749587903742564	0.271970193682577
MIR5010	23.5827	5.298415	-2.15409615016658	0.355181255158558
MIR5047	2669.3	2446.82	-0.125553484022987	0.202226999986568
MIR555	7.41834025	0.860345	-3.10810923564865	0.537279565399155
MIR564	251.089	99.5514	-1.33468531677849	0.344986945510559
MIR570	129.7655	66.8616	-0.956657089147462	0.0396956222047381
MIR572	73.8651	26.6816	-1.46904769418083	0.13267077731471
MIR600	13.1226	0.01	-10.3578378762252	0.133186113253466
MIR600HG	1.41619	1.79978	0.345805731988218	0.0234137804187009
MIR614	378.8825	993.423	1.39065764331031	0.0360348193985512
MIR621	26.2887	223.388	3.08703698267266	0.00837332437146406
MIR631	100.89415	269.8685	1.41941406303197	0.0239623817602511
MIR636	62.8825	22.3646	-1.4914416201313	0.00947833432331329
MIR639	13.22265	5.7571	-1.19959716466069	0.417163792838307
MIR647	71.1178	38.22675	-0.895628146779217	0.244527022911752
MIR663A	2336.875	714.4925	-1.709589793484	0.0288900341021682
MIR663B	354.6845	81.4533	-2.12249123029643	0.0470975838192705
MIR671	107.7425	32.65825	-1.72206805528024	0.221386115530305
MIR7-1	24.9577	26.14075	0.0668155464296371	0.935761282377697
MIR762	378.91	392.4025	0.0504790177872422	0.931490611152267
MIR939	110.5393	98.90355	-0.160465171218287	0.913818064018877
MIRLET7BHG	2.037235	0.9085125	-1.1650341388814	0.00120279411549605
MIRLET7DHG	3.53382	2.91226	-0.279089394253886	0.217930467518613
MIS12	26.02595	30.58535	0.232889959704889	0.0476766375476927
MIS18A	16.04	23.1114	0.526930513593886	0.0741909432272091
MIS18BP1	16.19245	20.39895	0.333173604673491	0.0982074495468543
MITD1	25.7493	40.0156	0.636029328509048	0.104773769425545
MITF	1.8823	1.334645	-0.49604052949242	0.146435473901213
MKI67	39.31075	28.7168	-0.453028894604101	0.160616491373547
MKI67IP	58.0969	98.371	0.759771883651599	0.0502041862830472
MKKS	56.7389	98.5608	0.796675784892575	0.0351195947847338
MKL1	12.14645	6.523475	-0.896822138270133	0.0126762187671067
MKL2	4.77714	6.523225	0.449438233628566	0.16699194492946
MKLN1	6.68803	6.063405	-0.141453129573223	0.249930254234004
MKNK1	30.76655	9.410455	-1.70902629171686	0.0307406747536715
MKNK2	72.9656	43.81265	-0.73586897998362	0.00399040597556712
MKRN1	15.34295	16.10545	0.0699730738917383	0.37752574421751
MKRN2	32.2267	35.41885	0.13626090596244	0.0573131866257283
MKRN3	3.072455	0.5844935	-2.39413299453122	0.0326296892278196
MKS1	2.63605	5.985675	1.18313621264249	0.0385051232248488
MLANA	1.2067	0.6262135	-0.946340533740988	0.0346636257294108
MLEC	43.6396	50.79875	0.219155119176489	0.0680931464884615
MLF1	4.1884	3.711325	-0.174464885823127	0.321944747726166
MLF1IP	36.13555	55.87025	0.628661422907493	0.0153574298784317
MLF2	230.0565	191.379	-0.265555687104991	0.106192728614126
MLH1	13.75035	23.51105	0.773870629659478	0.00350820385127376
MLH3	3.7975	5.055865	0.412907976946131	0.0298531742649204
MLK7-AS1	1.520885	2.4536	0.689989002285726	0.0267672380924637
MLKL	1.73633	12.9748	2.90159922848044	0.00086933261440496
MLL	5.73093	5.591925	-0.0354242635417192	0.888587233240571
MLL2	7.989995	9.225505	0.20743328547306	0.589831390109777
MLL3	4.62269	3.718905	-0.313854723382569	0.380626864547414
MLL4	7.73331	8.97078	0.214147384879804	0.254022513092647
MLL5	6.027255	6.473135	0.10296348884865	0.59612138190988
MLLT1	14.97295	30.5	1.02645075066562	0.0045222804190053
MLLT10	7.43908	14.4563	0.958502233077761	0.00468703926806333
MLLT10P1	1.465825	1.22459	-0.259414067954634	0.60958249690133
MLLT11	4.127105	5.18186	0.328339895054564	0.17049408824986
MLLT3	6.61513	5.29324	-0.32161844003387	0.0418367615229166
MLLT4	27.52005	19.22495	-0.517503245163736	0.0165244506505668
MLLT6	4.470185	21.4342	2.26150812754771	0.031695622534479
MLPH	1.311645	3.75669	1.51808476672146	0.00192383731359161
MLST8	29.3979	44.56035	0.600047462658968	0.0354178195685015
MLX	23.21115	41.4671	0.83714915295001	0.002879133008724
MLXIP	13.60325	12.9404	-0.0720691588832409	0.556343802666653
MLYCD	4.009145	4.167895	0.0560243360391201	0.22796847122898
MMAB	7.569125	9.991995	0.400646222461278	0.100908052010366
MMACHC	2.55818	7.458145	1.54369906656388	0.0101656361028115
MMADHC	105.786	131.3275	0.312020338448677	0.0526823223759556
MMD	6.63163	8.713555	0.393897920430843	0.130839740351227
MME	1.008495	2.18124	1.11294458597675	0.0243871845441339
MMEL1	0.844098	0.989315	0.229019445368822	0.502525095218973
MMGT1	18.069	18.92685	0.0669176581977463	0.304086492623992
MMP11	0.9639245	1.470865	0.609672782199015	0.05742600501433
MMP14	0.943446	1.34597	0.512634404631527	0.078429885281998
MMP15	10.40415	22.76925	1.1299276667473	0.00211475936438268
MMP17	9.193995	6.17036	-0.575337217954294	0.0257024209999451
MMP19	2.018735	1.45182	-0.475588944296714	0.145837575507673
MMP2	1.3958	1.442535	0.0475140862721078	0.323433468683864
MMP24	2.0014	1.553775	-0.365231929028094	0.139757596871448
MMP25	0.6442855	0.478447	-0.42934100756029	0.258579762602027
MMP7	1.642735	2.296175	0.483132830563575	0.211700409531721
MMP9	0.871482	0.5444235	-0.67874152454489	0.232472246048969
MMS19	27.36925	28.03875	0.0348661327146854	0.477837206691486
MMS22L	2.918165	9.605725	1.71883304761971	0.0377811127203609
MNAT1	56.1344	54.60005	-0.0399828746488253	0.203560229250687
MND1	13.56405	43.9387	1.69570417827514	0.00259158994216372
MNF1	36.3596	29.3845	-0.307280978248857	0.22727415679035
MNS1	2.3336	7.47	1.67855095166578	0.0448482053332971
MNT	6.902685	7.03408	0.0272040938766283	0.755689195730202
MNX1	0.392788	1.27312	1.69654564931472	0.0609386506184665
MOAP1	17.94805	9.684105	-0.89013648124934	0.0492817132427956
MOB1A	125.648	88.1235	-0.511789006535339	0.0369618015563394
MOB1B	8.521955	5.32446	-0.67854921696519	0.112128812127749
MOB2	23.09245	20.33715	-0.183303726873159	0.308143085804213
MOB3A	16.56075	6.67438	-1.3110622782528	0.00521840082786438
MOB3C	9.718935	4.10533	-1.24330003684073	0.0138322247173899
