SUM149_DMSO_12H_R	SUM149_JQ1_12H_R	SUM149R_DMSO_12H_R	SUM149R_JQ1_12H_R
LINC00152	16.3976	9.951485	25.0681	12.6584
LINC00158	0.2190455	0.0212466	0.01931915	0
LINC00159	0	0	0	0
LINC00160	0.095113	0	0	0.0247051
LINC00161	0	0.0425376	0.05620125	0
LINC00162	0.3728735	0.07765855	0.4783925	0.074105
LINC00163	0.06193	0.03390545	0.0060208	0.0075422
LINC00167	0.326533	0.371704	0.3086425	0.335806
LINC00173	0.1484795	0.1862223	0.3283155	0.223788
LINC00174	4.768665	3.27293	2.48252	1.5539
LINC00176	0.3828615	0.492407	0.8019185	0.773382
LINC00184	0.207226	0.1191644	0.1460995	0.0519721
LINC00189	0.0669842	0.15300435	0.214151	0.0959043
LINC00200	0	0.01212405	0	0
LINC00202-1	0.224784	0.950112	0.489583	1.19046
LINC00202-2	0.05983025	0.1308885	0.07943295	0.176494
LINC00207	0	0	0	0
LINC00208	0	0.01602265	0	0
LINC00210	0	0.02916965	0	0
LINC00221	0.261767	0.2380395	0.17178	0.2154635
LINC00222	0.01698595	0.0608899	0.0151642	0.02515445
LINC00226	0	0	0	0
LINC00229	0	0	0	0
LINC00235	3.070815	3.515625	1.68475	2.61716
LINC00238	0.01851135	0.01573545	0.01397125	0.01304585
LINC00239	2.54765	3.43601	1.57945	0.883786
LINC00240	0.9983755	1.02592	0.638637	0.954676
LINC00242	0.0734944	0.06131775	0.1570705	0.2233625
LINC00244	0	0	0	0.06579815
LINC00251	0	0	0	0
LINC00254	0	0	0	0
LINC00260	0.706651	0.6913985	0.5164595	0.522138
LINC00261	0.005	0.01380155	0.01	0.01015495
LINC00263	9.75199	8.3687	6.00357	5.03538
LINC00264	0.0353857	0.13666425	0.08259645	0.2018395
LINC00265	2.04132	1.69407	1.31534	1.048302
LINC00266-1	1.225671	0.8552525	0.412985	0.436383
LINC00271	0.07763725	0.09477475	0.0503468	0.0169345
LINC00272	0	0.049469	0	0
LINC00273	1.37849	4.232815	2.033275	4.602785
LINC00277	0.3544045	0.1337815	0.3105935	0.127174
LINC00278	0	0	0	0
LINC00282	0.0214778	0.0210842	0.00975945	0.01
LINC00284	0.09424855	0.01145655	0.0350759	0.01247155
LINC00290	0	0	0	0
LINC00293	0.02050395	0.0385552	0.0063193	0
LINC00294	4.339265	3.743115	6.22206	5.42661
LINC00297	0	0	0	0
LINC00299	0	0.0224178	0.0068432	0.014945
LINC00301	0	0	0	0
LINC00303	0.0118771	0	0.0366875	0.0092551
LINC00304	0.00763325	0.0194658	0	0.0059481
LINC00305	0	0	0	0
LINC00307	0	0	0	0
LINC00308	0	0	0	0
LINC00309	0	0.01	0	0
LINC00310	0.304638	0.8174355	0.404068	0.5147665
LINC00311	0.8158025	1.000274	0.655126	0.6000565
LINC00312	0	0	0.005	0
LINC00313	4.033175	0.966902	3.8048	1.199955
LINC00314	0.1668085	0.390562	0.1250897	0.14809615
LINC00317	0	0.09986255	0	0
LINC00319	1.388045	0.483812	1.11128	0.586586
LINC00320	0.00859835	0.03018855	0.0194685	0.00812935
LINC00323	0	0	0	0
LINC00324	0.315739	0.786096	0.177476	0.3701985
LINC00326	0.0473181	0.0136601	0.11731315	0.01200085
LINC00327	0.2190875	0.2297095	0.152605	0.185314
LINC00330	0.4265075	0.605651	0.4151545	0.6241765
LINC00331	0.1141183	0.2946705	0.29698	0.1533391
LINC00332	0	0	0	0
LINC00333	0.1473285	0.352401	0.10004515	0.216195
LINC00336	0.3550675	0.4041175	0.196499	0.2115785
LINC00338	4.136895	2.364915	3.568015	2.05252
LINC00339	21.3862	20.49495	13.93785	15.89415
LINC00340	0.179494	0.0488102	0.1996995	0.02312565
LINC00341	0.389828	0.3100435	0.383733	0.154383
LINC00343	0	0	0	0
LINC00346	0.892308	0.6912315	0.673527	0.3624905
LINC00347	0	0.00743045	0	0
LINC00348	0.199086	0.4510535	0.258941	0.2651095
LINC00351	0	0.0338901	0.03013305	0.01844625
LINC00353	0	0.0305462	0.051984	0.16673915
LINC00359	0	0	0	0
LINC00366	0.419253	0.205177	0	0.073949
LINC00379	0.2301165	0	0.132081	0.03331985
LINC00381	0.33325	0.5687435	0.2508	0.251251
LINC00398	0.0442924	0	0	0
LINC00410	0.0758051	0.201977	0.08657845	0.10215165
LINC00421	0	0.0466564	0	0
LINC00423	0.00932905	0.0119781	0.0101923	0
LINC00424	0	0.0529085	0	0
LINC00426	0.03023005	0.00954985	0.0177443	0.01062175
LINC00433	0	0.0203598	0	0
LINC00439	0.22271605	1.264815	0.4108805	0.5848185
LINC00441	0.01144255	0.01407995	0	0.02581415
LINC00442	0	0.03479765	0	0
LINC00443	0	0	0	0
LINC00446	0	0	0	0
LINC00457	0	0	0	0
LINC00460	45.5589	13.071	54.5339	15.96595
LINC00461	0.5416455	0.26644	0.292337	0.1290325
LINC00462	0	0	0.01499455	0.0179515
LINC00466	0.2649385	0.465818	0.210385	0.277878
LINC00467	26.95645	26.72715	11.75545	15.564
LINC00469	0	0	0	0
LINC00470	0.12770665	0.143957	0.05669945	0.1489315
LINC00471	2.53305	1.428755	0.9246645	1.0091615
LINC00472	1.545505	2.93218	2.7144	3.017185
LINC00473	34.86035	14.16355	14.3311	9.01784
LINC00474	0	0	0	0
LINC00475	0.00598615	0.0374696	0	0
LINC00476	6.5531	9.798785	4.31448	5.864525
LINC00477	0.0563549	0.1535115	0.06383315	0.0275896
LINC00478	0.0956949	0.02603525	0.039107	0
LINC00479	0.1862535	0.1106965	0.169654	0.03739605
LINC00482	0.10293215	0.10711675	0.03476785	0.03069785
LINC00483	0.4595935	0.80385	0.7722575	0.5458375
LINC00485	0.0932446	0.126858	0.07920755	0.07638705
LINC00486	0	0	0	0.0127235
LINC00487	0	0	0	0
LINC00488	0.138202	0.152493	0.129643	0.141853
LINC00489	0	0	0	0
LINC00493	122.7185	81.79625	117.5985	90.78195
LINC00494	0.02472855	0.01	0.01	0.005
LINC00499	0	0.03914195	0	0
LINC00502	0	0	0	0
LINC00507	0.7565495	0.730278	0.3272065	0.4079915
LINC00511	0.491522	0.1649465	0.778545	0.4684915
LINC00514	2.665945	1.46836	1.052646	0.77422
LINC00515	0.0435196	0.2700795	0.24214	0.2663915
LINC00516	0	0	0	0
LINC00518	0.2733595	0.1580375	0.2181565	0.0606358
LINC00520	0.1814495	0.2432905	0.87742	0.501745
LINC00521	0.0062036	0.02323215	0.0141836	0.02222245
LINC00523	0	0	0	0
LINC00525	1.147815	0.3271545	0.8783365	0.1363125
LINC00526	1.1880305	2.21937	1.817775	2.58792
LINC00534	0.0556735	0.06047575	0.162057	0.0403167
LINC00535	0.0244886	0.05549715	0.02843005	0.02581325
LINC00536	0.237046	0.173879	0.2552955	0.219641
LINC00538	0	0.0081149	0	0
LINC00544	0	0	0	0
LINC00547	0.557672	1.0193265	0.616196	0.494841
LINC00548	0.02489605	0	0	0
LINC00550	0	0.00819645	0.01261475	0
LINC00551	0.0060981	0	0	0
LINC00552	0.0508795	0.0230105	0.06027465	0.0605347
LINC00558	0	0	0	0
LINC00559	0.04051115	0.0880111	0.0890364	0.0880101
LINC00563	0.0089862	0	0	0
LINC00565	1.735105	0.279026	3.04098	0.859149
LINC00568	1.32443	2.153555	0.6403625	1.2143905
LINC00570	0	0.01174415	0	0
LINC00571	0.1316913	0.4648525	0.2267625	0.1144095
LINC00574	0.5378255	0.655639	0.4224975	0.569375
LINC00575	0.050021	0.0856335	0.0546495	0.0416242
LINC00577	0	0	0	0
LINC00578	0.395578	0.9577505	0.4231815	0.7064535
LINC00582	0.03950555	0.1007445	0.12341135	0.0989188
LINC00583	0	0	0	0
LINC00588	0	0.00791655	0	0.00725705
LINC00589	0.02700375	0.0457475	0.3023175	0.05509825
LINC00592	0.3223635	0.2071505	0.269717	0.203822
LINC00593	0	0	0	0
LINC00595	0	0	0	0.01807985
LINC00597	0.04069165	0.0729342	0.0380113	0
LINC00598	0.36774	0.370087	0.281424	0.282218
LINC00599	0.005	0	0	0
LINC00601	2.696365	1.274905	1.9692	0.9434515
LINC00602	9.37709	3.384975	3.70458	2.836885
LINC00605	0.1165802	0.0607318	0.08046975	0.04668305
LINC00606	0	0.005	0	0
LINC00607	0.0257379	0.04621395	0.0277456	0.02807125
LINC00608	0	0.01574645	0	0
LINC00609	0.056592	0.03633075	0.03091425	0
LINC00612	0.0739138	0.0470265	0.0300933	0.02071695
LINC00615	0.0129432	0.0454433	0.00976875	0.02232305
LINC00616	0	0	0.0203484	0
LINC00617	0.121888	0.131289	0.1556425	0.128774
LINC00619	0	0.01504365	0	0
LINC00620	0.1059268	0.221144	0.13783165	0.08323215
LINC00622	0.129402	0.282136	0.225011	0.1055585
LINC00623	0	0	0	0
LINC00624	0.0430488	0.02124175	0.0127589	0.02077275
LINC00626	0.03500595	0	0.0319758	0
LINC00628	0.0484392	0.0497629	0	0.0517906
LINC00629	0.3780285	0.311661	0.2152245	0.11037775
LINC00630	1.24719	0.89572	1.20797	1.26377
LINC00633	0	0.03091515	0	0
LINC00634	0.909876	0.8925715	0.5077585	0.5863955
LINC00635	0	0	0	0
LINC00636	0.03362025	0.01199965	0.0334442	0.01100005
LINC00637	0.3486415	0.3351105	0.1895155	0.208495
LINC00638	1.48549	2.10415	2.46842	2.427455
LINC00639	0.9385095	0.06887315	0.6426045	0.0333605
LINC00640	0.0787129	0.3175775	0.15544555	0.171003
LINC00641	4.28281	3.724275	4.64583	4.1042
LINC00642	0	0.052303	0	0
LINC00643	0.03384925	0.0757902	0.0241204	0.03677685
LINC00645	0	0	0	0
LINC00648	0.04727315	0.0759343	0.08087965	0.0435985
LINC00649	0.531011	1.0631295	0.3999955	0.4200075
LINC00651	0.079212	0.03366695	0	0
LINC00652	1.067986	1.510155	0.9393915	0.8420775
LINC00654	0	0.01	0.005	0
LINC00656	0	0.0235858	0	0
LINC00657	47.68295	76.02035	53.4655	74.0804
LINC00658	0	0.00976085	0	0
LINC00659	2.196915	3.510585	2.73438	3.15904
LINC00661	0	0.03483535	0	0.005
LINC00662	3.74314	5.388415	3.97266	4.67626
LINC00663	0.932244	1.30603	0.91808	1.070575
LINC00665	27.09415	18.6282	4.76825	2.858385
LINC00667	3.772345	3.534755	4.524435	4.430515
LINC00668	0.1839765	0.1490745	0.11563795	0.12259045
LINC00669	1.943865	1.16639	2.123105	1.83873
LINC00670	1.011745	1.0110965	0.858461	0.854476
LINC00671	0.271191	0.4036475	0.211673	0.1784435
LINC00672	0.172839	0.443066	0.1582355	0.292285
LINC00673	11.0528	8.033485	8.41887	4.18345
LINC00674	3.030315	2.650035	2.74062	2.47566
LINC00675	0	0.0203821	0.0362452	0
LINC00684	0	0	0	0
LINC00685	0	0	0	0
LINC00689	3.691075	0.606797	2.89607	2.18057
LINC00691	0.0463979	0.145711	0.05846935	0.0671595
LINC00692	0.0443822	0.11080575	0.01616295	0.0369348
LINC00693	0.0437028	0.1027211	0.00809935	0
LINC00696	0.1946415	0.2591465	0.201771	0.2288975
LINC00698	0	0.0084629	0	0
LINC00700	0.11943085	0.2363965	0.2542455	0.141797
LINC00701	0.01	0.0178024	0.005	0.01144365
LINC00704	4.019265	0.364312	2.135745	0.2131185
LINC00705	0.143633	0	0.08995465	0
LINC00707	6.19995	3.11145	7.8819	4.436305
LINC00710	0	0.0181776	0	0
LINC00837	0.005	0.0073776	0	0.005
LINC00838	0.0304188	0.06350545	0.02192345	0.03711515
LINC00839	0.11604045	0.219473	0.1135839	0.1252445
LINC00840	0	0.0302209	0.0135797	0
LINC00841	0	0	0	0
LINC00842	1.243505	0.1926275	1.0871665	0.2831635
LINC00847	6.234245	4.83944	5.218915	4.113595
LINC00851	0.0205623	0.0253018	0	0
LINC00852	0.4179535	0.374427	0.524923	0.5806585
LINC00853	0.3472635	0.1771115	0.656751	0.14937
LINC00854	0.1176005	0.5286495	0.07985805	0.18508
LINC00856	0	0.0050678	0.00899915	0
LINC00857	1.074865	0.91057	1.97337	1.98944
LINC00858	0	0.0108981	0	0
LINGO1	0	0.0101225	0.01361335	0
LINGO2	0	0	0	0
LINGO3	0.0465718	0.1415588	0.01219775	0.0139369
LINGO4	0.0283941	0	0.0097818	0.01009925
LINS	5.57378	7.41829	6.380325	7.145735
LIPA	27.6181	32.83835	21.86175	27.73215
LIPC	0	0	0	0
LIPE	0.05280445	0.153825	0.090192	0.153666
LIPF	0	0	0.0107566	0
LIPG	8.047165	15.70255	12.36895	14.61745
LIPH	1.0756965	1.018225	0.495819	0.3136025
LIPI	0	0.03817725	0.016794	0
LIPJ	0.01215525	0	0	0
LIPK	0.5783545	0.0802279	0.4201845	0.0391038
LIPM	0	0.0107814	0	0
LIPN	0	0	0.0123703	0.02441205
LIPT1	2.6531	3.679965	2.64967	3.13426
LIPT2	7.58865	13.0503	5.92304	9.25614
LITAF	30.05525	25.02725	24.82745	23.20175
LIX1	0.0422715	0.0680421	0.0441495	0.0467242
LIX1L	4.35613	7.2797	2.54936	4.7783
LLGL1	16.6862	14.70445	12.323	13.2402
LLGL2	24.91505	37.98935	18.49205	29.27
LLPH	36.74845	42.3597	50.1247	55.23595
LMAN1	75.1958	52.7522	87.32535	77.2652
LMAN1L	0	0.04392145	0.0229985	0.07630005
LMAN2	60.03915	65.49385	61.49535	69.3048
LMAN2L	10.19615	6.94511	17.5322	13.34675
LMBR1	10.5191	11.45845	14.8089	16.69065
LMBR1L	2.467425	4.422595	2.065875	3.96746
LMBRD1	14.4371	10.7396	12.2845	9.723595
LMBRD2	1.20068	1.77664	2.0378	3.64325
LMCD1	0.12037695	0.2563545	0.0390925	0.05885845
LMCD1-AS1	0.0652418	0.06927315	0.03078825	0.0213883
LMF1	0.0795297	0.0664009	0.3204035	0.21069
LMF2	32.72915	32.02155	28.23165	33.50245
LMLN	3.5828	4.780285	2.481755	3.32126
LMNA	162.6065	286.7505	140.463	178.9895
LMNB1	77.45685	30.4191	71.30195	45.1768
LMNB2	102.12255	63.01765	121.745	109.8955
LMO1	0.1785285	0.0362622	0.188129	0.04763855
LMO2	0.0447429	0.251693	0.07940995	0.337967
LMO3	0.06232625	0.1330309	0.07180965	0.1135315
LMO4	7.244015	12.1756	7.901825	10.75545
LMO7	11.0747	4.52802	8.44352	4.707145
LMOD1	0.0368551	0.0509163	0.0448732	0.02531785
LMOD2	0.00552785	0.027799	0	0
LMOD3	0.198385	0.2911625	0.238161	0.2268275
LMTK2	4.86526	6.82195	7.5183	10.7815
LMTK3	1.739395	2.808765	1.28432	1.335485
LMX1A	0	0.005	0.005	0
LMX1B	0.9887955	1.414205	0.5826935	0.834395
LNP1	4.02532	3.311845	2.88317	2.46399
LNPEP	0.01060095	0	0.02053645	0.00896815
LNX1	0.4049305	0.566066	0.530721	0.2803315
LNX1-AS1	0	0	0	0
LNX1-AS2	0.11764795	0.183216	0.0677422	0.0847089
LNX2	4.071625	5.574075	4.650205	6.358945
LOC100009676	4.607205	7.365275	3.50187	4.510225
LOC100093631	0.01	0.01	0.01	0.01
LOC100093698	0	0.00646955	0	0
LOC100126784	0.4926475	0.180177	0.783281	0.552047
LOC100127888	9.47774	7.773925	10.10057	11.76985
LOC100127983	0.653044	0.3797785	0.4343315	0.1518675
LOC100128054	0.1975705	0.1241653	0.1601085	0.123647
LOC100128076	0.1734042	0.802323	0.02658895	0.0914905
LOC100128164	0.0897271	0.20739	0.0726982	0.07551275
LOC100128176	0	0.02145095	0.01309615	0.03368385
LOC100128239	0	0	0.02907555	0.0417592
LOC100128252	5.85408	6.24037	0.795841	1.257295
LOC100128264	0.204571	0.214724	0.2169545	0.2757815
LOC100128288	1.344215	2.51773	0.956523	1.475895
LOC100128338	14.44035	4.941365	13.11555	3.624495
LOC100128361	2.05033	1.72224	1.46119	1.70326
LOC100128398	1.31833	1.108855	0.8435885	0.6044415
LOC100128420	0	0	0	0
LOC100128505	0	0.00889335	0	0
LOC100128531	1.774055	2.067725	1.66967	1.4197
LOC100128554	0	0	0	0
LOC100128568	0.532248	0.3391035	0.111529	0.1569035
LOC100128573	0.765392	1.93813	1.05016	0.696511
LOC100128593	0.309398	0.5193195	0.316503	0.3120555
LOC100128675	0.6876745	1.0197115	0.6034645	0.694977
LOC100128682	0.330555	0.478336	0.294664	0.2970435
LOC100128714	0.0481454	0.145178	0.0814926	0.127208
LOC100128750	0.298289	0.0195597	0.04993075	0.04169865
LOC100128770	1.16207	2.190475	0.9111785	1.041365
LOC100128787	0	0.0222719	0	0
LOC100128822	2.584225	4.02776	2.179265	3.179365
LOC100128881	22.1342	9.966765	15.2529	9.842265
LOC100128946	0	0.0176645	0	0
LOC100128993	0	0	0.02908615	0.01821805
LOC100129027	0.01	0.04031875	0	0.01946495
LOC100129034	16.1014	12.07915	18.6789	14.9621
LOC100129046	2.99688	2.00928	2.68302	2.57973
LOC100129055	0	0	0.005	0
LOC100129083	0.0204451	0.02515755	0	0
LOC100129138	0.8312105	0.776219	0.5381125	0.4951175
LOC100129148	24.28255	19.11695	30.6915	25.6889
LOC100129175	0.01470875	0.0073947	0.01313125	0.0082247
LOC100129213	0.281015	0.337526	0.3425775	0.3901905
LOC100129216	0.434332	0	1.3568125	0.676895
LOC100129250	2.92804	3.21179	3.601745	3.41198
LOC100129269	4.287755	6.36456	3.997165	3.989955
LOC100129316	0.04079075	0.01859155	0.0123116	0.01
LOC100129345	0	0	0.00838235	0
LOC100129361	7.5172	7.19821	8.027015	7.99331
LOC100129427	0	0.02560975	0.00781755	0
LOC100129480	1.27235	1.723655	1.167497	1.182845
LOC100129518	1.093015	1.07038	0.6061875	0.468031
LOC100129520	0	0	0	0.005
LOC100129534	0.03627025	0.0920242	0.14005915	0.143195
LOC100129550	0.6651735	0.9003085	0.64611	0.766414
LOC100129617	0.1191418	0.0931246	0.133145	0.11394465
LOC100129620	0	0.0172088	0	0
LOC100129636	0	0.0160767	0.01431395	0.0796577
LOC100129722	0.38892	0.4056795	0.1840775	0.200659
LOC100129726	0.657076	0.476506	0.490665	0.258937
LOC100129794	1.91582	2.103725	1.181495	1.50462
LOC100129858	0.2124045	0.2020885	0.172652	0.13708
LOC100129917	5.696745	9.971375	2.682185	3.87735
LOC100129924	0.1625765	0.4175375	0.108248	0.187683
LOC100129931	15.7388	11.84385	20.6805	15.6762
LOC100129935	0.0845113	0.1406905	0.08108065	0.1527395
LOC100129961	0.7712915	2.161565	0.8639205	1.844395
LOC100130000	0.389261	0.344988	0.354662	0.375336
LOC100130015	5.389095	6.23216	5.94453	4.33046
LOC100130075	0.0125798	0	0	0.0172168
LOC100130093	3.595755	2.96524	1.717415	1.302095
LOC100130155	0	0	0	0
LOC100130231	0.0298459	0.0709889	0.03499005	0.06667935
LOC100130238	0.01756845	0	0.1886565	0.0149085
LOC100130264	0	0.0087083	0	0
LOC100130275	2.402985	5.02332	1.121146	1.393505
LOC100130298	0.0346812	0	0.079293	0
LOC100130301	0	0	0.0326307	0
LOC100130331	0.10609685	0.175492	0.155269	0.2896965
LOC100130348	0.4172145	0.2295385	0.15260285	0.1637005
LOC100130357	0.3512575	0.784677	0.1830645	0.4645025
LOC100130370	0	0.09589135	0	0.04301725
LOC100130417	0.236574	0.13937075	0.1622062	0
LOC100130451	2.067925	3.06407	1.724965	1.585835
LOC100130452	0	0.045557	0.03876495	0
LOC100130476	0.1385735	0.1222232	0.2861745	0.208086
LOC100130480	0	0	0	0
LOC100130539	0	0	0	0
LOC100130557	1.90909	2.691165	1.350195	1.38672
LOC100130581	1.850085	2.09132	1.25423	1.04775
LOC100130673	0.03005655	0.0194026	0.00882125	0.0509473
LOC100130691	0.3315065	0.353398	0.173284	0.247626
LOC100130700	0	0	0	0
LOC100130705	0.243011	0.2880835	0.481778	0.3662825
LOC100130744	1.24445	1.742145	1.30058	1.66448
LOC100130776	17.7521	5.96415	17.5265	9.89343
LOC100130849	0.175583	0.2597315	0.0991297	0.10795615
LOC100130855	1.319305	1.0967825	1.404045	1.36028
LOC100130872	0.125205	0.153339	0.1363685	0.128746
LOC100130880	0	0	0	0
LOC100130894	0.5709575	0.9289325	0.56901	0.515814
LOC100130899	2.799665	2.24603	1.723015	1.311965
LOC100130950	0.210329	0.457359	0.1226385	0.142579
LOC100130954	0.413548	0.4766615	0.592225	0.4180805
LOC100130964	0	0	0	0
LOC100130987	1.95986	3.943145	1.0701625	2.131265
LOC100130992	1.143335	0.193743	0.574858	0.232845
LOC100131047	0.01119375	0	0.01251295	0.0342595
LOC100131060	0.09375335	0.0509193	0.0148547	0.0306745
LOC100131067	2.27873	2.805805	2.25156	3.00077
LOC100131089	7.165975	4.826605	5.471965	3.938225
LOC100131094	2.695835	2.320815	4.1179	3.36156
LOC100131096	0.331483	0.512087	0.251051	0.185478
LOC100131138	0.0686285	0	0	0
LOC100131234	0	0.06742475	0	0.060494
LOC100131257	1.180775	1.98703	0.9481455	0.9335095
LOC100131289	6.974535	2.13669	2.915965	1.44695
LOC100131320	0.0325976	0.0359532	0.00520725	0.01189935
LOC100131347	0.36432	0.619034	0.3605375	0.4352545
LOC100131434	0.402002	0.8464705	0.268835	0.386085
LOC100131496	0.304096	0.1914595	0.3530145	0.176229
LOC100131551	0.2614505	0.4817135	0.10747145	0.172327
LOC100131564	2.06433	1.44844	0.8741545	0.7015025
LOC100131626	4.60528	6.781505	3.69328	7.0186
LOC100131635	0	0	0	0
LOC100131655	1.300285	2.089435	0.902398	1.338325
LOC100131691	1.559045	2.90692	2.190365	2.43801
LOC100131726	0.5587335	0.0572417	0.882453	0.480729
LOC100131825	0.0069606	0.005	0.00795715	0.0128515
LOC100132077	3.02311	3.34194	2.774635	2.57478
LOC100132078	0.1088962	0.1361525	0.08586425	0.07702565
LOC100132111	5.606855	5.112125	3.33499	2.59368
LOC100132146	0	0	0	0
LOC100132215	1.69419	1.60677	1.90799	1.5366
LOC100132247	0.91416	1.39461	0.914851	0.966866
LOC100132273	1.063305	3.162165	1.070022	2.555565
LOC100132287	0.01290835	0.01	0	0
LOC100132352	11.58645	14.7056	11.08685	12.1387
LOC100132354	0.0149801	0.0390312	0.0521874	0
LOC100132356	0.4810125	0.3674075	0.438787	0.277647
LOC100132707	1.45005	0.7445175	1.30893	1.27465
LOC100132735	0	0	0	0
LOC100132741	0	0.07886115	0	0
LOC100132781	0.04945045	0.07673315	0.049997	0.06939635
LOC100132831	0	0.01554485	0.0069202	0.0068283
LOC100132832	2.02217	2.72641	1.60241	2.14784
LOC100132891	1.388505	0.489502	0.03737555	0.0426101
LOC100133050	0.05285295	0.0808688	0.02359225	0.02955385
LOC100133091	3.79081	5.102425	5.657965	5.36707
LOC100133123	0	0	0	0
LOC100133161	0.03228525	0.01539615	0.01336415	0.0110041
LOC100133286	0.2820575	0.268047	0.2621355	0.2544875
LOC100133315	1.536275	0.7930305	1.038525	0.777338
LOC100133331	0	0	0	0
LOC100133445	0.0204857	0.0355841	0	0
LOC100133461	0	0.0159455	0	0
LOC100133612	0.4002945	0.6337315	0.475482	0.397753
LOC100133669	1.49847	0.3528015	0.721628	0.308885
LOC100133920	0.0058911	0	0	0
LOC100133957	20.8495	22.94535	24.6829	26.86815
LOC100133985	1.87785	1.77363	1.677385	1.268765
LOC100134229	0.331348	0.997946	0.5400705	1.39493
LOC100134259	2.23704	1.465175	2.30418	0.7802535
LOC100134317	0.03950555	0	0	0
LOC100134368	0.7364945	0.623848	0.7661035	0.583844
LOC100134868	1.27966	4.40144	1.628965	3.16515
LOC100144595	0.448326	0.55178	0.355202	0.416121
LOC100144597	0	0	0	0
LOC100144602	0	0.06912355	0.01262425	0.0124566
LOC100144603	3.85046	9.66169	2.37754	5.19614
LOC100144604	0	0	0	0
LOC100169752	0.0285118	0.0495257	0	0
LOC100188947	1.410825	5.392755	1.481235	2.912305
LOC100190940	0.0898837	0.13527	0.08386335	0.0633612
LOC100190986	7.669825	10.7988	7.56381	8.19232
LOC100192426	0	0	0.0892915	0
LOC100216479	0.396849	0.7201575	0.392985	0.382224
LOC100216545	0.8102665	1.146305	0.9920095	0.984474
LOC100216546	0.4313585	1.222285	0.5376775	0.63705
LOC100233156	0	0	0	0
LOC100240734	0	0.0938606	0.3727135	0.1774065
LOC100240735	0.0596762	0.11475075	0.0692809	0.0592179
LOC100268168	1.421145	4.800005	1.515645	1.936405
LOC100270679	0	0	0	0
LOC100270746	4.350085	7.58465	1.43583	2.707795
LOC100270804	1.837495	2.25566	1.475695	1.658155
LOC100271702	0	0.01231905	0	0
LOC100271722	2.266935	0.1828265	0.905506	0.173622
LOC100271832	0	0.01162525	0	0.01021315
LOC100271836	0.3304145	0.703958	0.296641	0.49473
LOC100272216	0	0.05175055	0.02635115	0.0225236
LOC100272217	1.823115	3.833495	1.966545	2.94172
LOC100272228	0.5422795	1.203395	0.5360605	0.6404325
LOC100286793	0.233994	0.299901	0.2402175	0.147582
LOC100286922	0	0.01600335	0	0
LOC100287010	0	0	0.01395655	0
LOC100287015	2.985005	2.90441	1.89191	1.748925
LOC100287036	0.2520025	0.0792535	0.215452	0.2187605
LOC100287042	1.639405	0.858824	0.6793635	0.601877
LOC100287072	0.0542864	0.0697124	0.205531	0.09423625
LOC100287177	1.796845	1.466735	2.42907	1.331065
LOC100287225	0.0420229	0.09023225	0.1051089	0.0751776
LOC100287314	4.012405	2.82812	5.1591	2.24364
LOC100287534	0	0.005	0	0
LOC100287632	0	0	0.02420005	0
LOC100287792	0.730225	0.941476	0.4971985	0.644429
LOC100287834	0	0	0	0
LOC100287846	0.1968185	0.3752135	0.1347925	0.149611
LOC100287879	0	0.0071712	0	0
LOC100287944	0.0881335	0.147738	0.198527	0.1798265
LOC100288069	6.025725	5.408715	3.02328	3.16928
LOC100288079	0.03362075	0	0	0
LOC100288122	0	0	0	0
LOC100288123	2.02559	1.85963	1.534975	2.004455
LOC100288181	8.331355	2.37631	5.06979	1.998875
LOC100288198	3.613895	4.575305	4.657035	5.28038
LOC100288346	0	0	0.11732235	0.9561515
LOC100288432	0.557311	0.8129395	0.8049875	0.7062725
LOC100288524	0	0	0	0
LOC100288570	0	0	0	0
LOC100288637	6.278605	5.10845	5.838345	5.370365
LOC100288748	2.161595	2.72112	1.768425	1.941925
LOC100288778	6.54575	5.34461	6.38935	4.52146
LOC100288814	0.097315	0.059873	0.0265799	0
LOC100288842	8.214575	5.864485	7.273635	6.83202
LOC100288846	0.8984755	2.120125	0.4997405	0.7906785
LOC100288911	1.21483	1.0014965	0.9810215	1.121131
LOC100288966	0	0	0	0
LOC100288974	0.03497475	0.02245295	0	0.1070431
LOC100289019	4.44584	5.098765	6.559885	5.636725
LOC100289092	4.537005	1.82466	2.080745	1.28035
LOC100289137	0.460735	0.1588265	0.345069	0.176892
LOC100289187	0.08684205	0.641142	0.4630275	1.1654
LOC100289230	1.012084	2.450895	1.50268	1.61928
LOC100289341	7.340185	14.08445	2.926435	6.063415
LOC100289361	5.73265	13.5916	3.01684	4.98608
LOC100289473	0.8730115	0.893682	0.5097695	0.2467745
LOC100289495	0.343334	0.7221695	0.333946	0.503941
LOC100289509	0.3494915	0.3135865	0.377628	0.2416895
LOC100289511	0.5378165	0.9490165	0.459544	0.783057
LOC100289561	1.478895	2.349315	0.8249805	1.579665
LOC100289650	0	0.03239275	0.0144009	0
LOC100289656	0.0224981	0.0582042	0	0
LOC100289673	0.01464755	0.08823955	0.0336776	0.050525
LOC100292680	0.3552305	0.409703	0.284137	0.2958285
LOC100294145	4.93499	1.73714	2.94653	2.46458
LOC100294362	1.28645	1.32514	1.0762115	1.0368025
LOC100302640	1.91652	1.2756465	0.9001385	0.426535
LOC100303749	0	0.094537	0	0.0260045
LOC100335030	0.254102	0.383226	0.274591	0.2177105
LOC100379224	2.701885	5.20275	2.506835	3.807105
LOC100422737	0	0	0	0.0124336
