SUM149_JQ1_12H_R	SUM149R_JQ1_12H_R	LOG2_FOLD_CHANGE	P_VALUE
PLEC	153.477	97.30495	-0.657437366785624	0.0287178332079564
PLEK2	15.08525	29.90995	0.987486893011264	0.0159980805044077
PLEKHA1	14.125	19.4601	0.462268256215732	0.0840507383263066
PLEKHA2	10.13265	7.41953	-0.449611827249983	0.017608638875153
PLEKHA3	12.4773	14.05005	0.171269485674243	0.137719277002153
PLEKHA4	0.8280365	0.3674875	-1.17199918553235	0.228348925273708
PLEKHA5	8.882455	9.86077	0.15074183238887	0.127375095349952
PLEKHA6	4.68129	2.53194	-0.886662923678073	0.0226631005231934
PLEKHA7	1.24543	1.350935	0.117314324835557	0.359294391801944
PLEKHA8	5.70482	4.952675	-0.203973414096461	0.14379398169535
PLEKHA8P1	2.72891	1.60637	-0.764520583635611	0.125042799071855
PLEKHB1	10.7508	10.143705	-0.0838593245387224	0.390751042419956
PLEKHB2	38.7789	50.39055	0.377881322419675	0.0782560980975516
PLEKHF1	13.8738	13.18125	-0.0738758024226914	0.471844016213579
PLEKHF2	5.934985	6.485455	0.127963409544766	0.0992503189297729
PLEKHG2	3.972445	3.707795	-0.0994657639444564	0.21194099046958
PLEKHG3	4.38361	4.98997	0.186911691369947	0.28440914578383
PLEKHG4	1.293855	3.45332	1.41630808077481	0.00607223332939251
PLEKHG5	0.1897165	0.116165	-0.707669701514463	0.314511893415669
PLEKHG6	3.747595	2.951495	-0.344519152585429	0.19373078002653
PLEKHH1	2.3839	1.92033	-0.311969465949565	0.0197218968247113
PLEKHH3	9.40032	12.9709	0.464496811937097	0.035649801179791
PLEKHJ1	24.5444	28.57795	0.219508530656701	0.0625789026520397
PLEKHM1	11.8931	10.273	-0.211267260244414	0.0838486184652734
PLEKHM1P	1.92233	1.34502	-0.51522839469624	0.128774929138306
PLEKHM2	24.50735	22.56265	-0.119277969539519	0.228900414567345
PLEKHM3	1.201075	0.7726075	-0.636518654043305	0.00865406228797238
PLEKHN1	4.19914	1.615505	-1.37810867289638	0.0564555085446841
PLEKHO1	0.5852555	0.9589885	0.712446927555088	0.0755999592775304
PLEKHO2	2.483055	2.64408	0.0906496103209568	0.474541351210197
PLGRKT	34.63325	32.95315	-0.0717413976379906	0.556891657490916
PLIN2	14.31015	24.73325	0.789413030709536	0.0282417929613788
PLIN3	59.4051	64.0832	0.109359397179162	0.0166004390621218
PLK1	85.26405	104.0585	0.287385326834069	0.0767555408012404
PLK1S1	8.49282	9.44389	0.153137564252758	0.161255403888723
PLK2	11.74765	13.0098	0.147226594712757	0.144972442470769
PLK3	26.60165	10.05266	-1.40393843491018	0.00197551036934449
PLK4	9.982185	14.99655	0.58720309600571	0.0622584883073021
PLLP	0.6372835	1.149565	0.851080829532975	0.152941077718234
PLOD1	76.06015	50.3031	-0.596493473242026	0.0569091398719643
PLOD2	128.2285	74.117	-0.790840557898062	0.0190005490898013
PLOD3	27.33105	31.28185	0.194784949597939	0.161074373402752
PLP2	178.2775	141.19	-0.336486724053089	0.0557337688232328
PLRG1	61.59985	56.6161	-0.121714465240049	0.0455172008420982
PLS1	16.2975	21.7547	0.41667644683246	0.0263889536300908
PLS3	32.99655	44.82085	0.441854819559015	0.00403187264948315
PLSCR1	18.65315	30.031	0.687033233630735	0.00388350107063791
PLSCR3	10.1713	6.852265	-0.569851231250364	0.20958031766026
PLSCR4	1.82746	4.612635	1.33575130740013	0.0283815481656857
PLTP	2.43849	2.82841	0.214003209119034	0.141285860501188
PLXDC2	2.11767	2.483945	0.230155440170376	0.179267616103905
PLXNA1	13.13825	17.35485	0.401565772724421	0.0209777858174917
PLXNA2	0.6563505	2.26323	1.78584486115786	0.00114487105906569
PLXNA3	14.2711	9.55688	-0.578484931617992	0.00525576394247804
PLXNB1	4.31634	4.078845	-0.0816478266401613	0.430091108326987
PLXNB2	31.722	25.8363	-0.296084255162328	0.0609203993840022
PLXNB3	1.115685	0.368241	-1.59920758678326	0.00856485362976901
PLXNC1	0.4838235	0.789733	0.70688413169092	0.0222849243811602
PLXND1	5.545985	6.483765	0.225388087841117	0.0705655007598399
PM20D2	7.93939	26.87	1.75889624990067	0.0132382909622972
PMAIP1	38.33175	42.77075	0.158084641068753	0.217153778168028
PMCH	6.898945	15.3302	1.15192885456983	0.0148611610872187
PMEPA1	39.3412	86.85605	1.14258538014228	0.000198384685375782
PMF1	19.1237	22.04455	0.205060348292343	0.184006662857003
PMF1-BGLAP	1.744735	1.58399	-0.139444701107867	0.78157246752624
PML	14.6401	14.26695	-0.0372484607880117	0.398976496749701
PMM1	17.28	19.0239	0.138709819122324	0.0242378284102203
PMM2	20.49335	26.3107	0.360493794514376	0.0150505266463547
PMP22	6.546115	17.33835	1.40525575884688	0.0536658946876988
PMPCA	92.383	80.8798	-0.19184796657384	0.239756955426503
PMPCB	18.4274	22.8419	0.309830130377933	0.0667972722776966
PMS1	9.352135	12.06205	0.367107459895783	0.0994283778978237
PMS2	5.35456	5.454645	0.0267172765792241	0.507527146525856
PMS2CL	1.764685	1.39859	-0.335437587382014	0.237244881576437
PMS2P1	2.92505	3.48701	0.253529215522874	0.205980304628109
PMS2P3	3.06532	2.52948	-0.277196857863889	0.173878622428215
PMS2P4	6.577645	6.58603	0.00183793652668371	0.970311761751566
PMS2P5	4.35268	4.01602	-0.116137506072148	0.655682542402759
PMVK	10.72985	12.4315	0.212370476439369	0.150166996842635
PNISR	39.00985	35.4531	-0.137926669488248	0.105901731290506
PNKD	34.05935	26.5156	-0.361209507982005	0.163634506889723
PNKP	29.3207	19.30725	-0.602776855909634	0.0361198888814395
PNLIPRP3	2.677665	4.53549	0.760282945571867	0.0515510118984116
PNMA1	32.2097	23.31825	-0.466035703090235	0.0313541304384604
PNN	70.04505	79.357	0.18007438660755	0.076906611599087
PNO1	44.3948	51.58985	0.216696549394395	0.160174044004434
PNP	86.70705	95.70975	0.142516599011241	0.0590648123813638
PNPLA2	78.45335	76.39375	-0.0383804404435217	0.530254065975252
PNPLA3	5.089605	2.80764	-0.858195731404131	0.02939015022835
PNPLA4	14.99315	10.78935	-0.474695566638724	0.00513711347323218
PNPLA6	14.1718	13.49675	-0.070410960640567	0.47061141666955
PNPLA8	17.21585	18.14775	0.0760532776393184	0.187241630304609
PNPO	12.8334	21.49665	0.744208410695441	0.00913457859444255
PNPT1	19.516	28.7365	0.558226969169132	0.00510745547104175
PNRC1	24.4792	18.15765	-0.430978912179989	0.0515314769626951
PNRC2	84.2375	53.15705	-0.66420157757394	0.00446876937910442
POC1A	5.59476	6.208125	0.150081361511061	0.448621068462505
POC1B	5.24168	6.85791	0.38773969006492	0.122549924690937
POC1B-GALNT4	0.27082365	0.7966055	1.55651171104117	0.359145668176579
POC5	12.60765	11.9695	-0.0749365018449847	0.261285000198173
PODXL	9.23732	24.4668	1.40527917238162	0.00227736107817563
PODXL2	1.590225	3.74625	1.23621627271417	0.0216682645039279
POFUT1	18.84445	23.37735	0.310971710039765	0.0787926270336941
POFUT2	8.977835	5.815255	-0.626525126260055	0.0260391384887269
POGK	10.9949	17.1321	0.639867520611935	0.000913874556852486
POGLUT1	5.84732	6.68259	0.192631816274682	0.00332446582736365
POGZ	8.00703	7.41556	-0.110711566936693	0.00561880835804704
POLA1	12.753	14.8165	0.216368025141061	0.0500419814562225
POLA2	30.6322	39.08395	0.351527295133789	0.0213885554688801
POLB	38.89125	34.0586	-0.191426471687023	0.140095836741441
POLD1	23.5418	32.3243	0.45739449535425	0.0176272830254811
POLD2	87.66925	125.1935	0.514016848977787	0.0138925538380782
POLD3	6.29254	10.48695	0.736880761513681	0.0105908037765056
POLD4	52.76165	13.84065	-1.93057798426976	0.0273653361927898
POLDIP2	76.8811	108.6405	0.498861141301478	0.0189383501696592
POLDIP3	45.8799	53.59695	0.224288657839184	0.0023090420951758
POLE	17.3885	23.5951	0.440353800374978	0.00610235505621957
POLE2	3.551425	8.12853	1.19459645401581	0.0315668231995839
POLE3	81.90795	127.859	0.642478323505292	0.0509213213992573
POLE4	90.05765	142.546	0.662506819181791	0.00922233458838412
POLG	85.69375	126.304	0.559638437891707	0.0103509497253754
POLG2	9.236125	8.846085	-0.0622485935822139	0.675181548441798
POLH	5.30211	4.48519	-0.241397499961401	0.0410874730995646
POLI	3.79492	3.741785	-0.0203428079297538	0.856543576155766
POLK	3.46374	4.96594	0.519736189962984	0.079413096758635
POLL	8.728155	6.49331	-0.426722634809292	0.0359690111482728
POLM	6.22894	5.77581	-0.108963391421745	0.0694147817395851
POLQ	6.136265	9.6934	0.659641997398643	0.00460319559072797
POLR1A	19.0908	27.227	0.512160468010035	0.0145898547488121
POLR1B	12.49795	20.4757	0.712221300433385	0.0163674332889019
POLR1C	51.4971	48.888	-0.075010804732635	0.317020818807101
POLR1D	76.93665	75.9528	-0.018567862056442	0.808217572307113
POLR1E	9.45528	16.70155	0.820789912749236	0.0225111320017158
POLR2A	178.33	105.884	-0.752064822337873	0.0102291607825139
POLR2B	36.8304	39.20225	0.0900393938681394	0.0118795257748213
POLR2C	64.60385	71.4839	0.145998203298562	0.109586092252989
POLR2D	18.79905	22.9474	0.287670943886876	0.0178490456413423
POLR2E	68.6596	93.99995	0.453198536993193	0.00792424706391253
POLR2F	19.6054	29.43245	0.586156562511912	0.00889817469689644
POLR2G	126.3995	135.6275	0.10165897412856	0.256528967168526
POLR2H	116.427	141.7715	0.284141874847206	0.0225219165454259
POLR2I	24.6236	25.5023	0.0505856656546906	0.670021436820443
POLR2J	25.6238	30.48235	0.250489687269493	0.099526069031784
POLR2J2	1.283099	0.7676365	-0.74113727233578	0.377080401220085
POLR2J3	1.946965	1.209465	-0.6868579287854	0.0842440743771487
POLR2J4	1.578855	1.980325	0.326858534840048	0.233481806025076
POLR2K	69.8307	75.8668	0.119607252578384	0.0320910150794341
POLR2L	178.854	181.9315	0.0246129718438016	0.705822081178932
POLR2M	4.531845	7.503175	0.727402688910587	0.0287024277683127
POLR3A	10.30025	9.85691	-0.0634719954795815	0.0303414803532693
POLR3B	7.85799	8.14459	0.0516817432347153	0.349385078076388
POLR3C	12.1921	12.05955	-0.0157705666948255	0.530224894898187
POLR3D	9.38023	9.73832	0.0540496106094379	0.293738069153847
POLR3E	22.9796	27.23555	0.24513731595686	0.00216080013103699
POLR3F	16.88305	22.4099	0.408560654074728	0.0266160719920561
POLR3G	6.967675	11.8931	0.771375572665308	0.0355092817722338
POLR3GL	10.96555	6.668485	-0.717547234502887	0.0797422994696946
POLR3H	23.77915	29.4889	0.310474861741322	0.111527805383194
POLR3K	42.2511	64.13515	0.602126356860107	0.013664911189176
POLRMT	13.34545	24.69425	0.887827199601938	0.0160609642335447
POM121	9.49646	10.82765	0.189258434168405	0.0485560335412924
POM121C	6.169955	6.672075	0.112875538787447	0.292364304643097
POMGNT1	23.5245	16.334	-0.526285926792167	0.0131914358881859
POMP	103.579	107.898	0.0589365880452734	0.42573789777421
POMT1	16.19075	9.40247	-0.784058113535109	0.00752930304077548
POMT2	6.588515	6.289735	-0.0669540950857607	0.142431501783372
POMZP3	10.2661	9.92563	-0.0486576376555795	0.722334887197383
PON2	14.57525	17.69545	0.279857821079119	0.0138318117457384
PON3	1.33726	1.330175	-0.00766393063153993	0.978611332505776
POP1	13.5956	14.1692	0.0596184836068407	0.324198681091063
POP4	18.7946	26.61575	0.501962009007714	0.000946135668117583
POP5	49.2843	53.72255	0.12439965044809	0.000598567483943412
POP7	35.7077	64.2974	0.848525190117575	0.0245582741954028
POPDC3	8.934865	15.3995	0.785365673051512	0.0515644735064983
POR	62.77975	74.0231	0.237676271401437	0.151274839701317
PORCN	14.96995	8.33926	-0.844078128576884	0.0355052629715229
POT1	6.651575	9.011085	0.438004836358298	0.0485851844025382
POU2F1	3.305755	2.616345	-0.337427013909778	0.110862941684009
POU4F1	2.787905	2.4498	-0.186517427707613	0.16844791178844
POU5F1	1.022131	0.511803	-0.997919600071701	0.205302831732686
PP2D1	3.159115	2.90576	-0.120604906777592	0.270415187265177
PP7080	15.45095	16.69455	0.111681661411898	0.147824196751258
PPA1	165.288	158.8435	-0.0573759329239984	0.180643000504761
PPA2	38.06145	38.84125	0.0292591067344816	0.720498879361853
PPAN	20.36555	32.87405	0.690818426902378	0.00928869120233528
PPAN-P2RY11	1.5762	2.241645	0.508107216311042	0.325528201896929
PPAP2A	6.406475	8.41751	0.393862761094827	0.0423394485317163
PPAP2B	1.643155	2.852285	0.79564956573808	0.0247012190883156
PPAP2C	13.54935	17.69905	0.385448282299546	0.013679825554228
PPAPDC1A	3.596465	5.09354	0.502089110840548	0.04935311039181
PPAPDC1B	13.2411	7.310395	-0.857001712506958	0.0242165968190861
PPAPDC2	7.658555	6.49897	-0.23686112481948	0.0317481114875143
PPARA	1.275495	1.451585	0.186571810352091	0.278256540909628
PPARD	23.39075	18.8117	-0.31430789086254	0.0667780686700266
PPARG	14.6201	19.7278	0.432276899705379	0.0131824220556554
PPARGC1A	0.3965245	0.257315	-0.623874447833057	0.123973352529132
PPARGC1B	0.8618915	1.296925	0.589516881379872	0.0918037162546814
PPAT	9.63508	15.97075	0.729063514155928	0.00028794874539031
PPCDC	4.456415	7.26538	0.705154668148858	0.00454217606452959
PPCS	62.01545	36.0902	-0.781020542811629	0.00918825059018095
PPDPF	288.497	270.1695	-0.0946915017694128	0.238931882343041
PPFIA1	33.6248	38.93125	0.211402980753699	0.027284489928695
PPFIA3	1.0858	1.44426	0.41157209489707	0.0967578816163346
PPFIBP1	9.58963	9.370195	-0.0333960806754088	0.748612052647091
PPHLN1	68.9716	98.0877	0.508069801995875	0.046155757094309
PPIA	613.4955	690.756	0.171123426802201	0.186061821483939
PPIB	483.4795	617.9665	0.354073912337996	0.0553852121470814
PPIC	20.4375	23.748	0.216587287608499	0.07665713711951
PPID	43.4607	63.79285	0.553683322107127	0.0137573663019355
PPIE	50.693	42.2519	-0.262770326282619	0.0723089905756248
PPIF	66.837	67.09	0.00545076466335555	0.92117739836621
PPIG	41.8979	41.29725	-0.0208322199839894	0.612057329220185
PPIH	68.64905	44.51695	-0.624885003402916	0.0496177132888752
PPIL1	14.81875	14.304	-0.0510051160734148	0.168682706177897
PPIL2	12.4772	11.7632	-0.0850136394523862	0.125247584693376
PPIL3	5.713355	5.31254	-0.104936375994975	0.303677870313316
PPIL4	24.7276	26.04805	0.0750531519226159	0.0204932959290308
PPIL6	0.7451495	0.5768105	-0.369432476798551	0.101348972599331
PPIP5K1	5.80414	7.84007	0.433784216830117	0.0989434982768086
PPIP5K2	6.416955	9.203195	0.520245930976254	0.00535215011460453
PPL	30.63855	34.84455	0.185585001406869	0.0262503962689601
PPM1A	11.8001	12.02215	0.0268958399821529	0.522592095549165
PPM1B	20.74515	21.08685	0.0235695094645049	0.355985005056556
PPM1D	4.35261	5.759095	0.403961362014274	0.0262197682008342
PPM1E	0.3706905	1.09773	1.56623620206874	0.014171142660633
PPM1F	8.217275	8.541915	0.0558994929707409	0.534316038590353
PPM1G	90.24655	151.342	0.74586872978805	0.0468459365988498
PPM1H	3.086725	5.37441	0.800029427804181	0.0503476895530485
PPM1J	7.709005	2.83925	-1.44103477774078	0.00707517847247317
PPM1K	1.617765	1.54601	-0.0654524029993392	0.757634334699632
PPM1L	3.524715	3.99051	0.179066529925687	0.437476114821758
PPM1M	3.889425	2.4589	-0.661543823859814	0.055633761170814
PPM1N	1.545915	2.095655	0.438940233977109	0.0459615466081177
PPME1	34.55175	31.50755	-0.133061207050635	0.135188401177407
PPOX	4.009875	2.958585	-0.438649919948533	0.160011472573554
PPP1CA	238.397	176.639	-0.432562171191934	0.0184738633016651
PPP1CB	50.3386	62.8531	0.320318808759846	0.0558008603131739
PPP1CC	90.2306	139.716	0.630808560502696	0.0257619255708148
PPP1R10	56.4063	35.87505	-0.652875463218134	0.00140982787757495
PPP1R11	38.77235	26.3861	-0.555250051033476	0.0471147512535867
PPP1R12A	11.2901	13.1441	0.219357096856417	0.150376539308921
PPP1R12B	2.543345	2.299125	-0.145642268822794	0.537758610986873
PPP1R12C	32.2061	38.53245	0.258739951426516	0.121598737234145
PPP1R13B	7.840875	5.832885	-0.426805029883743	0.0128352523405591
PPP1R13L	9.568855	7.582105	-0.335747867875266	0.0684407280402166
PPP1R14B	224.4405	218.3475	-0.0397070190296232	0.537155829344136
PPP1R14C	11.79545	20.23295	0.778476223847009	0.0115224154283933
PPP1R14D	1.883295	1.61077	-0.225508493937554	0.586617019195209
PPP1R15A	28.2	27.3539	-0.0439486217620431	0.665360874626323
PPP1R15B	30.15285	25.753	-0.227553866357186	0.132238905552962
PPP1R16A	15.86145	7.035265	-1.17284799122125	0.0509978049210619
PPP1R18	18.3612	12.07595	-0.604523660909889	0.0242126029154093
PPP1R2	31.4034	27.00975	-0.217440479603237	0.0164246903746004
PPP1R21	24.6659	15.39305	-0.680238811241617	0.00276724566446167
PPP1R26	12.9193	24.84905	0.943662794079452	0.0100878922629293
PPP1R35	26.84815	21.3548	-0.330262294843651	0.135906482209902
PPP1R37	14.5644	15.46255	0.0863319913912183	0.152521025131672
PPP1R3B	3.577455	3.12542	-0.194883544770949	0.29861918565376
PPP1R3D	4.186745	2.722905	-0.620682402471302	0.0146511395831189
PPP1R3E	1.79577	1.89793	0.0798242001317919	0.0745352522560137
PPP1R3F	1.29805	1.73115	0.415384780153863	0.0152167915020651
PPP1R7	23.6843	20.43495	-0.212892319663758	0.0508477455147355
PPP1R8	26.24285	22.9876	-0.191068555980472	0.01627006473696
PPP1R9A	0.3483155	0.7997305	1.19911923610996	0.0202030308657169
PPP1R9B	14.7521	33.0724	1.16470740240822	0.0211974065631344
PPP2CA	90.4317	123.952	0.45488106001967	0.00238579350809311
PPP2CB	44.61515	38.828	-0.200436293316809	0.0689316044641951
PPP2R1A	109.8115	98.9007	-0.150976511121141	0.101954505106303
PPP2R1B	12.8475	14.62985	0.187427325442318	0.037537663115201
PPP2R2A	25.4045	23.10315	-0.13699450056588	0.0445793745059729
PPP2R2C	6.76575	12.30005	0.862342405699717	0.0652495198099625
PPP2R2D	18.7961	12.7353	-0.561600403413422	0.00962564690819215
PPP2R3A	7.814395	4.035075	-0.953538693190537	0.0293498385450191
PPP2R3C	12.1332	13.4942	0.153379353730331	0.12567379326497
PPP2R4	52.5117	73.4919	0.484946348452616	0.0358336628047451
PPP2R5A	22.3565	22.05345	-0.0196899802260752	0.2538582212431
PPP2R5B	4.18608	3.52895	-0.246360893733385	0.249918143367031
PPP2R5C	50.8132	43.163	-0.235408180468003	0.0181425351065769
PPP2R5D	35.69575	21.64085	-0.721995148787747	0.0541239705744466
PPP2R5E	11.17345	11.3608	0.0239897173303467	0.753992877622025
PPP3CA	19.11365	22.47625	0.23379804638602	0.0343160701571617
PPP3CB	15.47455	16.20915	0.0669109821379032	0.179186390697468
PPP3CC	6.85969	7.53305	0.135090724880936	0.0855428279693842
PPP3R1	27.72095	31.93965	0.204371803903647	0.113711145196448
PPP4C	133.4615	118.9825	-0.165674226891299	0.0727004610259628
PPP4R1	23.05225	32.581	0.499123313953153	0.000491107769716194
PPP4R1L	3.27448	1.947125	-0.749920315292999	0.0125288864778421
PPP4R2	44.6129	44.1445	-0.0152272290657245	0.822682294211409
PPP5C	19.3519	31.44005	0.700128292563604	0.0251573865836755
PPP6C	26.13945	34.37865	0.395284107659284	0.00539700803390152
PPP6R1	52.9431	64.52855	0.285494935469732	0.134998950904332
PPP6R2	13.96445	13.60545	-0.0375740786576096	0.787805567301592
PPP6R3	40.5744	46.71345	0.203268237777729	0.0477837885404436
PPRC1	9.59986	12.3625	0.364885249494048	0.0392803141802233
PPT1	56.90395	58.02655	0.0281843542288334	0.22369724387473
PPT2	6.924315	4.270295	-0.697335619712978	0.0467792599248528
PPT2-EGFL8	1.296115	0.978539	-0.405492473258941	0.31167482856225
PPTC7	10.605885	13.8327	0.383217772647219	0.142170946465554
PPWD1	13.0132	18.28765	0.490893927374946	0.0163175324407361
PQBP1	167.439	153.1755	-0.128450039878638	0.242994853387497
PQLC1	35.8177	37.6316	0.0712719314469751	0.319602728466964
PQLC2	25.573	13.1252	-0.962282008296748	0.0281842096579373
PQLC3	4.97323	7.4485	0.582766766936043	0.034592113727809
PRADC1	29.2734	25.0379	-0.225476754910707	0.0220148561919359
PRAF2	28.50255	17.2364	-0.725632512599998	0.0289779981003057
PRC1	52.3871	122.192	1.22186632808492	0.0230935459764129
PRCC	32.1961	33.9716	0.0774432267041316	0.38541485371733
PRCP	51.234	47.25685	-0.116578065153739	0.0484428487394433
PRDM10	0.737053	0.922502	0.323783674612276	0.0774866680605547
PRDM13	0.811787	0.807503	-0.00763361717147874	0.938783002573402
PRDM15	3.01934	2.12954	-0.503691395264129	0.0222300136066815
PRDM2	10.99635	7.26252	-0.598482595241504	0.0292714626158499
PRDM4	13.0257	12.5411	-0.0546970101084539	0.131794734163024
PRDM5	0.605079	1.128895	0.89971588522517	0.067834303593956
PRDX1	1180.26	735.8215	-0.681676970321799	0.0218325353609785
PRDX2	122.391	155.4645	0.345087707894338	0.0700364705886487
PRDX3	135.15	114.0115	-0.245382159796625	0.0156535568663126
PRDX4	207.448	164.4425	-0.335166537992262	0.0718994084351572
PRDX5	251.2005	223.6755	-0.167432094475008	0.220922636014653
PRDX6	144.085	137.229	-0.0703347591349422	0.389821165647492
PREB	40.77945	53.4519	0.390398913271421	0.0260328084926181
PRELID1	76.6114	87.3175	0.18871173955077	0.177486912085738
PRELID2	1.678005	1.393895	-0.26762512535812	0.270625806967921
PREP	28.2753	28.5905	0.0159935192685284	0.720972842320026
PREPL	20.38245	19.5987	-0.0565695137493488	0.114915776759858
PREX1	1.640695	0.5716015	-1.5212254638613	0.017996433888511
PRG2	0.8696085	1.0904685	0.326510148741024	0.522210169893034
PRH1	1.365765	0.326245	-2.06568157167756	0.141361194561617
PRH1-PRR4	1.13285	1.955395	0.787503221498064	0.0586470197021056
PRICKLE1	3.40771	12.40055	1.86352963878886	0.000106010543941375
PRICKLE3	17.02195	9.64469	-0.819589545730982	0.0139310291356831
PRICKLE4	6.356975	3.329545	-0.933015375942778	0.0815953130188465
PRIM1	15.4759	34.869	1.1719216782705	0.00368437383231609
PRIM2	22.36875	24.83735	0.151026616003509	0.0870865332223942
PRKAA1	8.605355	17.4509	1.01999482820048	0.0374281253314214
PRKAA2	1.46746	1.95857	0.416479512738421	0.0833291310993215
PRKAB1	6.177655	10.2243	0.726870864422447	0.00766333308499429
PRKAB2	7.827515	6.092045	-0.361627769433358	0.0615043192582284
PRKACA	37.51585	44.75595	0.25457924576569	0.106592508251202
PRKACB	6.689185	4.723885	-0.501856602169752	0.132083184605025
PRKAG1	41.1319	49.6623	0.271893362719887	0.0803697835925545
PRKAG2	11.7612	19.7039	0.744445944648955	0.00336550337043038
PRKAG2-AS1	0.0919788	0.33147	1.84950502293801	0.207809892426048
PRKAR1A	73.9497	81.6056	0.142123862688522	0.224323193495535
PRKAR1B	10.12435	13.3272	0.396544419311261	0.0040464333245501
PRKAR2A	16.25495	24.93855	0.617498466785305	0.0708137181014153
PRKAR2B	3.159725	6.90873	1.12862152905831	0.0381326659980174
PRKCA	2.572185	2.45114	-0.0695415218342056	0.556724721840376
PRKCD	6.8345	3.365565	-1.0219870765869	0.0601660573777529
PRKCDBP	54.20165	38.09535	-0.50872186057456	0.0196190735072147
PRKCE	1.138082	1.38572	0.284031265409737	0.402428843568266
PRKCH	2.651625	1.766935	-0.585627791392976	0.0166951000256049
PRKCI	17.94395	18.43865	0.0392355260639097	0.456650118640164
PRKCSH	126.681	129.328	0.0298344969528633	0.663274393241382
PRKCZ	5.42911	3.4635	-0.648485040987559	0.0932948188158433
PRKD1	2.055595	0.894334	-1.20067041875798	0.0703519076537748
PRKD2	19.8251	12.84595	-0.626014556862231	0.0896353705850958
PRKD3	5.58643	9.449785	0.758354880386939	0.00499725772940044
PRKDC	40.34505	57.5544	0.512534548007539	0.00972198158023103
PRKRA	75.31135	62.50165	-0.268973030106471	0.0365350559975079
PRKRIP1	9.09728	10.24235	0.171039601762094	0.36305773037699
PRKRIR	39.1016	51.5473	0.398669220098664	0.0379875036234853
PRKX	3.371715	3.74266	0.150581398152431	0.111654568308196
PRKXP1	1.075455	1.08257	0.00951315430497499	0.811008145683246
PRMT1	201.9655	190.2975	-0.0858522624637252	0.282360608885957
PRMT10	3.48399	3.950485	0.181289300437079	0.237507309344354
PRMT2	33.2375	21.95075	-0.598541638345292	0.0303154166836352
PRMT3	7.006405	13.7421	0.971856196978786	0.00392612986356644
PRMT5	58.2362	66.8688	0.199417006961323	0.0635908541578139
PRMT6	14.698	13.8094	-0.0899692188845619	0.03982561961326
PRMT7	30.9115	22.18765	-0.478386790677008	0.143885590983598
PRNP	68.50825	118.156	0.786343253728556	0.00619372421679578
PROB1	6.386805	4.39195	-0.54023277312906	0.0337794874251665
PROCA1	2.459425	1.662025	-0.565378977709789	0.022324410897298
PROCR	10.3893	8.695305	-0.256789914953308	0.0984883926735538
PROM2	23.6233	23.71405	0.00553156166764661	0.912388723288955
PRORSD1P	1.40599	0.98988	-0.506260785805498	0.0881761521683965
PROS1	0.8862075	0.677258	-0.38793900631734	0.398151001365147
PROSAPIP1	3.34174	3.466435	0.0528532178009264	0.435727080474162
PROSC	26.0604	22.56925	-0.207500750895106	0.0295580910895536
PROSER1	14.799	14.4095	-0.0384794173367751	0.231303852372247
PROSER2	5.300315	11.80405	1.15513192958955	0.00931705907799502
PRPF18	17.6104	21.3751	0.279503490731885	0.0712101006486102
PRPF19	108.09	153.4825	0.505841111987215	0.011659624544336
PRPF3	31.10895	30.9642	-0.0067285287020522	0.893069253774405
PRPF31	32.7564	39.7047	0.277532984557692	0.193952978108548
PRPF38A	52.28325	45.57665	-0.198053937128167	0.0416866766688756
PRPF38B	31.50625	32.34135	0.0377418521389408	0.515952520697881
PRPF39	25.2486	23.4139	-0.108838133741458	0.167344688154959
PRPF4	49.8868	75.14915	0.5910986558248	0.00539458336705923
PRPF40A	44.52895	42.87875	-0.054480744187126	0.0409105714692249
PRPF40B	2.996155	2.99089	-0.00253740913867491	0.975547017956911
PRPF4B	30.58855	23.4541	-0.383151578310534	0.0409943847613824
PRPF6	79.48135	69.9943	-0.183378936461045	0.07031182637567
PRPF8	106.8625	116.6615	0.126572855273243	0.09963377832992
PRPH	0.3251665	1.205425	1.89029135333346	0.0169396988466854
PRPS1	21.3795	34.6777	0.697780101616149	0.0278906920540033
PRPS2	43.37485	43.29565	-0.00263668673984204	0.940188003889699
PRPSAP1	13.6677	8.34774	-0.711312914798655	0.0254424835366493
PRPSAP2	18.23995	19.4004	0.0889846236541558	0.322290917076628
PRR11	17.2287	17.83495	0.0498933248291997	0.368991232667032
PRR12	4.55711	4.16392	-0.13017684401884	0.0896391503053762
PRR13	82.78935	77.8229	-0.089250449714941	0.301324462704583
PRR14	19.5534	23.82425	0.285011308843745	0.0848185254199092
PRR14L	7.62465	6.934535	-0.136871969088632	0.0664262568843232
PRR15	5.6631	8.86775	0.646976092847	0.0170436613151151
PRR15L	1.562615	2.40918	0.624579819212845	0.142256196925713
PRR19	3.58683	4.808225	0.422795038773865	0.209796890283791
PRR22	1.09284	3.00106	1.45738996787417	0.0207070962182987
PRR24	8.71033	7.359265	-0.243165692274175	0.250042760428903
PRR3	6.44473	4.72952	-0.446426147018885	0.105779894349579
PRR4	4.91988	5.35043	0.121031714331217	0.751858983782944
PRR5	6.973825	7.272975	0.0605954553925678	0.647590975428236
PRR7	7.308325	8.065455	0.142215131254741	0.627689125039007
PRR7-AS1	1.2511	1.06024	-0.238806232490498	0.509423116066134
PRRC1	17.199	23.23055	0.433698626524756	0.0281185296085196
PRRC2A	115.8795	76.03675	-0.607856590715756	0.00506065186719309
