SUM149_DMSO_12H_R	SUM149R_JQ1_12H_R	LOG2_FOLD_CHANGE	P_VALUE
NAA38	3.39258	3.15385	-0.105268790194467	0.132852019709855
NAA40	20.0415	18.42135	-0.121611698114329	0.0311786013614146
NAA50	89.28695	73.45435	-0.28160139899803	0.00936066512852242
NAA60	16.71755	16.15405	-0.0494675222767491	0.595662914620246
NAAA	11.5612	8.822955	-0.389957318943163	0.0242863189738232
NAB1	11.30795	10.50815	-0.105828709501916	0.162233693690174
NAB2	16.16285	13.9721	-0.210132737928942	0.197560577446579
NABP1	5.337195	11.4683	1.10349792196377	0.00729359445185843
NABP2	36.4297	33.5798	-0.117521476815458	0.138586478406801
NACA	540.353	527.71	-0.0341568716741443	0.659908642585957
NACC1	43.57625	48.34775	0.149906702191711	0.239984078406518
NACC2	5.651145	3.26522	-0.791363007890169	0.0238849458913761
NADK	22.1869	21.04895	-0.0759598371659048	0.172279509341198
NADKD1	6.23316	8.71619	0.483733899408077	0.0299883615402978
NADSYN1	19.0426	27.3808	0.523934127359995	0.0126792101752581
NAE1	138.665	64.7357	-1.09897024309731	0.00269557156338071
NAF1	22.8385	18.0159	-0.34219717501217	0.0265164301372905
NAGA	4.525445	11.52735	1.3489293241285	0.0254693168112065
NAGK	11.782	29.6943	1.33360156547366	0.000784195185870482
NAGLU	6.139505	10.5361	0.779146696104321	0.0142615182903853
NAGPA	5.117445	2.368485	-1.11145915676746	0.0735940758292371
NAIF1	4.242655	1.702495	-1.3173168065164	0.00542068076055699
NAIP	0.6519065	0.6891125	0.0800744670431666	0.697720804256692
NAMPT	33.0915	41.1007	0.312702276290638	0.0353683731462118
NANOS1	2.70993	4.52332	0.739126476402963	0.109176024846634
NANP	6.1341	7.42703	0.275933719741198	0.145893965523542
NANS	58.98075	140.1485	1.24864023042651	0.00148537835130061
NAP1L1	83.37025	97.517	0.226121082327968	0.0470861619163037
NAP1L3	0.485224	0.06509565	-2.89801786635978	0.0175763691742991
NAP1L4	74.89445	104.5635	0.481448619772934	0.00399457926500948
NAP1L5	3.63804	4.71985	0.375579605089711	0.0202637826086651
NAPA	34.63265	53.89025	0.637891496470851	0.00901580991328294
NAPA-AS1	3.64906	1.1071165	-1.72071783029071	0.0974184321124583
NAPB	4.94228	3.99191	-0.30809755282831	0.00147659211665578
NAPEPLD	2.5079	3.655705	0.543669832410728	0.0267058952922049
NAPG	12.05775	17.6291	0.547998101533246	0.0113166191601624
NAPRT1	20.0141	4.21659	-2.24686808850346	0.010037212211126
NAPSA	1.297095	0.7715935	-0.749371252184137	0.00798914444095307
NARF	66.74315	97.31505	0.544043161069537	0.00427535534207496
NARFL	15.28355	12.33745	-0.30893544767424	0.254375195676682
NARG2	4.064875	3.51049	-0.211538569957072	0.103881258326674
NARR	0.5542	1.797915	1.69784620026122	0.611602334865141
NARS	162.5475	176.2155	0.1164794626118	0.166492258683076
NARS2	20.34065	15.9606	-0.349850895086118	0.0390587935772539
NASP	106.9475	73.04365	-0.550071994640818	0.0184403895152368
NAT1	1.402435	1.30428	-0.104680288954055	0.62410654144418
NAT10	57.8641	55.0174	-0.0727805873184986	0.257438729589143
NAT14	13.3009	5.87322	-1.17930028374544	0.0285466100529989
NAT6	7.564015	7.876805	0.0584583362114034	0.501300058234175
NAT8L	3.11205	2.60562	-0.256238541078621	0.254875104480514
NAT9	17.8149	13.9292	-0.354971983671126	0.0262052484478287
NAV1	4.58909	1.44994	-1.66221489949591	0.00254145648532858
NAV2	5.459835	7.324145	0.423803000660907	0.0992914761781344
NBAS	4.052475	5.300995	0.38745989414947	0.025505352374338
NBEA	0.762149	1.245385	0.708446830897737	0.112466759924215
NBEAL1	1.099385	0.794031	-0.469429462237402	0.0911793047823344
NBEAL2	10.79115	9.7068	-0.152780947391696	0.194912275942235
NBL1	11.087145	7.59238	-0.546263805093787	0.180373342034674
NBN	23.25215	23.4499	0.0122176499481118	0.614106910681756
NBPF1	4.31914	7.895285	0.870247264082362	0.0495705454467659
NBPF14	0.945671	0.8945045	-0.0802496155448655	0.283131402437913
NBPF15	1.81219	1.150505	-0.655466970014152	0.00504788321234269
NBPF3	7.77321	6.931845	-0.165271097045193	0.173966609176183
NBPF9	2.60006	1.370385	-0.923963650704443	0.0164345393852244
NBR1	26.20885	37.8843	0.531546038974815	0.0113216369928028
NBR2	3.570075	3.743755	0.0685316420495088	0.634110895420307
NCAM1	0.0143363	2.234575	7.28418392459507	0.000141696348911336
NCAPD2	98.59595	113.178	0.198993256765382	0.102097470475778
NCAPD3	12.8642	11.92415	-0.109475312458433	0.18608253071503
NCAPG	32.4644	34.148	0.072942538349651	0.16433986053268
NCAPG2	43.67135	51.89055	0.2487846979895	0.0315102435233285
NCAPH	13.75795	20.90145	0.603337512487267	0.08070975862338
NCAPH2	23.1011	27.6331	0.258435869194245	0.0712611196778189
NCBP1	32.2897	45.8241	0.505032508955256	0.00551640692704711
NCBP2	55.38575	69.53875	0.328302295795902	0.00879994322562495
NCDN	17.47415	14.23555	-0.295724046241021	0.218388685385471
NCEH1	11.49195	22.3895	0.962198689417995	0.00246536742363382
NCF2	1.07667	0.5561185	-0.953111894572263	0.0684496904953742
NCF4	0.7461905	0.2572055	-1.53662249971592	0.00169389245456343
NCK1	18.26535	20.941	0.197220938398108	0.182226078041665
NCK2	16.37	14.9579	-0.130146678153962	0.138036889197862
NCKAP1	89.73115	60.3678	-0.571829675381718	0.0419516444326397
NCKAP5L	6.6067	7.649385	0.211413926118688	0.107354342240334
NCKIPSD	15.1937	28.26095	0.89533672251098	0.0088411320943217
NCL	575.005	534.923	-0.104243264827559	0.0152600568915906
NCLN	46.7707	74.8043	0.677516182197975	0.0115692096256828
NCOA1	2.499355	3.30119	0.401430343724537	0.0837049890832049
NCOA2	4.3877	1.11704	-1.97378403969217	0.000608860194186149
NCOA3	8.64912	17.39655	1.00817596700048	0.0292524341399202
NCOA4	58.0976	66.3424	0.191452636524866	0.144849292994276
NCOA5	18.02545	43.2083	1.26127319385992	0.0414205543850937
NCOA6	15.3276	11.40025	-0.427066354985249	0.040057579993133
NCOA7	10.06437	7.99763	-0.331612423227836	0.0143251207477744
NCOR1	14.57535	17.4668	0.261084796451146	0.0679579036106196
NCOR1P1	1.018781	1.0139715	-0.00682685643888648	0.993709515930894
NCOR2	30.8145	17.59215	-0.808677571402098	0.0735413367178797
NCR3LG1	1.1539	1.505195	0.383432200475436	0.182355405030362
NCRUPAR	1.5296	1.474585	-0.0528454418783548	0.819790888038029
NCS1	11.6159	3.74404	-1.63343318513734	0.00366085454759649
NCSTN	17.94775	13.01815	-0.463278550794381	0.000735214852426833
NDC80	38.9379	36.6714	-0.0865197339730521	0.222325757999387
NDE1	10.82925	11.02545	0.025904210235221	0.600732577105132
NDEL1	23.33465	37.4898	0.684024300919747	0.0224993858039993
NDFIP1	20.79545	33.12065	0.671463082017242	0.00425684366524099
NDFIP2	14.64415	18.99145	0.375025603317833	0.117657646609826
NDNL2	17.3941	35.0893	1.0124331341375	0.00212771305502496
NDOR1	21.55915	21.9218	0.0240659639998805	0.839694491366858
NDRG1	47.07485	48.91685	0.0553750067036671	0.356490895964525
NDRG3	10.58915	15.57845	0.556964909918354	0.00143341468203238
NDRG4	4.101615	2.353985	-0.801086951628772	0.0323003528020172
NDST1	9.52856	3.885525	-1.29414865961913	0.0302780057287171
NDST2	5.549145	5.73296	0.0470147117802613	0.581245712910278
NDUFA1	166.3865	228.746	0.459208132562262	0.0554296574451919
NDUFA10	16.4717	15.8454	-0.0559253799789069	0.0953811021835663
NDUFA11	96.8626	128.448	0.40717279332373	0.0750650622315791
NDUFA12	94.6545	140.729	0.572176654820425	0.0641292466329213
NDUFA13	260.3465	263.7105	0.0185220034424775	0.6353831395973
NDUFA2	69.6038	97.3171	0.483527257583179	0.00132429781815381
NDUFA3	74.9679	86.02295	0.198448616769119	0.1020412349639
NDUFA4	54.67565	66.9977	0.293213102815388	0.081851451805683
NDUFA5	38.9708	40.634	0.0602938423409531	0.649240125955312
NDUFA6	46.8225	59.54425	0.346760231800409	0.00708894272063475
NDUFA7	84.68935	95.18385	0.168536253153273	0.228275442919603
NDUFA8	131.475	168.0965	0.354501189175991	0.0814593129251299
NDUFA9	76.89	76.4312	-0.00863429793742559	0.692392798155063
NDUFAB1	281.7725	290.855	0.0457692887298875	0.233642876559982
NDUFAF1	14.09025	23.36285	0.729519067943116	0.0160130947538164
NDUFAF2	88.80715	80.2299	-0.146535835786641	0.13186044950646
NDUFAF3	64.5107	54.57335	-0.241341864833785	0.0314204050834431
NDUFAF4	19.59235	19.7789	0.0136717413850535	0.852621028700785
NDUFAF5	29.9317	22.3258	-0.422962348091554	0.0502617387027999
NDUFAF6	15.65255	11.2543	-0.475921383535435	0.0345388812177064
NDUFAF7	14.25095	12.6923	-0.16710456888446	0.110557028313898
NDUFB1	88.6737	100.5351	0.181121100252093	0.0288420504950761
NDUFB10	137.3435	114.384	-0.263903371712978	0.0108124575628771
NDUFB11	120.221	91.844	-0.388431544672313	0.0766355592899318
NDUFB2	66.1412	92.72995	0.487486156429018	0.0528108384223707
NDUFB3	60.78595	61.5259	0.017455957360804	0.741805264072517
NDUFB4	250.9415	150.792	-0.734791188298563	0.0438288617830785
NDUFB5	85.97095	102.12755	0.24845094751429	0.119847095844966
NDUFB6	34.4016	49.01285	0.510684373579678	0.0726554224102561
NDUFB7	110.554	113.7795	0.041489421442307	0.688398184946996
NDUFB8	153.562	92.29995	-0.734419483701508	0.00990344318899014
NDUFB9	296.314	305.101	0.0421601173287015	0.122781676150246
NDUFC1	67.12965	43.5769	-0.623386551734661	0.00644056635120825
NDUFC2	46.5376	47.38475	0.0260260150827007	0.82556680551765
NDUFC2-KCTD14	0.5300785	0.9393055	0.825388430721697	0.10617345601934
NDUFS1	51.44025	30.7524	-0.742198647545101	0.00386353517675355
NDUFS2	48.0786	25.89325	-0.892818829889026	0.00480758605222012
NDUFS3	120.4785	126.869	0.0745638815421459	0.107855563396337
NDUFS4	65.40695	64.9537	-0.0100322323072181	0.83709836818624
NDUFS5	471.8125	286.4435	-0.719963040849108	0.00133605291688657
NDUFS6	76.5092	117.454	0.618390703378045	0.0208207982749467
NDUFS7	61.13005	74.59465	0.287190415591396	0.134616572160492
NDUFS8	136.1495	80.73925	-0.753849593624808	0.0780707325235191
NDUFV1	101.6019	105.4305	0.0533649033585767	0.505991370980663
NDUFV2	198.708	173.249	-0.197802931680406	0.0540573798545128
NDUFV3	26.11685	37.1073	0.506722130183386	0.0164299229008637
NEAT1	87.02735	324.0095	1.89649534204371	1.10919396779107e-05
NEBL	1.92333	3.07047	0.674853189502785	0.0105063736220026
NECAB3	12.8198	8.058715	-0.669752037141437	0.0279642937522112
NECAP1	11.7321	13.9092	0.245578171129975	0.0506170118829651
NECAP2	28.02155	39.16455	0.483011621893837	0.00647661031786742
NEDD1	14.97485	19.62515	0.390162129024372	0.00601434026725195
NEDD4	3.674575	3.995835	0.120919613141968	0.342297239123834
NEDD4L	9.997605	30.56335	1.61214825038635	4.90867097452958e-05
NEDD8	191.187	205.8575	0.106661582487183	0.308573030272519
NEDD8-MDP1	3.65315	1.741225	-1.06903835344928	0.147067246029267
NEDD9	0.7347915	1.076526	0.550976320857689	0.215480533018974
NEFL	12.9435	6.627495	-0.96569220168382	0.0027157508302954
NEGR1	4.02894	0.3912315	-3.36430588200978	0.011999526689329
NEIL1	11.52135	3.572245	-1.6894068374742	0.0084998083477528
NEIL2	8.133825	9.291485	0.19197524055482	0.0851675336532467
NEIL3	22.12535	25.96175	0.230687356845219	0.0143144789222198
NEK1	4.238085	6.655515	0.6511377823645	0.103257256041407
NEK11	1.27965	0.262702	-2.2842501802203	0.0948271331513066
NEK2	39.40025	40.30215	0.0326520204926863	0.563414488410146
NEK3	1.31446	0.279251	-2.23483588820319	0.123903284390461
NEK4	5.884515	7.69804	0.387567653934569	0.155294162030588
NEK6	17.0058	10.74625	-0.662193569714931	0.0232933202481723
NEK7	18.4323	14.54225	-0.341985600472483	0.0464423469830307
NEK8	2.422385	1.260255	-0.942712498763065	0.00380434821303487
NEK9	20.0295	29.01565	0.534704840735275	0.00969578759889577
NELFA	24.10155	16.92555	-0.509923215612088	0.0833549406525883
NELFB	65.012	78.2564	0.267502706744587	0.0936690981494436
NELFCD	105.296	72.50455	-0.538307193142244	0.00081503892401712
NELFE	61.6446	42.13035	-0.549114620433103	0.0273467548179802
NELL2	1.172495	0.879851	-0.414250636830937	0.18328664934395
NEMF	22.80425	17.97425	-0.343371149236779	0.00123507704541975
NENF	66.39975	40.40985	-0.716470813432248	0.0398433733376574
NEO1	0.4553945	13.32835	4.8712375134764	0.00290249709440323
NET1	27.65475	34.18495	0.305834015099732	0.0548861695198932
NETO2	26.00445	52.11655	1.00298305892526	0.0314931526464169
NEU1	28.17485	57.6298	1.0324070833077	0.00554115418226254
NEU3	5.78659	7.789815	0.428875638413089	0.0429577113798896
NEURL1B	1.865135	0.479864	-1.95858256827695	0.000123984210812742
NEURL2	1.1422635	0.4464765	-1.35523934619613	0.0700293269092567
NEURL4	17.61935	13.4977	-0.384447108556567	0.0250422852132432
NEXN	1.31179	0.334159	-1.9729301459562	0.0500981343349783
NF1	3.44864	2.69043	-0.358190764168957	0.0353665755896059
NF2	16.4295	17.4631	0.0880211095069257	0.603085097796297
NFAT5	5.36945	6.309555	0.232763939886098	0.00441248828315175
NFATC1	3.600685	0.148833	-4.59650504463336	0.0193130064036525
NFATC2IP	22.48315	21.24925	-0.0814322566941666	0.176714713646942
NFATC3	18.40265	19.9584	0.117082538372545	0.102603649095419
NFATC4	2.781515	0.0923663	-4.91236049754531	0.0591328917921436
NFE2	1.789325	0.291729	-2.6167147389069	0.125489639954324
NFE2L1	30.47	60.56385	0.991067419291318	0.0262777646553116
NFE2L2	34.63875	34.1336	-0.0211942883099438	0.588299474869509
NFE2L3	6.834945	6.31949	-0.113121594986833	0.342996068541056
NFIA	1.153875	0.696409	-0.728480191587535	0.0584384048482862
NFIB	24.4083	20.455	-0.254918279934207	0.024569378386759
NFIC	14.7778	6.551875	-1.17345177075096	0.0529341288793958
NFIL3	19.69715	18.73545	-0.0722162701642338	0.0586760423439909
NFIX	12.73195	15.58	0.291241836950378	0.14466350935355
NFKB1	14.70985	11.8962	-0.306281727719962	0.0354170605920122
NFKB2	18.7091	36.02885	0.945412443811556	0.0060900955957039
NFKBIA	60.2928	56.57915	-0.091715226747871	0.0987125054107629
NFKBIB	13.3323	18.97265	0.508995514801227	0.0396110906620127
NFKBID	4.03866	1.771965	-1.18852658799735	0.133470375732868
NFKBIE	7.85786	7.29213	-0.10779618300549	0.260676366332505
NFKBIL1	15.63635	5.87062	-1.41331900255598	0.0219145806904276
NFKBIZ	2.66749	5.95798	1.15934041807237	0.0399968127586436
NFRKB	3.66411	3.70314	0.0152862775786072	0.907414855756172
NFS1	22.5095	26.90985	0.257600338388669	0.0219806639360891
NFU1	37.9321	37.47275	-0.0175773883191613	0.581036623082279
NFX1	5.252655	8.2285	0.647582631197918	0.00794823907017362
NFXL1	4.39507	4.428525	0.0109401199576266	0.923658958205203
NFYA	10.57245	12.3916	0.229052742410089	0.106714767318018
NFYB	12.20155	11.9069	-0.0352665776077364	0.725808906516353
NFYC	27.5755	17.80345	-0.631230207480539	0.00554438915299404
NGDN	39.439	39.85305	0.0150671677974122	0.71888460581607
NGEF	5.694655	2.05292	-1.47193103327861	0.0222326580523673
NGFR	0.0885345	2.11844	4.580618705852	0.0291566389087379
NGFRAP1	49.33355	18.01735	-1.45318227165275	0.000706634257200217
NGLY1	31.62205	35.7638	0.177569136872209	0.00563708337232461
NGRN	112.027	194.617	0.79679125363254	0.0330481335233585
NHEJ1	8.53078	11.72245	0.458524562015017	0.00366160854052043
NHLRC1	1.1071865	0.533866	-1.05234868031912	0.0630408791166862
NHLRC2	5.20474	3.72035	-0.48438774388154	0.00877064785321587
NHLRC3	6.524685	2.848575	-1.1956678612946	0.010835495911729
NHP2	179.3555	142.776	-0.329068497494385	0.087028548531668
NHP2L1	104.6255	95.5345	-0.131140790190557	0.132201777774706
NHS	3.806425	3.06739	-0.311425044125583	0.00310371797004745
NHSL1	4.612205	4.549555	-0.0197311986302934	0.591722693664626
NICN1	4.66257	1.76335	-1.40280652735728	0.02687857607577
NID1	3.164515	1.084165	-1.54540006782651	0.00110230707907493
NID2	10.8242	8.266495	-0.388912741128569	0.00403225166675101
NIF3L1	25.07015	18.80705	-0.414697057017568	0.0404049395357418
NIN	15.7152	14.17655	-0.148654151202129	0.114904639179197
NINJ1	23.08535	10.5377	-1.13141759242084	0.029118726945701
NINJ2	1.924775	1.336295	-0.526451277452521	0.277211082182995
NINL	6.6083	6.454805	-0.0339056706294385	0.65606212503255
NIP7	56.3368	44.08655	-0.353739036134932	0.0117921559508041
NIPA1	7.298865	16.0773	1.13928110037536	0.00201096581900147
NIPA2	56.04155	88.6377	0.661423587898167	0.0102867763106556
NIPAL1	2.305875	2.83944	0.300292119061389	0.182548557889663
NIPAL2	5.284615	1.136524	-2.21717022089258	0.00464694024059793
NIPAL3	9.7029	5.311035	-0.869422967136288	0.0182721398262831
NIPBL	3.99557	7.07705	0.824746782290721	0.000486883369735826
NIPSNAP1	52.39935	49.25545	-0.0892655514023767	0.0574022849753467
NIPSNAP3A	14.18615	8.8283	-0.684275546712677	0.0264229664223959
NISCH	6.132045	5.026545	-0.286801181242872	0.155965396550563
NIT1	10.43135	10.33108	-0.0139348001555172	0.929134712745171
NIT2	84.28265	59.5725	-0.500589171808783	0.0200730872749682
NKAP	16.61155	23.5936	0.506208871800619	0.0157409205749655
NKIRAS1	8.89604	13.4857	0.600195229152451	0.011094979555161
NKIRAS2	16.11195	20.2952	0.333007445843621	0.0233314375330872
NKRF	10.93575	12.76345	0.222966179477099	0.0779602948580705
NKTR	14.2023	16.6153	0.226387755293361	0.015652683279042
NKX2-8	1.265075	0.1570295	-3.01011539925666	0.120832679587203
NKX3-1	1.87952	6.509195	1.79211486738437	0.0458761972410079
NLE1	18.3465	17.14595	-0.0976370219647279	0.230688855115393
NLGN2	6.43332	5.221265	-0.301164068549909	0.0852847657029018
NLK	5.265	9.815345	0.898605446684126	0.00892177676411718
NLN	13.0205	13.11485	0.0104164565182568	0.809273983788341
NLRC5	1.22819	1.771935	0.528791920663704	0.00498163487841152
NLRP1	0.408576	5.575055	3.77030967093044	0.0145551893282493
NLRP2	13.21455	23.95825	0.858395234961156	0.03872268560285
NLRX1	8.984305	3.388475	-1.40677077795263	0.00459787017455089
NMB	16.1955	11.45075	-0.500150913915036	0.0780707257860341
NMD3	49.36415	37.84975	-0.383179914519136	0.0429892215983232
NME1	280.1285	322.9005	0.205000905651942	0.0364700891075139
NME1-NME2	3.36912	14.4309	2.09871755816704	0.0530551116518945
NME2	996.4725	1224.55	0.297349786088921	0.0304604488691404
NME3	23.58575	13.27225	-0.829502510966899	0.107311124726749
NME4	65.83355	30.73325	-1.09902265749315	0.0496383366240961
NME6	13.1922	8.258555	-0.675723895617065	0.0410961229225302
NME7	17.8923	10.64565	-0.749074813040978	0.0193921519739146
NMI	20.6456	14.0322	-0.557093130880096	0.00220552843132066
NMNAT1	6.221915	5.25644	-0.243272641626252	0.101318674522524
NMNAT2	0.7643735	0.5774245	-0.404645440390935	0.129572700359912
NMNAT3	2.096925	2.86731	0.451422628400609	0.0268505011333005
NMRAL1	34.6252	30.0089	-0.206431967618403	0.0191306847344169
NMRK1	11.4825	12.8357	0.160725192447255	0.20086970482898
NMT1	43.05025	55.4843	0.366057984377598	0.0322028194957576
NMT2	5.305285	11.703	1.14137624425981	0.00189778187462393
NMU	18.319	14.15705	-0.371820078914966	0.0330271883357852
NNAT	1.145805	1.441995	0.331704623711375	0.119726703434241
NNMT	70.83745	101.88	0.524286680590735	0.0134527364363154
NNT	3.948475	2.48244	-0.669536707314356	0.00652481901413058
NOA1	11.17425	15.44825	0.467265413825824	0.0596918236895314
NOB1	118.3735	81.21935	-0.543450757826	0.0453584215350396
NOC2L	95.9047	65.46215	-0.550940532926792	0.0622758779636708
NOC3L	18.42975	17.09315	-0.108618213279326	0.0675850490015008
NOC4L	17.7837	25.8468	0.539430160364105	0.0584053951073683
NOD1	2.148035	1.22528	-0.809906030319219	0.0383016382363936
NOL10	39.1144	38.9408	-0.00641731164741847	0.732336273492689
NOL11	55.62465	58.9053	0.0826730929689612	0.346946137319157
NOL12	7.27014	5.24343	-0.471472283817111	0.107467316695884
NOL3	33.2294	16.28085	-1.02928422090672	0.0287124856789448
NOL6	14.02425	24.6209	0.811959880203635	0.0591255735441233
NOL7	143.555	97.73035	-0.55472501681309	0.00751890496254175
NOL8	24.07805	32.7344	0.443088977691876	0.00357297843619949
NOL9	7.3046	4.519795	-0.692547933999522	0.109992588527107
NOLC1	112.5385	114.6205	0.0264464554521972	0.575739225307322
NOM1	10.122735	14.81355	0.549318281707384	0.018632114524308
NOMO1	5.78392	7.22827	0.321602798819241	0.00331865837802676
NOMO2	2.4025	2.76776	0.204182417386963	0.494963245907457
NOMO3	0.769234	0.9887875	0.362237974233843	0.14985134510328
NONO	211.4845	175.1605	-0.271874456929065	0.000408539917263257
NOP10	311.3885	351.3415	0.174158331168447	0.119169760809656
NOP14	52.90335	41.53275	-0.349109681226784	0.0195883736200591
NOP14-AS1	4.994585	4.88129	-0.0331023439390539	0.714432056399247
NOP16	71.58735	58.9442	-0.280354813742165	0.0530926438890506
NOP2	94.9958	112.114	0.23903080806281	0.139467990558408
NOP56	203.3315	257.8605	0.342757058840543	0.0444139623623208
NOP58	92.0111	102.905	0.16143326225314	0.0720504224404041
NOP9	24.01995	38.49795	0.680548477007091	0.00622912298092267
NOS1AP	0.29188	1.026125	1.81375922319327	0.0148253468283613
NOSIP	23.46705	60.29685	1.36144614079018	0.0163189860470138
NOTCH1	6.210715	8.391985	0.434252732931844	0.0619095867829255
NOTCH2	16.43115	17.5919	0.0984778517974648	0.19899592141902
NOTCH2NL	3.65784	2.38757	-0.615448939147783	0.0166747072124331
NOTCH3	6.70217	4.19755	-0.67508077061934	0.0106350214393947
NOV	3.73258	6.03578	0.693367039763676	0.0673165108907619
NOVA1	1.51559	0.2682355	-2.49830743548723	0.0898572264540689
NOX5	10.54715	7.559285	-0.480531525755804	0.0586187676824164
NOXA1	7.456375	5.757055	-0.373143423506388	0.0736416031344994
NOXO1	3.091785	3.8658	0.322327001582106	0.226503125780214
NPAS1	0.373876	0.4242455	0.182339492985112	0.373949367891691
NPAS2	11.3849	10.064525	-0.177842534332026	0.126705351397529
NPAT	5.70928	7.285895	0.351797385859061	0.0376477201653469
NPB	1.57148	4.32782	1.46151658545575	0.115068711533997
NPBWR1	10.7667	2.98101	-1.85270301067115	0.0300550580696719
NPC1	26.08	36.59845	0.488838679905752	0.0297338329747209
NPC2	234.4015	279.5575	0.254163248276814	0.0742806567642535
NPDC1	59.9665	57.7467	-0.0544182665796228	0.736604471514899
NPEPL1	14.22325	6.47609	-1.13505621674087	0.0230166630855034
NPEPPS	28.05135	29.5842	0.0767566793493284	0.0486425145894437
NPFF	0.9500655	2.364225	1.3152684561728	0.0214581351040616
NPHP3	2.166665	2.05713	-0.0748431400289306	0.228080656015216
NPHP3-ACAD11	0.9751145	1.105025	0.180435471192499	0.404637744608103
NPHP4	4.47401	5.069525	0.180282096146467	0.332867120111664
NPIP	28.217	41.0647	0.541334148081965	0.0141616413936199
NPIPL3	5.133195	5.543435	0.110923155337342	0.616776171977826
NPL	0.905159	0.6529905	-0.47110923495407	0.012269564871912
NPLOC4	82.2253	125.482	0.609826157058247	0.00022496783810054
NPM1	1215.605	1298.755	0.0954547892395646	0.112400504887956
NPM3	79.3516	34.68075	-1.1941242146517	0.00572191314797748
NPNT	1.0073015	11.7912	3.54914307731634	0.000586355740937201
NPPA-AS1	0.945172	0.3757045	-1.33097849524344	0.192483480008397
NPRL2	10.9517	10.8728	-0.0104313166058174	0.717380236164252
NPRL3	18.98825	11.2051	-0.760951425332554	0.0900642183558189
NPTN	51.47085	97.3089	0.918816154129087	0.0262282324432492
NPTXR	0.296995	2.224045	2.90467543084877	0.0598561476041131
NPW	0.273658	0.3963455	0.534384564230252	0.171756134381277
NQO1	82.25765	167.6755	1.02745014258912	0.0249419376397334
NQO2	34.345	29.0118	-0.243460275999788	0.00400088164082483
NR1D1	2.79301	3.994735	0.516279062805578	0.0789661818648357
NR1D2	3.027195	3.99919	0.401726213769385	0.0138745004237262
NR1H2	15.85775	31.52865	0.991475311069509	0.0101470556278742
NR1H3	13.9984	6.82851	-1.03561922044354	0.00897081450622897
NR1I3	2.864695	0.625173	-2.19605416785402	0.00157518726884547
NR2C1	10.7188	12.90015	0.26724444003219	0.138640093169574
NR2C2	11.3559	12.74065	0.165996832741004	0.108881807195933
NR2C2AP	22.50615	22.78835	0.0179771852437373	0.871549040045197
NR2F1	2.969755	1.28893	-1.20417000085911	0.00644842179270625
NR2F2	8.28717	6.10305	-0.441349107481921	0.0182644237531136
NR2F6	49.1057	23.38855	-1.07008807380037	0.0167861927607892
NR3C1	12.48135	11.27235	-0.146985674212715	0.150576440960599
NR4A1	5.271535	11.66635	1.14605824042276	0.00850259528660689
NR4A2	3.94022	2.762095	-0.51251324324249	0.0979184423292693
NR4A3	0.2756695	1.040015	1.91559277442242	0.00181825738719242
NR6A1	2.029215	2.68475	0.403866022756198	0.267621083626779
NRARP	22.19705	24.7346	0.156162614524107	0.23852370106362
NRAS	31.13165	19.8867	-0.646578147570877	0.0266020393263441
NRBF2	12.5634	13.92145	0.148082534247435	0.0832734027028601
NRBP1	47.3098	85.1445	0.847774278549513	0.0712401701490988
NRBP2	1.65324	0.6907025	-1.259159824519	0.0991729031100718
NRD1	80.7167	72.0718	-0.163432315650748	0.0494815763969349
NRDE2	4.164155	3.49241	-0.253800832645975	0.25353920899143
NREP	3.112625	2.709945	-0.199868204083809	0.193049170750635
NRF1	6.70855	8.16528	0.283501385862827	0.000461553200713227
NRG1	1.473875	0.172746	-3.09288996405256	0.0732727668226723
NRGN	3.527655	12.7429	1.85291226095579	0.0368083116445153
NRIP1	2.13632	1.339715	-0.673201638733649	0.113062278935586
NRIP2	0.777291	1.164965	0.583759894507739	0.0141464563977489
NRIP3	0.365005	0.495701	0.441553942421936	0.278107516021931
NRM	21.6233	9.957095	-1.11878991413877	0.019090521045088
NRN1	10.31115	4.229365	-1.28569226768638	0.00270843566508506
NRN1L	0.31985	0.980883	1.61668557837335	0.0635083374483931
NRP1	16.19385	5.36678	-1.59331736519107	0.0184460219203474
NRP2	1.264635	1.63025	0.366372166573508	0.400262778138621
NRSN1	0.722618	1.363043	0.91552597861204	0.616264455443579
NRTN	0.5934645	0.893213	0.589842515609692	0.107388550864667
NS3BP	3.221285	2.8071	-0.198555848115393	0.352618679783434
NSA2	123.8705	145.716	0.234326650049477	0.0977272131244954
NSD1	11.2781	6.27077	-0.846809529787978	0.0288983248891918
NSDHL	78.40555	56.52155	-0.472154750801587	0.00175405439451135
NSF	19.6205	30.02	0.61356216994125	0.0113460757029068
NSFL1C	45.46875	51.78655	0.18770210697426	0.0490086405009957
NSL1	3.410305	3.212885	-0.0860314293772042	0.201880187428293
NSMAF	16.2665	6.166065	-1.39948186237251	0.0181204111758959
NSMCE1	59.4623	33.85985	-0.81239968565436	0.0309465389545264
NSMCE2	16.70795	19.0986	0.192932155875937	0.194958787805577
NSMCE4A	33.6318	24.1392	-0.478448130724371	0.000375248231885537
NSMF	58.4281	62.8726	0.105769049168912	0.335816934165259
NSRP1	14.90175	16.22565	0.122794509000326	0.147205697086542
NSUN2	27.5228	49.8799	0.857831324427143	0.0327480472665855
NSUN3	8.619615	7.142025	-0.271290248006174	0.101352957164735
