SUM149_DMSO_12H_R	SUM149_JQ1_12H_R	LOG2_FOLD_CHANGE	P_VALUE
KNTC1	14.52815	6.01127	-1.27310927714285	0.00842512148558417
KPNA1	18.9735	30.7916	0.698551000878682	0.0253008948616017
KPNA2	148	204.884	0.469210148553766	0.033326906905978
KPNA3	27.97405	19.13095	-0.548180621587279	0.0376810124124781
KPNA4	18.43805	30.84395	0.742301449353567	0.012535565781762
KPNA5	3.750575	3.08031	-0.284036241957917	0.144004358557756
KPNA6	23.63935	23.68645	0.0028716243089635	0.929135556332097
KPNB1	165.625	125.241	-0.403213521576971	0.00123355092262341
KPTN	5.929695	8.36015	0.495570927583571	0.0429750573846955
KRAS	22.23585	17.72095	-0.327431607800102	0.0601113399634952
KRBA1	3.627175	1.21636	-1.57627607333749	0.0272839344739273
KRBA2	2.956865	3.926485	0.409170009104806	0.0605983170851226
KRBOX4	5.57184	5.755985	0.046909002093034	0.264499729521629
KRCC1	16.83635	29.1632	0.7925696250637	0.00222258201968902
KREMEN1	1.525625	1.707385	0.162388019831359	0.153377577646136
KREMEN2	10.77875	4.692765	-1.19967975868169	0.0217156628496926
KRI1	14.6023	14.908	0.029891099097633	0.660600226658081
KRIT1	7.97891	6.797525	-0.231182120922213	0.000969318538070992
KRR1	28.6352	18.8248	-0.605155142494584	0.0272187775116326
KRT10	7.641185	6.04466	-0.338135196653507	0.194668505121696
KRT14	1.320045	0.7180395	-0.878451996232532	0.0394494961138969
KRT15	3.29616	3.05707	-0.108636687499324	0.511033035354569
KRT16	9.33797	12.2691	0.393848565198821	0.133528677433298
KRT17	52.906	55.9943	0.0818486281829851	0.59740635168327
KRT18	609.264	847.993	0.476984858338218	0.0330234925811669
KRT19	391.3285	477.8645	0.288221411553633	0.115214305152044
KRT34	0.694045	0.0712684	-3.28369476543412	0.0656601869620821
KRT5	78.86205	176.8835	1.16539635865043	0.0124441605171698
KRT6A	121.52	153.3205	0.335356833140231	0.0227529085602118
KRT6B	53.1822	66.25475	0.317080430648093	0.0411663282731697
KRT6C	0.825971	1.036235	0.327188183820227	0.0381059763988434
KRT7	1060.195	1177.265	0.151109462878164	0.158409888270859
KRT8	745.2325	1330.145	0.835821025964758	0.0358705334201615
KRT80	25.48885	13.511	-0.915731825740152	0.0175372530264121
KRT81	1991.23	2042.07	0.0363724497914802	0.588207310528768
KRT85	9.663265	8.588575	-0.170091943643061	0.478172235038155
KRT86	3.56471	3.554175	-0.0042699954700558	0.962932357659947
KRT9	1.083025	0.234504	-2.20738210925744	0.00835232245817852
KRTCAP2	125.536	106.2205	-0.241038920042279	0.063911347251635
KRTCAP3	41.4241	19.28455	-1.1030248716553	0.00714250000188712
KSR1	1.57446	1.54365	-0.0285114257577345	0.795864307596757
KTI12	16.14555	14.7126	-0.134084366215891	0.349751455711402
KTN1	99.65665	97.48815	-0.0317392127687318	0.508150980856542
KTN1-AS1	2.421915	1.455595	-0.734539232202554	0.163474565941224
KXD1	40.4903	36.06125	-0.167126926113114	0.150440624910864
KYNU	157.4285	52.018	-1.59761390576847	0.020297224662829
L1CAM	113.434	88.91495	-0.351355212800972	0.0635204352681435
L2HGDH	8.85267	11.2024	0.339623299679192	0.0242383809411395
L3HYPDH	14.9011	15.7489	0.079832230996429	0.156215077127267
L3MBTL1	0.4511135	0.9803695	1.11983514090013	0.0274591875015615
L3MBTL2	13.13085	5.88594	-1.15761556836268	0.000687788647997467
L3MBTL3	8.42044	0.810338	-3.37729992053584	0.0147014676658348
LACC1	1.913335	2.339275	0.289971978818911	0.208102223819485
LACE1	3.477985	1.07893	-1.68865044342588	0.0671889427901698
LACTB	5.259585	7.80142	0.568787774323957	0.00673907567057844
LACTB2	28.0079	22.16545	-0.337521163657114	0.0952819019811632
LAD1	62.5423	12.1675	-2.36179950089182	0.0194089603986078
LAG3	0.326465	1.82588	2.4835917167967	0.0190014040104156
LAGE3	15.7123	18.1622	0.209044587005104	0.255678578459952
LAMA1	0.393698	0.1554845	-1.34031861599964	0.0932322301413622
LAMA3	122.376	307.227	1.32798436094308	0.00177482884570905
LAMA4	8.40515	3.776145	-1.15435940258053	0.0472714593585951
LAMA5	21.749	26.15015	0.265870153315853	0.195476677977984
LAMB1	25.69385	11.31895	-1.18268294866633	0.0244299268463356
LAMB2	20.8416	24.22405	0.216974051355386	0.141993751912236
LAMB3	186.1645	555.632	1.57755170016585	0.0188838513939604
LAMC1	28.93265	29.66565	0.036094925158468	0.180987762080809
LAMC2	97.40735	79.8642	-0.286481692625592	0.0114922019928318
LAMP1	88.90555	98.3404	0.145510740081774	0.0735773326592065
LAMP2	17.5005	21.3895	0.289506617194984	0.0166855354335154
LAMP3	0.4793475	1.11638	1.21968437061127	0.00372151331424642
LAMTOR1	81.7106	73.903	-0.144890315793565	0.0729329989914639
LAMTOR2	41.51935	43.3711	0.0629501760586016	0.366760129247673
LAMTOR3	5.630005	7.233815	0.361620498939186	0.110274035127672
LAMTOR4	50.8633	37.58655	-0.436408567664657	0.104116499966698
LAMTOR5	112.439	109.968	-0.0320587583858057	0.745156569817301
LANCL1	17.68895	16.63835	-0.0883360428153649	0.402772029827969
LANCL2	12.3848	10.1528	-0.286692913573952	0.00527023562856534
LAP3	36.82095	41.32685	0.166552553867219	0.0765100153412657
LAPTM4A	59.54625	73.15635	0.296972440881731	0.0303814387467327
LAPTM4B	120.9365	91.0522	-0.409483950864545	0.0210642116246119
LARGE	0.4848295	0.906072	0.902148213082393	0.063588561333599
LARP1	56.8574	34.02245	-0.740861093284056	0.00143086805707335
LARP1B	10.59515	11.67115	0.139542709236797	0.327805213707194
LARP4	18.33885	15.2894	-0.262371380357476	0.253948735440995
LARP4B	12.85675	11.48765	-0.162442296733675	0.147187714054001
LARP6	33.96805	35.91175	0.0802775581019596	0.64013327119359
LARP7	25.74575	19.1731	-0.425250680115888	0.015852982717612
LARS	37.30115	22.1805	-0.749928222104667	0.004863616038408
LARS2	13.9306	5.31545	-1.38999365811707	0.0138792548544558
LAS1L	51.04185	33.97125	-0.587366315856327	0.0575339279748255
LASP1	81.95885	93.00625	0.182427926860442	0.0285923450355353
LAT	1.67989	1.518175	-0.146028667970594	0.409916459898297
LATS1	8.6119	8.709015	0.0161779902590703	0.809698753899221
LATS2	3.95698	4.52679	0.19408860738076	0.0899603172454893
LBH	1.116395	0.6527425	-0.774261686925596	0.133680728531679
LBR	105.967	85.57135	-0.308415297673964	0.0429139665201187
LBX2	2.36985	1.050025	-1.17437206905674	0.0328201028349249
LBX2-AS1	4.46566	3.124545	-0.515227295417881	0.151550764933999
LCA5	0.971085	1.68028	0.791032175379647	0.046310604742812
LCA5L	0.455639	1.25274	1.45912387790156	0.0192350586852112
LCAT	2.335	2.8309	0.277838237792587	0.270907245642076
LCLAT1	5.10214	2.747205	-0.893137916060186	0.0658964449193372
LCMT1	29.7897	30.88655	0.0521651373563379	0.357720176150877
LCMT2	9.894885	13.91375	0.491756458699404	0.0785476584489199
LCN2	171.8455	167.6585	-0.0355864461775311	0.621636826682286
LCOR	2.421305	4.106395	0.762087588965428	0.135472411784035
LCORL	7.16126	6.493125	-0.141300464097906	0.198602228343728
LCP1	1.81821	1.216515	-0.579764728595177	0.109020566240983
LCTL	4.587485	2.456925	-0.900849621971382	0.0561449929228196
LDB1	22.2171	18.10125	-0.295581186403189	0.201726341694823
LDHA	372.542	560.8235	0.590143720692547	0.000843307524381505
LDHB	1511.39	1217.685	-0.311735008250232	0.0431641503422673
LDLR	20.67645	32.99835	0.674405381519947	0.00995436353018266
LDLRAD3	18.3761	15.3057	-0.263761585333391	0.00557031917797848
LDLRAP1	41.9413	55.014	0.391427223899772	0.0157297817041125
LDOC1	56.8083	52.7594	-0.106673572876282	0.417168975219697
LDOC1L	9.48826	3.18416	-1.57523071226722	0.00123213160379394
LEAP2	1.60432	1.263655	-0.344359296346982	0.253291182302147
LEF1	2.616595	0.337169	-2.95614683624911	0.0975264953019628
LEF1-AS1	1.22403	0.1343805	-3.18724320931997	0.00992506151162368
LEKR1	0.847984	1.0774055	0.345452386075811	0.382876497769103
LEMD1	0.8924275	1.38438	0.633433128515621	0.277859093331678
LEMD2	35.04195	32.06775	-0.127959927524128	0.14993220354921
LEMD3	10.075705	9.573195	-0.0738083865285057	0.289540432663825
LENG1	6.330765	14.7383	1.21911837694266	8.48328819532863e-05
LENG8	23.0839	38.7156	0.746028014332279	0.034646872807648
LENG9	3.349085	3.100165	-0.111421990142329	0.683170417566624
LEO1	20.75825	19.24975	-0.108845114716658	0.26402345794766
LEPR	7.05229	11.85385	0.749192000079788	0.0065910627147039
LEPRE1	17.81395	30.35155	0.768762744424083	0.00832700154797333
LEPREL1	6.12982	7.033685	0.198436015739845	0.130748683111703
LEPREL4	21.8446	14.9287	-0.549188148394841	0.0487008717256049
LEPROT	14.31065	13.3734	-0.0977229046870873	0.595112502858366
LEPROTL1	21.14115	13.4936	-0.647778555315278	0.0207123767639183
LETM1	38.5029	32.1863	-0.258520371982127	0.0426001710184516
LETM2	3.366515	0.8571875	-1.97357317590835	0.00143872014569717
LETMD1	21.4676	15.15085	-0.502762177412766	0.067820931421865
LFNG	2.42789	4.439315	0.870634022317901	0.0186177874422032
LGALS1	584.348	977.2305	0.741871090551306	0.032571095723764
LGALS3	146.8885	194.7805	0.407127801821727	0.0110504627435104
LGALS3BP	8.082045	5.01501	-0.688467806727787	0.0558769664647716
LGALS8	21.46615	27.96755	0.381690413114647	0.11193839414121
LGALSL	4.966495	1.61732	-1.61862290295202	0.00486262038052986
LGMN	16.09155	47.79345	1.57050961449373	0.0128700564244923
LGR4	7.626885	12.01195	0.655304523038269	0.138809760792704
LHFP	2.50187	1.73268	-0.530001592411899	0.0546360551273434
LHFPL2	6.208735	3.88813	-0.675222899788717	0.00331552353774234
LHPP	1.738315	2.904235	0.740468659066507	0.119329607417742
LHX1	1.966105	1.287795	-0.610437417299972	0.0744466913381466
LHX4	2.13058	1.156125	-0.881948833345384	0.0706612094036798
LIAS	11.98955	8.27449	-0.535035212601687	0.0289535663947183
LIF	5.16915	0.7430585	-2.79837936566903	0.0133397256503979
LIG1	24.66325	20.1653	-0.290488054483258	0.133531479403529
LIG3	12.6349	5.40877	-1.22404179057344	0.00280553052742011
LIG4	6.250665	6.43996	0.0430420431119924	0.828821651718439
LIMA1	9.030615	17.6281	0.964980839703539	0.000835591405560727
LIMCH1	5.57006	1.600585	-1.79909357410268	0.00955222936993575
LIMD1	5.846505	4.708145	-0.31241569657844	0.0105726542803234
LIMD1-AS1	8.106985	6.1966	-0.387688630571696	0.176437242080535
LIMD2	1.242535	0.8766165	-0.503268751341672	0.00989416201907916
LIME1	12.1787	14.11675	0.213047842513937	0.0994168099059426
LIMK1	19.17405	13.44085	-0.512530722435512	0.122071427413996
LIMK2	7.782085	5.736895	-0.439886625081138	0.0694895237195785
LIMS1	8.49714	6.497065	-0.387189196393236	0.148709040126624
LIN37	6.30226	9.683355	0.61963771182611	0.0528387584218803
LIN52	3.94205	3.630425	-0.118807626379011	0.261812532109301
LIN54	4.311415	3.41963	-0.334321201775482	0.253483491410723
LIN7B	2.99281	2.27532	-0.395431231972121	0.0424495869540465
LIN7C	6.48421	11.3309	0.805259736897502	0.0719396049548837
LIN9	19.4224	6.068655	-1.67827277209968	0.000910561563880856
LINC-ROR	3.57684	13.30015	1.89468502669675	0.0298146419336547
LINC00052	5.62115	46.7767	3.05685286735496	0.00313421346739252
LINC00085	2.31752	1.949355	-0.249584943332548	0.137300684733204
LINC00094	5.90964	5.861985	-0.0116809714479023	0.782561649699776
LINC00114	0.973101	0.734843	-0.405153503315698	0.375336795913817
LINC00115	2.513435	2.153035	-0.223288607623652	0.419920415254588
LINC00116	4.87793	4.51886	-0.110310193921051	0.226199688668198
LINC00152	16.3976	9.951485	-0.720500941789583	0.120743883936988
LINC00174	4.768665	3.27293	-0.543002689596975	0.145004283708065
LINC00202-1	0.224784	0.950112	2.07955824058702	0.00406708151589726
LINC00235	3.070815	3.515625	0.195159590860919	0.626218082302062
LINC00239	2.54765	3.43601	0.431567143646983	0.335527971057638
LINC00240	0.9983755	1.02592	0.0392637995121003	0.919792582438318
LINC00263	9.75199	8.3687	-0.220693115699622	0.0319619199198744
LINC00265	2.04132	1.69407	-0.269008869929407	0.125033530951786
LINC00266-1	1.225671	0.8552525	-0.5191494551731	0.508790356917609
LINC00273	1.37849	4.232815	1.61852863378199	0.00678881291375487
LINC00294	4.339265	3.743115	-0.213211321646841	0.00229406754828844
LINC00310	0.304638	0.8174355	1.42400898655229	0.266403099265754
LINC00311	0.8158025	1.000274	0.294103410953733	0.0889184956422566
LINC00313	4.033175	0.966902	-2.06047442743759	0.00505632782817663
LINC00319	1.388045	0.483812	-1.52053588234014	0.00404720778900749
LINC00338	4.136895	2.364915	-0.806760009468912	0.0150655331442913
LINC00339	21.3862	20.49495	-0.0614116901332687	0.557833667093884
LINC00439	0.22271605	1.264815	2.50564894787375	0.0599547832349843
LINC00460	45.5589	13.071	-1.80136339512985	0.00918733868585252
LINC00467	26.95645	26.72715	-0.0123245082179932	0.909892866211958
LINC00471	2.53305	1.428755	-0.826117007528218	0.239809152875163
LINC00472	1.545505	2.93218	0.923895348431678	0.00172968016962917
LINC00473	34.86035	14.16355	-1.29940414157901	0.024732167955027
LINC00476	6.5531	9.798785	0.580425326041836	0.0154880572291667
LINC00493	122.7185	81.79625	-0.585246145317827	0.0695071865295604
LINC00514	2.665945	1.46836	-0.860441297862274	0.018199710569971
LINC00525	1.147815	0.3271545	-1.81084611304975	0.0770732603973787
LINC00526	1.1880305	2.21937	0.901578330463325	0.136977561952213
LINC00547	0.557672	1.0193265	0.870127492478863	0.0807487009392393
LINC00565	1.735105	0.279026	-2.63655150463402	0.00210783361043514
LINC00568	1.32443	2.153555	0.701348574210214	0.181058477835252
LINC00578	0.395578	0.9577505	1.27568768071748	0.0795831297594971
LINC00601	2.696365	1.274905	-1.08062605550433	0.0785186245027691
LINC00602	9.37709	3.384975	-1.46999510076367	0.0360507449818306
LINC00630	1.24719	0.89572	-0.477561540894032	0.074852437404425
LINC00634	0.909876	0.8925715	-0.0277022031375217	0.888385344951005
LINC00638	1.48549	2.10415	0.502298661405429	0.182529296944987
LINC00641	4.28281	3.724275	-0.201598070544634	0.138845032199987
LINC00649	0.531011	1.0631295	1.00150369035095	0.265447343136453
LINC00652	1.067986	1.510155	0.499803897994206	0.154396735274754
LINC00657	47.68295	76.02035	0.672912173683995	0.0244840671670519
LINC00659	2.196915	3.510585	0.676232407590465	0.251529305179532
LINC00662	3.74314	5.388415	0.525611958670056	0.0113827921108349
LINC00663	0.932244	1.30603	0.486408524676281	0.178981328930152
LINC00665	27.09415	18.6282	-0.540493110761142	0.0743710328978178
LINC00667	3.772345	3.534755	-0.093851400989273	0.0968171154247499
LINC00669	1.943865	1.16639	-0.736877772369373	0.0327676523147973
LINC00670	1.011745	1.0110965	-0.000925023306144886	0.995466460050564
LINC00673	11.0528	8.033485	-0.460314010011678	0.0238063912714018
LINC00674	3.030315	2.650035	-0.193456355037617	0.0377649963697299
LINC00689	3.691075	0.606797	-2.60475519436983	0.0295237012699673
LINC00704	4.019265	0.364312	-3.4636852793363	0.000433588540444454
LINC00707	6.19995	3.11145	-0.994669518048549	0.0307148854480729
LINC00842	1.243505	0.1926275	-2.69052672261634	0.00669565393575266
LINC00847	6.234245	4.83944	-0.365374738194439	0.245175869473482
LINC00857	1.074865	0.91057	-0.239313639131042	0.157387759090594
LINS	5.57378	7.41829	0.412430607955378	0.0661427925216929
LIPA	27.6181	32.83835	0.249767566959096	0.0734167588584823
LIPG	8.047165	15.70255	0.96444634387461	0.00744849268255896
LIPH	1.0756965	1.018225	-0.0792146963553258	0.807647156840363
LIPT1	2.6531	3.679965	0.472012990630614	0.0941981844123618
LIPT2	7.58865	13.0503	0.782167809724509	0.0176655285348163
LITAF	30.05525	25.02725	-0.264117244396245	0.0254547074584459
LIX1L	4.35613	7.2797	0.74083198843077	0.104809777164475
LLGL1	16.6862	14.70445	-0.182402619512498	0.269186137868383
LLGL2	24.91505	37.98935	0.608577558365179	0.0126133127965705
LLPH	36.74845	42.3597	0.205008971603593	0.0426511893435369
LMAN1	75.1958	52.7522	-0.511420821762894	0.0229314763960483
LMAN2	60.03915	65.49385	0.125455888887002	0.326307643580431
LMAN2L	10.19615	6.94511	-0.553955053143721	0.0151509646870607
LMBR1	10.5191	11.45845	0.123400627117655	0.304155380688836
LMBR1L	2.467425	4.422595	0.841886900103446	0.0533101178807003
LMBRD1	14.4371	10.7396	-0.426840714539449	0.0546838656900575
LMBRD2	1.20068	1.77664	0.565299676663053	0.121156883336466
LMF2	32.72915	32.02155	-0.0315329919652943	0.815978268339241
LMLN	3.5828	4.780285	0.416009122774005	0.0187221328384397
LMNA	162.6065	286.7505	0.818411073264971	0.00803768012347181
LMNB1	77.45685	30.4191	-1.34841536217423	0.00897724385204911
LMNB2	102.12255	63.01765	-0.696473606672928	0.0596305745606057
LMO4	7.244015	12.1756	0.749131429707121	0.0598424930200907
LMO7	11.0747	4.52802	-1.29031538287933	0.0118064596221436
LMTK2	4.86526	6.82195	0.487667276230859	0.0058066535141931
LMTK3	1.739395	2.808765	0.691350331909321	0.0163321444469492
LMX1B	0.9887955	1.414205	0.516247182482132	0.0318232237038817
LNP1	4.02532	3.311845	-0.281468323577876	0.128566416567436
LNX2	4.071625	5.574075	0.453127720110285	0.148023137761616
LOC100009676	4.607205	7.365275	0.67684759986379	0.0490001283120796
LOC100127888	9.47774	7.773925	-0.285899895345424	0.164762034350118
LOC100128076	0.1734042	0.802323	2.21004431293439	0.174061213007803
LOC100128252	5.85408	6.24037	0.0921891096748472	0.589995971385481
LOC100128288	1.344215	2.51773	0.90535966958994	0.0419767162855682
LOC100128338	14.44035	4.941365	-1.54712417889467	0.0513331279739673
LOC100128361	2.05033	1.72224	-0.251569928550636	0.075330674390385
LOC100128398	1.31833	1.108855	-0.249640823130249	0.0925254594338059
LOC100128531	1.774055	2.067725	0.220993587779726	0.428152753465051
LOC100128573	0.765392	1.93813	1.34039461579868	0.141335644104384
LOC100128675	0.6876745	1.0197115	0.568363283680944	0.296642632852013
LOC100128770	1.16207	2.190475	0.91454677374004	0.0884174973165442
LOC100128822	2.584225	4.02776	0.640246034572489	0.0147270149270234
LOC100128881	22.1342	9.966765	-1.15108001323622	0.0360777671951782
LOC100129034	16.1014	12.07915	-0.41466719767494	0.0540178699122606
LOC100129046	2.99688	2.00928	-0.576782694587732	0.0332504614995019
LOC100129148	24.28255	19.11695	-0.345067564329908	0.0643020495470019
LOC100129250	2.92804	3.21179	0.133442304185454	0.559121862399672
LOC100129269	4.287755	6.36456	0.569838306656187	0.0653078548179089
LOC100129361	7.5172	7.19821	-0.0625571962411315	0.255725025019125
LOC100129480	1.27235	1.723655	0.437975455168514	0.307862863373193
LOC100129518	1.093015	1.07038	-0.0301901353276736	0.763223784613823
LOC100129794	1.91582	2.103725	0.134984107444752	0.556400450423316
LOC100129917	5.696745	9.971375	0.807654629219196	0.012210390430917
LOC100129931	15.7388	11.84385	-0.410187422897097	0.00759812669627224
LOC100129961	0.7712915	2.161565	1.48672810298172	0.0145603197179977
LOC100130015	5.389095	6.23216	0.209689253534766	0.485245419097745
LOC100130093	3.595755	2.96524	-0.278145846818572	0.290995151059966
LOC100130275	2.402985	5.02332	1.06381353892758	0.0594967455497041
LOC100130451	2.067925	3.06407	0.567265394037653	0.0527731876096883
LOC100130557	1.90909	2.691165	0.49534573068496	0.16148849216056
LOC100130581	1.850085	2.09132	0.176822275295608	0.337459304198519
LOC100130744	1.24445	1.742145	0.485356439178995	0.0248200213082277
LOC100130776	17.7521	5.96415	-1.5736012522041	0.0200612273499437
LOC100130855	1.319305	1.0967825	-0.266500671629387	0.233439378114564
LOC100130899	2.799665	2.24603	-0.317877010885258	0.145027491595062
LOC100130987	1.95986	3.943145	1.00859616216668	0.0678045399661081
LOC100130992	1.143335	0.193743	-2.56103208734715	0.070212635085817
LOC100131067	2.27873	2.805805	0.300184752861906	0.187596896273128
LOC100131089	7.165975	4.826605	-0.570154246167529	0.0867554078459973
LOC100131094	2.695835	2.320815	-0.216100673139929	0.0900376997448373
LOC100131257	1.180775	1.98703	0.750879573108745	0.128608038255386
LOC100131289	6.974535	2.13669	-1.70671942316942	0.00331850435218439
LOC100131564	2.06433	1.44844	-0.511173691950224	0.070662578711801
LOC100131626	4.60528	6.781505	0.558316607555762	0.116304922203423
LOC100131655	1.300285	2.089435	0.684285006986663	0.118714937810112
LOC100131691	1.559045	2.90692	0.898828797945959	0.0649504527023564
LOC100132077	3.02311	3.34194	0.144652357642181	0.607065722965139
LOC100132111	5.606855	5.112125	-0.133268647440205	0.669336682901585
LOC100132215	1.69419	1.60677	-0.0764322488988441	0.275675001188631
LOC100132247	0.91416	1.39461	0.60934313271878	0.112331158542489
LOC100132273	1.063305	3.162165	1.57235716764076	0.0806655051574375
LOC100132352	11.58645	14.7056	0.343927045233975	0.18774845560553
LOC100132707	1.45005	0.7445175	-0.961724982396773	0.0555373804694571
LOC100132832	2.02217	2.72641	0.431098245264246	0.100495677911593
LOC100132891	1.388505	0.489502	-1.50414571280858	0.0772867262827791
LOC100133091	3.79081	5.102425	0.428676922700107	0.0426246815026342
LOC100133315	1.536275	0.7930305	-0.953988229704652	0.064541871741636
LOC100133669	1.49847	0.3528015	-2.08656160087625	0.130286208802965
LOC100133957	20.8495	22.94535	0.138189027010261	0.432146806762255
LOC100133985	1.87785	1.77363	-0.0823767492193273	0.634900542631263
LOC100134229	0.331348	0.997946	1.59061454038973	0.0282561726657884
LOC100134259	2.23704	1.465175	-0.61051806318699	0.0511518351224424
LOC100134868	1.27966	4.40144	1.78221505779559	0.0007477918005726
LOC100144603	3.85046	9.66169	1.32724475448029	0.00973077032670386
LOC100188947	1.410825	5.392755	1.93448344594684	0.020717945638337
LOC100190986	7.669825	10.7988	0.493605438339064	0.0468066926899912
LOC100216545	0.8102665	1.146305	0.500522556827848	0.160652555164259
LOC100216546	0.4313585	1.222285	1.50262142740918	0.00102754332140964
LOC100268168	1.421145	4.800005	1.75598214779037	0.0656196269269927
LOC100270746	4.350085	7.58465	0.802039016363731	0.131081520849434
LOC100270804	1.837495	2.25566	0.295809299663925	0.172375444188767
LOC100271722	2.266935	0.1828265	-3.63219592138858	0.048667355571771
LOC100272217	1.823115	3.833495	1.07225473035475	0.0190240313547051
LOC100272228	0.5422795	1.203395	1.15000172987987	0.0110926858763249
LOC100287015	2.985005	2.90441	-0.0394882228230068	0.629696537165974
LOC100287042	1.639405	0.858824	-0.932737889813003	0.00465792256154292
LOC100287177	1.796845	1.466735	-0.292857726072221	0.561906578288725
LOC100287314	4.012405	2.82812	-0.504623898104931	0.192870435002443
LOC100288069	6.025725	5.408715	-0.15584895326329	0.382774174078053
LOC100288123	2.02559	1.85963	-0.123326582489815	0.438322858094477
LOC100288181	8.331355	2.37631	-1.80982809831618	0.000445611347791723
LOC100288198	3.613895	4.575305	0.340313329866874	0.00484344508101488
LOC100288432	0.557311	0.8129395	0.544665359998109	0.203412017127282
LOC100288637	6.278605	5.10845	-0.297558435551331	0.00756034624210341
LOC100288748	2.161595	2.72112	0.332104337431323	0.194302987397468
LOC100288778	6.54575	5.34461	-0.29247382568502	0.162740750162035
LOC100288842	8.214575	5.864485	-0.486181514918089	0.00532109311361995
LOC100288846	0.8984755	2.120125	1.23859825746524	0.0436943850598794
LOC100288911	1.21483	1.0014965	-0.278597061870582	0.0627927624517084
LOC100289019	4.44584	5.098765	0.19769181769173	0.129679468543144
LOC100289092	4.537005	1.82466	-1.31411258671912	0.125183242157488
LOC100289187	0.08684205	0.641142	2.88417823220258	0.0914626864662991
LOC100289230	1.012084	2.450895	1.27597964386635	0.0157979442937433
LOC100289341	7.340185	14.08445	0.940214897415696	0.0155977926772044
LOC100289361	5.73265	13.5916	1.24544119498793	0.0667294098893347
LOC100289511	0.5378165	0.9490165	0.819319153557483	0.163014303543792
LOC100289561	1.478895	2.349315	0.667720538999421	0.123503068901847
LOC100294145	4.93499	1.73714	-1.50633313252888	0.00735497149484805
LOC100294362	1.28645	1.32514	0.0427494018853554	0.818031810731373
LOC100302640	1.91652	1.2756465	-0.587260460645911	0.32005083859759
LOC100379224	2.701885	5.20275	0.945308114584958	0.00333665390689528
LOC100499227	0.893765	0.690766	-0.371698475513376	0.483460459605426
LOC100499484	0.6316085	0.7701545	0.286117305901919	0.0753755213532756
LOC100505549	1.002235	0.5324675	-0.912455449529172	0.087250395256389
LOC100505624	8.889165	6.585225	-0.432815172004952	0.0647214941475681
LOC100505648	2.155215	3.818095	0.825021202724395	0.0369465662206563
LOC100505666	3.262155	1.80189	-0.856314391142115	0.0882473301633476
LOC100505687	7.81795	9.41232	0.267760012288453	0.227454309750214
LOC100505695	3.101295	3.667565	0.241951771037239	0.308611873205501
LOC100505738	1.473245	1.33405	-0.143184630344215	0.507174450891704
LOC100505761	10.34615	7.1622	-0.530619302510973	0.0286436859792102
LOC100505783	4.093005	7.44052	0.862243022161001	0.0272654217673247
LOC100505812	1.26108	1.76408	0.484256187950804	0.133714722307972
LOC100505817	3.48064	6.70416	0.945703975583574	0.0262957350901911
LOC100505839	2.44448	0.794309	-1.62175534658966	0.0492760068399855
LOC100505865	8.942295	3.91574	-1.19136016509336	0.111792764588847
LOC100505876	16.7286	13.61465	-0.297156818077249	0.0915431437435607
LOC100506054	31.15885	7.811375	-1.99599356116576	0.0150972472252382
LOC100506060	3.90012	4.465155	0.19519174292726	0.491251633028697
LOC100506071	4.098025	1.19766	-1.77471038152748	0.072989822050287
LOC100506083	1.83829	1.100551	-0.740138375498813	0.0881507407707758
LOC100506085	1.2622	4.726075	1.90470199570238	0.00870229175499629
LOC100506100	21.24595	33.89755	0.673993149679965	0.0576805100456431
LOC100506124	0.430745	1.0302275	1.25805700058826	0.0788658176491796
LOC100506178	0.158242	0.0662957	-1.25514536139991	0.0959393627290227
LOC100506190	5.20841	2.67504	-0.961282555893184	0.111514429371077
LOC100506207	2.420995	1.86346	-0.377616248483473	0.182165883437147
LOC100506233	19.5703	13.76575	-0.507582657216975	0.0111002632479954
LOC100506305	10.24675	10.123395	-0.0174732013147326	0.678658792287846
LOC100506321	3.490245	4.064295	0.219676810598826	0.0654044056168473
LOC100506394	4.201065	3.91062	-0.103357753420491	0.594214661161843
LOC100506451	3.920365	3.969585	0.0180002081337604	0.958388349902258
LOC100506469	5.192835	3.14855	-0.721834807166467	0.158850472956501
LOC100506548	3.358595	2.762595	-0.281833760344325	0.0766326505659921
LOC100506599	3.096875	2.918775	-0.0854501503987759	0.0544781780139612
LOC100506668	5.296955	5.256865	-0.010960566388666	0.942887338846955
LOC100506710	5.71917	5.427675	-0.0754714524975822	0.532592593302068
LOC100506713	0.97221	3.070375	1.65907499114669	0.0464999730623633
LOC100506714	5.41103	8.369225	0.629190793739653	0.0423654027589163
LOC100506730	2.46021	4.47547	0.863257730496548	0.0249181108075863
LOC100506746	1.759055	1.77999	0.0170685441853152	0.904668293266514
LOC100506804	0.824661	1.558555	0.91833598113501	0.0245826568927989
LOC100506844	3.13544	5.800755	0.887572774780195	0.0480170236602641
LOC100506963	14.23155	10.8743	-0.38817026374156	0.058571230653218
LOC100506990	2.97388	3.56535	0.261697274873544	0.113660761246403
LOC100507118	20.2059	12.10635	-0.739012646952141	0.0384710799012307
LOC100507156	0.9170955	1.554665	0.761459862121326	0.0437735782313586
LOC100507173	2.242575	3.337015	0.573401936491897	0.0779100536697735
LOC100507217	19.4023	17.09285	-0.182834716614101	0.167985508111985
LOC100507299	0.8888145	0.5802365	-0.615241301175109	0.178165702142787
LOC100507373	0.9027035	1.028166	0.187749103904927	0.28057616384997
